,crash_id,discovery_time,fuzzer
2792,bug2792,9,fairfuzz-0-exid20
98,bug98,9,fairfuzz-0-exid20
1511,bug1511,9,fairfuzz-0-exid20
2174,bug2174,11,afl-0-exid20
844,bug844,11,afl-0-exid20
3212,bug3212,14,afl-0-exid20
540,bug540,14,afl-0-exid20
483,bug483,15,afl-0-exid20
1860,bug1860,15,afl-0-exid20
772,bug772,18,afl-0-exid20
2106,bug2106,18,afl-0-exid20
153,bug153,18,afl-0-exid20
1561,bug1561,18,afl-0-exid20
1100,bug1100,18,afl-0-exid20
2407,bug2407,18,afl-0-exid20
665,bug665,24,afl-0-exid20
3331,bug3331,24,afl-0-exid20
251,bug251,24,afl-0-exid20
2940,bug2940,24,afl-0-exid20
2752,bug2752,25,aflfast-0-exid20
56,bug56,25,aflfast-0-exid20
88,bug88,25,aflfast-0-exid20
1502,bug1502,25,aflfast-0-exid20
1257,bug1257,26,aflfast-0-exid20
3897,bug3897,26,aflfast-0-exid20
605,bug605,29,afl-0-exid20
1964,bug1964,29,afl-0-exid20
1143,bug1143,31,aflfast-0-exid20
3791,bug3791,31,aflfast-0-exid20
3754,bug3754,32,afl-0-exid20
1104,bug1104,32,afl-0-exid20
837,bug837,34,fairfuzz-0-exid20
3498,bug3498,34,fairfuzz-0-exid20
725,bug725,36,afl-0-exid20
2067,bug2067,36,afl-0-exid20
1742,bug1742,37,afl-0-exid20
350,bug350,37,afl-0-exid20
314,bug314,38,fairfuzz-0-exid20
3002,bug3002,38,fairfuzz-0-exid20
3280,bug3280,41,afl-0-exid20
613,bug613,41,afl-0-exid20
334,bug334,42,afl-0-exid20
3021,bug3021,42,afl-0-exid20
1349,bug1349,49,afl-0-exid20
3983,bug3983,49,afl-0-exid20
339,bug339,52,fairfuzz-0-exid20
3026,bug3026,52,fairfuzz-0-exid20
1578,bug1578,60,fairfuzz-0-exid20
171,bug171,60,fairfuzz-0-exid20
3748,bug3748,68,afl-0-exid20
1098,bug1098,68,afl-0-exid20
1412,bug1412,73,fairfuzz-0-exid20
622,bug622,77,fairfuzz-0-exid20
3289,bug3289,77,fairfuzz-0-exid20
1776,bug1776,79,fairfuzz-0-exid20
388,bug388,79,fairfuzz-0-exid20
3128,bug3128,80,fairfuzz-0-exid20
452,bug452,80,fairfuzz-0-exid20
1666,bug1666,80,aflplusplus-0-exid20
268,bug268,80,aflplusplus-0-exid20
2956,bug2956,80,aflplusplus-0-exid20
2625,bug2625,82,fairfuzz-0-exid20
1343,bug1343,82,fairfuzz-0-exid20
377,bug377,84,aflplusplus-0-exid20
3058,bug3058,84,aflplusplus-0-exid20
1766,bug1766,84,aflplusplus-0-exid20
927,bug927,87,afl-0-exid20
3585,bug3585,87,afl-0-exid20
2942,bug2942,89,afl-0-exid20
253,bug253,89,afl-0-exid20
3786,bug3786,94,fairfuzz-0-exid20
1138,bug1138,94,fairfuzz-0-exid20
1194,bug1194,114,aflplusplus-0-exid20
2490,bug2490,114,aflplusplus-0-exid20
934,bug934,117,fairfuzz-0-exid20
3592,bug3592,117,fairfuzz-0-exid20
2342,bug2342,119,fairfuzz-0-exid20
1025,bug1025,119,fairfuzz-0-exid20
66,bug66,133,fairfuzz-0-exid20
2762,bug2762,133,fairfuzz-0-exid20
552,bug552,145,fairfuzz-0-exid20
3223,bug3223,145,fairfuzz-0-exid20
3938,bug3938,145,aflfast-0-exid20
1303,bug1303,145,aflfast-0-exid20
1192,bug1192,147,fairfuzz-0-exid20
3281,bug3281,147,fairfuzz-0-exid20
614,bug614,147,fairfuzz-0-exid20
914,bug914,153,afl-0-exid20
3573,bug3573,153,afl-0-exid20
2241,bug2241,153,afl-0-exid20
236,bug236,158,fairfuzz-0-exid20
2926,bug2926,158,fairfuzz-0-exid20
1762,bug1762,176,fairfuzz-0-exid20
