,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
68,5811,1836266840,fairfuzz-0-exid20,fairfuzz,10379,c41949e36362a37bdc6ae6112af1e3fdc20653c4e267be66cab6043382935ac9,crash,68,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
8,5811,1836266840,fairfuzz-0-exid20,fairfuzz,10379,c41949e36362a37bdc6ae6112af1e3fdc20653c4e267be66cab6043382935ac9,crash,8,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
95,6181,3759440636,afl-0-exid20,afl,14270,94fa07634dcd41c7a5e62b15cac033c0bbf331c700fbfdf086b68430f15e4a53,crash,95,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
37,6181,3759440636,afl-0-exid20,afl,14270,94fa07634dcd41c7a5e62b15cac033c0bbf331c700fbfdf086b68430f15e4a53,crash,37,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
123,6456,1726229060,aflfast-0-exid20,aflfast,18591,e30cdc397d2056a56a609f7b98a852b03844ddc884a884da866b37988d8e926a,crash,123,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
62,6456,1726229060,aflfast-0-exid20,aflfast,18591,e30cdc397d2056a56a609f7b98a852b03844ddc884a884da866b37988d8e926a,crash,62,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
74,6514,3759440636,afl-0-exid20,afl,19649,8ffdc87378ccdfe3d7d05e38f532c9d39786fd74b7dcdb0f3160aaaae9b760e4,crash,74,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
122,6704,3759440636,afl-0-exid20,afl,24258,852788a4620db12cd5f055ff4ed627a382784fe4fda16f4103509abab834d0f8,crash,122,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
60,6704,3759440636,afl-0-exid20,afl,24258,852788a4620db12cd5f055ff4ed627a382784fe4fda16f4103509abab834d0f8,crash,60,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
42,7074,3759440636,afl-0-exid20,afl,32064,c0c3312680b96fc815d06f895716d45dfd63b35241de06715f9929d6a3ce7323,crash,42,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
