,crash_id,discovery_time,fuzzer
842,bug842,15,mopt-0-exid4
2905,bug2905,17,fairfuzz-0-exid4
748,bug748,17,fairfuzz-0-exid4
1812,bug1812,17,fairfuzz-0-exid4
1549,bug1549,18,fairfuzz-0-exid4
446,bug446,18,fairfuzz-0-exid4
2605,bug2605,18,fairfuzz-0-exid4
1075,bug1075,19,fairfuzz-0-exid4
2098,bug2098,19,fairfuzz-0-exid4
1750,bug1750,19,fairfuzz-0-exid4
672,bug672,19,fairfuzz-0-exid4
803,bug803,24,fairfuzz-0-exid4
1865,bug1865,24,fairfuzz-0-exid4
1091,bug1091,28,symcc-0-exid4
2113,bug2113,28,symcc-0-exid4
1029,bug1029,28,fairfuzz-0-exid4
3180,bug3180,28,fairfuzz-0-exid4
678,bug678,34,fairfuzz-0-exid4
1754,bug1754,34,fairfuzz-0-exid4
1410,bug1410,35,fairfuzz-0-exid4
294,bug294,35,fairfuzz-0-exid4
2965,bug2965,36,fairfuzz-0-exid4
808,bug808,36,fairfuzz-0-exid4
2216,bug2216,43,fairfuzz-0-exid4
54,bug54,43,fairfuzz-0-exid4
50,bug50,66,fairfuzz-0-exid4
2212,bug2212,66,fairfuzz-0-exid4
871,bug871,68,mopt-0-exid4
3025,bug3025,68,mopt-0-exid4
950,bug950,70,fairfuzz-0-exid4
3104,bug3104,70,fairfuzz-0-exid4
236,bug236,71,fairfuzz-0-exid4
2395,bug2395,71,fairfuzz-0-exid4
805,bug805,71,fairfuzz-0-exid4
1867,bug1867,71,fairfuzz-0-exid4
3053,bug3053,82,symcc-0-exid4
899,bug899,82,symcc-0-exid4
778,bug778,83,symcc-0-exid4
2935,bug2935,83,symcc-0-exid4
852,bug852,83,mopt-0-exid4
35,bug35,83,fairfuzz-0-exid4
1177,bug1177,83,fairfuzz-0-exid4
1664,bug1664,83,fairfuzz-0-exid4
3213,bug3213,85,fairfuzz-0-exid4
1064,bug1064,85,fairfuzz-0-exid4
2312,bug2312,98,symcc-0-exid4
150,bug150,98,symcc-0-exid4
2926,bug2926,99,fairfuzz-0-exid4
769,bug769,99,fairfuzz-0-exid4
2636,bug2636,101,fairfuzz-0-exid4
477,bug477,101,fairfuzz-0-exid4
3195,bug3195,110,symcc-0-exid4
1046,bug1046,110,symcc-0-exid4
1355,bug1355,111,fairfuzz-0-exid4
2390,bug2390,111,fairfuzz-0-exid4
231,bug231,111,fairfuzz-0-exid4
2351,bug2351,116,fairfuzz-0-exid4
189,bug189,116,fairfuzz-0-exid4
597,bug597,125,symcc-0-exid4
2755,bug2755,125,symcc-0-exid4
1679,bug1679,125,symcc-0-exid4
2365,bug2365,131,fairfuzz-0-exid4
3069,bug3069,131,symcc-0-exid4
915,bug915,131,symcc-0-exid4
1330,bug1330,132,symcc-0-exid4
201,bug201,132,symcc-0-exid4
1018,bug1018,138,symcc-0-exid4
3171,bug3171,138,symcc-0-exid4
308,bug308,145,symcc-0-exid4
2467,bug2467,145,symcc-0-exid4
1234,bug1234,185,symcc-0-exid4
1325,bug1325,196,mopt-0-exid4
195,bug195,196,mopt-0-exid4
2357,bug2357,196,mopt-0-exid4
1201,bug1201,196,mopt-0-exid4
3184,bug3184,197,mopt-0-exid4
245,bug245,197,mopt-0-exid4
914,bug914,198,mopt-0-exid4
2842,bug2842,198,mopt-0-exid4
1759,bug1759,198,mopt-0-exid4
2947,bug2947,198,mopt-0-exid4
1079,bug1079,218,symcc-0-exid4
2101,bug2101,218,symcc-0-exid4
2987,bug2987,263,symcc-0-exid4
830,bug830,263,symcc-0-exid4
259,bug259,267,fairfuzz-0-exid4
2418,bug2418,267,fairfuzz-0-exid4
438,bug438,269,fairfuzz-0-exid4
2597,bug2597,269,fairfuzz-0-exid4
209,bug209,270,symcc-0-exid4
2369,bug2369,270,symcc-0-exid4
2967,bug2967,279,mopt-0-exid4
810,bug810,279,mopt-0-exid4
258,bug258,292,symcc-0-exid4
2417,bug2417,292,symcc-0-exid4
2472,bug2472,295,symcc-0-exid4
313,bug313,295,symcc-0-exid4
2936,bug2936,305,mopt-0-exid4
779,bug779,305,mopt-0-exid4
1035,bug1035,306,mopt-0-exid4
690,bug690,310,mopt-0-exid4
2848,bug2848,310,mopt-0-exid4
1764,bug1764,310,mopt-0-exid4
1696,bug1696,364,mopt-0-exid4
2457,bug2457,477,mopt-0-exid4
298,bug298,477,mopt-0-exid4
2841,bug2841,507,mopt-0-exid4
683,bug683,507,mopt-0-exid4
27,bug27,530,mopt-0-exid4
2189,bug2189,530,mopt-0-exid4
867,bug867,535,mopt-0-exid4
3021,bug3021,535,mopt-0-exid4
989,bug989,611,mopt-0-exid4
383,bug383,616,fairfuzz-0-exid4
2562,bug2562,618,symcc-0-exid4
403,bug403,618,symcc-0-exid4
2515,bug2515,641,mopt-0-exid4
356,bug356,641,mopt-0-exid4
502,bug502,670,fairfuzz-0-exid4
2768,bug2768,672,mopt-0-exid4
610,bug610,672,mopt-0-exid4
30,bug30,690,aflplusplus-0-exid4
1172,bug1172,690,aflplusplus-0-exid4
1718,bug1718,704,mopt-0-exid4
1170,bug1170,721,mopt-0-exid4
1251,bug1251,724,mopt-0-exid4
2249,bug2249,740,mopt-0-exid4
3205,bug3205,742,symcc-0-exid4
1056,bug1056,742,symcc-0-exid4
140,bug140,747,mopt-0-exid4
2302,bug2302,747,mopt-0-exid4
2639,bug2639,751,mopt-0-exid4
480,bug480,751,mopt-0-exid4
811,bug811,787,mopt-0-exid4
2968,bug2968,787,mopt-0-exid4
1840,bug1840,873,fairfuzz-0-exid4
1891,bug1891,958,symcc-0-exid4
1534,bug1534,1018,fairfuzz-0-exid4
1049,bug1049,1134,fairfuzz-0-exid4
3198,bug3198,1134,fairfuzz-0-exid4
2385,bug2385,1190,mopt-0-exid4
226,bug226,1190,mopt-0-exid4
2801,bug2801,1350,aflplusplus-0-exid4
1723,bug1723,1350,aflplusplus-0-exid4
643,bug643,1350,aflplusplus-0-exid4
