,crash_id,discovery_time,fuzzer
4546,bug4546,7,aflfast-0-exid23
1410,bug1410,7,aflfast-0-exid23
789,bug789,7,aflfast-0-exid23
3946,bug3946,7,aflfast-0-exid23
4142,bug4142,17,afl-0-exid23
990,bug990,17,afl-0-exid23
4638,bug4638,20,fairfuzz-0-exid23
1505,bug1505,20,fairfuzz-0-exid23
1844,bug1844,23,fairfuzz-0-exid23
217,bug217,23,fairfuzz-0-exid23
253,bug253,29,afl-0-exid23
1878,bug1878,29,afl-0-exid23
241,bug241,29,afl-0-exid23
1868,bug1868,29,afl-0-exid23
1933,bug1933,29,afl-0-exid23
308,bug308,29,afl-0-exid23
540,bug540,29,afl-0-exid23
2148,bug2148,29,afl-0-exid23
546,bug546,30,afl-0-exid23
2154,bug2154,30,afl-0-exid23
1053,bug1053,33,afl-0-exid23
4203,bug4203,33,afl-0-exid23
245,bug245,34,afl-0-exid23
3193,bug3193,34,afl-0-exid23
8,bug8,34,afl-0-exid23
1432,bug1432,38,fairfuzz-0-exid23
2987,bug2987,38,fairfuzz-0-exid23
80,bug80,38,fairfuzz-0-exid23
1717,bug1717,38,fairfuzz-0-exid23
790,bug790,38,fairfuzz-0-exid23
2379,bug2379,38,fairfuzz-0-exid23
956,bug956,43,afl-0-exid23
4109,bug4109,43,afl-0-exid23
46,bug46,44,fairfuzz-0-exid23
3231,bug3231,44,fairfuzz-0-exid23
3617,bug3617,44,fairfuzz-0-exid23
449,bug449,44,fairfuzz-0-exid23
728,bug728,46,fairfuzz-0-exid23
3886,bug3886,46,fairfuzz-0-exid23
1209,bug1209,47,afl-0-exid23
2777,bug2777,47,afl-0-exid23
2004,bug2004,47,afl-0-exid23
386,bug386,47,afl-0-exid23
822,bug822,49,fairfuzz-0-exid23
3979,bug3979,49,fairfuzz-0-exid23
1159,bug1159,51,aflfast-0-exid23
4304,bug4304,51,aflfast-0-exid23
1707,bug1707,56,afl-0-exid23
70,bug70,56,afl-0-exid23
1637,bug1637,57,afl-0-exid23
4659,bug4659,57,afl-0-exid23
1526,bug1526,57,afl-0-exid23
194,bug194,58,aflfast-0-exid23
3375,bug3375,58,aflfast-0-exid23
1625,bug1625,59,afl-0-exid23
4757,bug4757,59,afl-0-exid23
2291,bug2291,65,aflfast-0-exid23
693,bug693,65,aflfast-0-exid23
3391,bug3391,69,fairfuzz-0-exid23
210,bug210,69,fairfuzz-0-exid23
764,bug764,72,aflfast-0-exid23
2355,bug2355,72,aflfast-0-exid23
2973,bug2973,72,aflfast-0-exid23
4479,bug4479,73,aflfast-0-exid23
2902,bug2902,73,aflfast-0-exid23
1342,bug1342,73,aflfast-0-exid23
1524,bug1524,73,aflfast-0-exid23
4657,bug4657,73,aflfast-0-exid23
2633,bug2633,74,aflfast-0-exid23
2196,bug2196,74,aflfast-0-exid23
1801,bug1801,74,aflfast-0-exid23
1745,bug1745,74,aflfast-0-exid23
2001,bug2001,75,afl-0-exid23
2465,bug2465,75,afl-0-exid23
234,bug234,77,afl-0-exid23
3414,bug3414,77,afl-0-exid23
2348,bug2348,100,afl-0-exid23
756,bug756,100,afl-0-exid23
2884,bug2884,112,afl-0-exid23
1324,bug1324,112,afl-0-exid23
706,bug706,124,afl-0-exid23
3864,bug3864,124,afl-0-exid23
3267,bug3267,125,fairfuzz-0-exid23
83,bug83,125,fairfuzz-0-exid23
48,bug48,125,afl-0-exid23
2123,bug2123,138,aflfast-0-exid23
512,bug512,138,aflfast-0-exid23
647,bug647,146,afl-0-exid23
3807,bug3807,146,afl-0-exid23
262,bug262,146,afl-0-exid23
3441,bug3441,146,afl-0-exid23
3467,bug3467,147,fairfuzz-0-exid23
290,bug290,147,fairfuzz-0-exid23
396,bug396,148,afl-0-exid23
3570,bug3570,148,afl-0-exid23
3964,bug3964,152,fairfuzz-0-exid23
807,bug807,152,fairfuzz-0-exid23
3734,bug3734,154,fairfuzz-0-exid23
573,bug573,154,fairfuzz-0-exid23
4071,bug4071,155,fairfuzz-0-exid23
917,bug917,155,fairfuzz-0-exid23
4414,bug4414,160,afl-0-exid23
2837,bug2837,160,afl-0-exid23
1271,bug1271,160,afl-0-exid23
3219,bug3219,161,afl-0-exid23
34,bug34,161,afl-0-exid23
1833,bug1833,176,aflfast-0-exid23
1681,bug1681,177,aflfast-0-exid23
2938,bug2938,177,fairfuzz-0-exid23
4514,bug4514,178,fairfuzz-0-exid23
1377,bug1377,178,fairfuzz-0-exid23
2822,bug2822,178,fairfuzz-0-exid23
2557,bug2557,178,fairfuzz-0-exid23
1905,bug1905,187,afl-0-exid23
280,bug280,187,afl-0-exid23
857,bug857,200,afl-0-exid23
