,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
1878,3023,1568238717,symcc-0-exid3,symcc,1083,8f39a49b6c32a76b2f669ad72bf8f76f0cf5bdba1f94e648640bdf127cce3fea,crash,1878,SEGV,20342dca7c121d150537a553601f2cff,tsan
94,3023,1568238717,symcc-0-exid3,symcc,1083,8f39a49b6c32a76b2f669ad72bf8f76f0cf5bdba1f94e648640bdf127cce3fea,crash,94,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
754,3865,1562493285,mopt-0-exid3,mopt,1452,4c5bcbccee4e58e217a6724ca635329cddd847578deea310bd416409a14e97ec,crash,754,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan
349,4453,1562493285,mopt-0-exid3,mopt,1761,8b9c52aa7bb0d2ad43151b6cdacce767015847c7969ed06906cced80f8cd9c74,crash,349,heap-buffer-overflow,5d2f29e901a6016e7d55804ebb557c1a,asan
2461,5874,948101125,fairfuzz-0-exid3,fairfuzz,2636,35d6e2c07be437e580a59d46b3ecbc51838d5b19b2c2799ac8a52f9b995f7656,crash,2461,SEGV,20342dca7c121d150537a553601f2cff,tsan
796,5874,948101125,fairfuzz-0-exid3,fairfuzz,2636,35d6e2c07be437e580a59d46b3ecbc51838d5b19b2c2799ac8a52f9b995f7656,crash,796,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
395,6493,1568238717,symcc-0-exid3,symcc,3054,ff29ee96f3976cf9aa69f32658878f59734237672dfa459767d800f4cbf23577,crash,395,SEGV,68fd76a6b2da08e5dd8090d924d89977,asan
2132,6493,1568238717,symcc-0-exid3,symcc,3054,ff29ee96f3976cf9aa69f32658878f59734237672dfa459767d800f4cbf23577,crash,2132,SEGV,722cb0d0166bee970f9ef07787900c9a,tsan
229,6657,1568238717,symcc-0-exid3,symcc,3143,ff87e664633d7a3940fdea9a76c521a8aa36380411555b28caa8a62cba615551,crash,229,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,asan
1995,6657,1568238717,symcc-0-exid3,symcc,3143,ff87e664633d7a3940fdea9a76c521a8aa36380411555b28caa8a62cba615551,crash,1995,SEGV,d68ef8a660bb62fd4346463a27e8b6bb,tsan
267,6658,948101125,fairfuzz-0-exid3,fairfuzz,3147,60ed5316404947f65bea1cab99ce85349a3e79e03540074496061bcce3153168,crash,267,SEGV,68fd76a6b2da08e5dd8090d924d89977,asan
2024,6658,948101125,fairfuzz-0-exid3,fairfuzz,3147,60ed5316404947f65bea1cab99ce85349a3e79e03540074496061bcce3153168,crash,2024,SEGV,722cb0d0166bee970f9ef07787900c9a,tsan
2239,6751,948101125,fairfuzz-0-exid3,fairfuzz,3222,8eae2a360895f742d2f63c2f3e9cde0d8e6aa58c6e7eb7f07e2549c7dcf7eba6,crash,2239,SEGV,87aaa85249fb7e63506af5d72c3f26c5,tsan
