,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
10,4090,695828272,mopt-0-exid3,mopt,31825,5e1e6f2d3499abd2202c6395ebb12f14f6375ebf73be4fd16018b113dd4a05aa,crash,10,heap-buffer-overflow,3455c94f5911948817c1682bc761b386,asan
3,4552,695828272,mopt-0-exid3,mopt,36611,3fab3f94b830168634d36e66396559c3698d8274bcfc9ef7d1f388c562b1ffdb,crash,3,heap-buffer-overflow,fbe1ad27f36080a52b2e31a4b2d35a43,asan
2,4553,695828272,mopt-0-exid3,mopt,36611,b4b8edee02029c409739b60328e8b45f4d4049b2e9aff6ec60f04fb61f978c5d,crash,2,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan
1,4596,695828272,mopt-0-exid3,mopt,38240,e6e123e9ece6f6493876acf7e3e8f9bcea0ef6307b107669d8c83853ad255f38,crash,1,SEGV,e6c4886679978b89805264b2f286fca5,asan
13,4597,695828272,mopt-0-exid3,mopt,38240,13123164111fa941eca2807ad27a176bb77512a4d788a20044fddf0bd4edb43b,crash,13,heap-buffer-overflow,cf8259252433e737ae31d3e894fde531,asan
7,4606,695828272,mopt-0-exid3,mopt,38248,3c60c21c6adc9369a761149dd9f732a1efdb27fcc127b8ddcbb06a6ec2dbb3db,crash,7,heap-buffer-overflow,592fca583cd3464b1dd6edc98ed7cca7,asan
4,4665,695828272,mopt-0-exid3,mopt,38521,fa904b97b314f5b21e89d8a02455b61fceaf10d6a87cfbba7ee18ab57f12bd98,crash,4,SEGV,d89e5ea71af7c234a501bbc3fbb50212,asan
15,5088,1429546614,symcc-0-exid3,symcc,50765,06543cf5b41a4f58e72246ed9ac978e5ccb19f35f54ed25c3f3bf0c4db91b0e3,crash,15,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan
5,5326,695828272,mopt-0-exid3,mopt,68752,9f1cf7dc50b8ade4421e2367e1b91358d5ecc83d1ee004ce8cbce32e4fda562b,crash,5,heap-buffer-overflow,f2e26da42876d7fdc72ff5e32c975ab7,asan
12,5414,972837290,fairfuzz-0-exid3,fairfuzz,73454,ea381b480f77be76ce76edb6bc8fd2999afda1e7450c37c41e92e8c6527cb930,crash,12,requested,87ddda0ce59711829e57ff9a2ece7a5e,asan
