,crash_id,discovery_time,fuzzer
2952,bug2952,10,afl-0-exid22
682,bug682,10,afl-0-exid22
847,bug847,13,fairfuzz-0-exid22
3116,bug3116,13,fairfuzz-0-exid22
756,bug756,14,fairfuzz-0-exid22
3026,bug3026,14,fairfuzz-0-exid22
3,bug3,19,afl-0-exid22
2307,bug2307,19,afl-0-exid22
1200,bug1200,19,afl-0-exid22
281,bug281,20,fairfuzz-0-exid22
2574,bug2574,20,fairfuzz-0-exid22
420,bug420,26,fairfuzz-0-exid22
1583,bug1583,26,fairfuzz-0-exid22
2185,bug2185,27,fairfuzz-0-exid22
1073,bug1073,27,fairfuzz-0-exid22
1687,bug1687,29,afl-0-exid22
530,bug530,29,afl-0-exid22
2548,bug2548,31,fairfuzz-0-exid22
254,bug254,31,fairfuzz-0-exid22
2044,bug2044,39,fairfuzz-0-exid22
916,bug916,39,fairfuzz-0-exid22
735,bug735,39,fairfuzz-0-exid22
1875,bug1875,39,fairfuzz-0-exid22
637,bug637,39,fairfuzz-0-exid22
1785,bug1785,39,fairfuzz-0-exid22
805,bug805,39,fairfuzz-0-exid22
1938,bug1938,39,fairfuzz-0-exid22
1127,bug1127,39,afl-0-exid22
2235,bug2235,39,afl-0-exid22
1106,bug1106,42,fairfuzz-0-exid22
2215,bug2215,42,fairfuzz-0-exid22
894,bug894,51,aflplusplus-0-exid22
2023,bug2023,51,aflplusplus-0-exid22
920,bug920,57,fairfuzz-0-exid22
3189,bug3189,57,fairfuzz-0-exid22
2391,bug2391,58,afl-0-exid22
91,bug91,58,afl-0-exid22
629,bug629,59,afl-0-exid22
2901,bug2901,59,afl-0-exid22
2859,bug2859,61,aflplusplus-0-exid22
585,bug585,61,aflplusplus-0-exid22
1738,bug1738,61,aflplusplus-0-exid22
979,bug979,62,aflfast-0-exid22
1159,bug1159,69,afl-0-exid22
3417,bug3417,69,afl-0-exid22
1083,bug1083,73,fairfuzz-0-exid22
3342,bug3342,73,fairfuzz-0-exid22
768,bug768,74,afl-0-exid22
3038,bug3038,74,afl-0-exid22
3317,bug3317,74,aflfast-0-exid22
1057,bug1057,74,aflfast-0-exid22
3291,bug3291,76,fairfuzz-0-exid22
1029,bug1029,76,fairfuzz-0-exid22
164,bug164,77,afl-0-exid22
1354,bug1354,77,afl-0-exid22
1663,bug1663,78,fairfuzz-0-exid22
503,bug503,78,fairfuzz-0-exid22
2782,bug2782,78,fairfuzz-0-exid22
308,bug308,79,fairfuzz-0-exid22
2598,bug2598,79,fairfuzz-0-exid22
3141,bug3141,79,fairfuzz-0-exid22
872,bug872,79,fairfuzz-0-exid22
806,bug806,79,fairfuzz-0-exid22
1939,bug1939,79,fairfuzz-0-exid22
960,bug960,79,fairfuzz-0-exid22
2082,bug2082,79,fairfuzz-0-exid22
479,bug479,86,afl-0-exid22
2758,bug2758,86,afl-0-exid22
2795,bug2795,92,afl-0-exid22
516,bug516,92,afl-0-exid22
3405,bug3405,105,afl-0-exid22
1147,bug1147,105,afl-0-exid22
1480,bug1480,111,afl-0-exid22
304,bug304,111,afl-0-exid22
232,bug232,115,afl-0-exid22
2590,bug2590,120,fairfuzz-0-exid22
298,bug298,120,fairfuzz-0-exid22
445,bug445,123,afl-0-exid22
2725,bug2725,123,afl-0-exid22
1490,bug1490,127,aflfast-0-exid22
316,bug316,127,aflfast-0-exid22
2605,bug2605,127,aflfast-0-exid22
2692,bug2692,130,afl-0-exid22
408,bug408,130,afl-0-exid22
382,bug382,142,fairfuzz-0-exid22
2668,bug2668,142,fairfuzz-0-exid22
2714,bug2714,146,aflfast-0-exid22
433,bug433,146,aflfast-0-exid22
932,bug932,156,afl-0-exid22
3470,bug3470,156,afl-0-exid22
3200,bug3200,156,afl-0-exid22
3439,bug3439,164,fairfuzz-0-exid22
1182,bug1182,164,fairfuzz-0-exid22
967,bug967,180,aflfast-0-exid22
3233,bug3233,180,aflfast-0-exid22
1134,bug1134,190,afl-0-exid22
644,bug644,195,afl-0-exid22
2915,bug2915,195,afl-0-exid22
1791,bug1791,195,afl-0-exid22
140,bug140,209,afl-0-exid22
2439,bug2439,209,afl-0-exid22
1137,bug1137,235,aflfast-0-exid22
3395,bug3395,235,aflfast-0-exid22
1098,bug1098,241,aflplusplus-0-exid22
3356,bug3356,241,aflplusplus-0-exid22
921,bug921,338,aflfast-0-exid22
3190,bug3190,338,aflfast-0-exid22
2142,bug2142,358,aflplusplus-0-exid22
1027,bug1027,358,aflplusplus-0-exid22
3289,bug3289,358,aflplusplus-0-exid22
2755,bug2755,372,aflplusplus-0-exid22
476,bug476,372,aflplusplus-0-exid22
1442,bug1442,382,afl-0-exid22
870,bug870,484,afl-0-exid22
3139,bug3139,484,afl-0-exid22
2526,bug2526,542,fairfuzz-0-exid22
229,bug229,542,fairfuzz-0-exid22
746,bug746,545,aflplusplus-0-exid22
3016,bug3016,545,aflplusplus-0-exid22
930,bug930,549,afl-0-exid22
910,bug910,561,fairfuzz-0-exid22
3179,bug3179,561,fairfuzz-0-exid22
1067,bug1067,562,fairfuzz-0-exid22
3327,bug3327,562,fairfuzz-0-exid22
543,bug543,571,aflplusplus-0-exid22
2820,bug2820,571,aflplusplus-0-exid22
3472,bug3472,574,aflfast-0-exid22
3456,bug3456,576,aflfast-0-exid22
633,bug633,630,afl-0-exid22
1782,bug1782,630,afl-0-exid22
2327,bug2327,658,afl-0-exid22
24,bug24,658,afl-0-exid22
2954,bug2954,673,fairfuzz-0-exid22
684,bug684,673,fairfuzz-0-exid22
3012,bug3012,697,fairfuzz-0-exid22
742,bug742,697,fairfuzz-0-exid22
170,bug170,736,fairfuzz-0-exid22
2469,bug2469,736,fairfuzz-0-exid22
2936,bug2936,843,afl-0-exid22
665,bug665,843,afl-0-exid22
2367,bug2367,882,aflfast-0-exid22
67,bug67,882,aflfast-0-exid22
23,bug23,1001,aflplusplus-0-exid22
327,bug327,1005,fairfuzz-0-exid22
2615,bug2615,1005,fairfuzz-0-exid22
99,bug99,1022,afl-0-exid22
2399,bug2399,1022,afl-0-exid22
3467,bug3467,1022,afl-0-exid22
2956,bug2956,1022,afl-0-exid22
1829,bug1829,1022,afl-0-exid22
5,bug5,1065,fairfuzz-0-exid22
2309,bug2309,1065,fairfuzz-0-exid22
719,bug719,1081,fairfuzz-0-exid22
2519,bug2519,1239,fairfuzz-0-exid22
467,bug467,1296,fairfuzz-0-exid22
1629,bug1629,1296,fairfuzz-0-exid22
764,bug764,1319,aflplusplus-0-exid22
3034,bug3034,1319,aflplusplus-0-exid22
3341,bug3341,1319,aflplusplus-0-exid22
1082,bug1082,1319,aflplusplus-0-exid22
