,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
565,3081,1902651773,symcc-0-exid4,symcc,851,f1ef8079a3ef08c3a0fef5d8577c1ef4dceafda34bc57040a79f6f61123d161f,crash,565,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fca,nm
2331,3081,1902651773,symcc-0-exid4,symcc,851,f1ef8079a3ef08c3a0fef5d8577c1ef4dceafda34bc57040a79f6f61123d161f,crash,2331,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fca,nm
3968,3081,1902651773,symcc-0-exid4,symcc,851,f1ef8079a3ef08c3a0fef5d8577c1ef4dceafda34bc57040a79f6f61123d161f,crash,3968,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fca,nm
2016,3474,1902651773,symcc-0-exid4,symcc,912,7ac748462fbd10cf2779c9f8ae30c24ddda8c9a587b8ff74f885cd155d8c00da,crash,2016,SEGV,0646f8dc98605131cbd13c096e45cad3,msan,fca,nm
3624,3474,1902651773,symcc-0-exid4,symcc,912,7ac748462fbd10cf2779c9f8ae30c24ddda8c9a587b8ff74f885cd155d8c00da,crash,3624,SEGV,0646f8dc98605131cbd13c096e45cad3,tsan,fca,nm
212,3474,1902651773,symcc-0-exid4,symcc,912,7ac748462fbd10cf2779c9f8ae30c24ddda8c9a587b8ff74f885cd155d8c00da,crash,212,SEGV,e962321310000bd8f0df569f7feedb44,asan,fca,nm
1501,3555,416775545,mopt-0-exid4,mopt,971,d75d37975eec52c97dc585d0463222a7c3ce03e597021ac96cf52c2f7d5d4721,crash,1501,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan,fca,nm
1795,4323,50185513,fairfuzz-0-exid4,fairfuzz,1292,6e8797a306743d9df58c1d9532b9230677bcae1ea7bf7471177558def097bf60,crash,1795,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fca,nm
3396,4323,50185513,fairfuzz-0-exid4,fairfuzz,1292,6e8797a306743d9df58c1d9532b9230677bcae1ea7bf7471177558def097bf60,crash,3396,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fca,nm
5144,4323,50185513,fairfuzz-0-exid4,fairfuzz,1292,6e8797a306743d9df58c1d9532b9230677bcae1ea7bf7471177558def097bf60,crash,5144,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fca,nm
5068,4359,50185513,fairfuzz-0-exid4,fairfuzz,1302,d4f3c8c981f9596ee2235c488b81a05980e0d09fb0d3cd391d6bce98044d4f14,crash,5068,SEGV,20342dca7c121d150537a553601f2cff,tsan,fca,nm
1716,4359,50185513,fairfuzz-0-exid4,fairfuzz,1302,d4f3c8c981f9596ee2235c488b81a05980e0d09fb0d3cd391d6bce98044d4f14,crash,1716,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fca,nm
3327,4359,50185513,fairfuzz-0-exid4,fairfuzz,1302,d4f3c8c981f9596ee2235c488b81a05980e0d09fb0d3cd391d6bce98044d4f14,crash,3327,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fca,nm
108,4477,50185513,fairfuzz-0-exid4,fairfuzz,1330,9c2f54a02939989787f2d2b3b641c184044898364d130079938472295d9c35a3,crash,108,SEGV,76963e8d3021a3a3740288656624dc7e,asan,fca,nm
3524,4477,50185513,fairfuzz-0-exid4,fairfuzz,1330,9c2f54a02939989787f2d2b3b641c184044898364d130079938472295d9c35a3,crash,3524,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,tsan,fca,nm
918,5286,50185513,fairfuzz-0-exid4,fairfuzz,1620,682b1b6be6ad8d3362970f12f502a81b093f67f01684763ad076c4380a7aa69e,crash,918,SEGV,036970cadbf3539a826ad22b62f77d20,asan,fca,nm
2641,5286,50185513,fairfuzz-0-exid4,fairfuzz,1620,682b1b6be6ad8d3362970f12f502a81b093f67f01684763ad076c4380a7aa69e,crash,2641,SEGV,0ab214692ecb89468e279d02fe53320c,msan,fca,nm
