,crash_id,discovery_time,fuzzer
3254,bug3254,16,fairfuzz-0-exid24
255,bug255,16,fairfuzz-0-exid24
3545,bug3545,17,afl-0-exid24
557,bug557,17,afl-0-exid24
2079,bug2079,17,afl-0-exid24
3869,bug3869,19,afl-0-exid24
896,bug896,19,afl-0-exid24
1045,bug1045,19,afl-0-exid24
4002,bug4002,19,afl-0-exid24
2742,bug2742,25,fairfuzz-0-exid24
1256,bug1256,25,fairfuzz-0-exid24
370,bug370,25,fairfuzz-0-exid24
1898,bug1898,25,fairfuzz-0-exid24
2947,bug2947,25,fairfuzz-0-exid24
1475,bug1475,25,fairfuzz-0-exid24
1089,bug1089,25,fairfuzz-0-exid24
2581,bug2581,25,fairfuzz-0-exid24
5,bug5,27,fairfuzz-0-exid24
3023,bug3023,27,fairfuzz-0-exid24
3490,bug3490,29,afl-0-exid24
500,bug500,29,afl-0-exid24
430,bug430,29,aflfast-0-exid24
3420,bug3420,29,aflfast-0-exid24
3182,bug3182,32,aflfast-0-exid24
176,bug176,32,aflfast-0-exid24
2561,bug2561,34,fairfuzz-0-exid24
1068,bug1068,34,fairfuzz-0-exid24
140,bug140,37,fairfuzz-0-exid24
3151,bug3151,37,fairfuzz-0-exid24
344,bug344,39,fairfuzz-0-exid24
3338,bug3338,39,fairfuzz-0-exid24
1081,bug1081,46,afl-0-exid24
4036,bug4036,46,afl-0-exid24
3898,bug3898,48,afl-0-exid24
928,bug928,48,afl-0-exid24
21,bug21,50,afl-0-exid24
3039,bug3039,50,afl-0-exid24
3301,bug3301,53,afl-0-exid24
303,bug303,53,afl-0-exid24
1300,bug1300,53,afl-0-exid24
4244,bug4244,53,afl-0-exid24
1484,bug1484,55,fairfuzz-0-exid24
4420,bug4420,55,fairfuzz-0-exid24
4005,bug4005,55,afl-0-exid24
1048,bug1048,55,afl-0-exid24
3717,bug3717,56,afl-0-exid24
738,bug738,56,afl-0-exid24
1384,bug1384,57,afl-0-exid24
2860,bug2860,57,afl-0-exid24
134,bug134,58,afl-0-exid24
1678,bug1678,58,afl-0-exid24
388,bug388,59,afl-0-exid24
1915,bug1915,59,afl-0-exid24
3773,bug3773,61,fairfuzz-0-exid24
794,bug794,61,fairfuzz-0-exid24
4174,bug4174,66,afl-0-exid24
1223,bug1223,66,afl-0-exid24
458,bug458,66,afl-0-exid24
3448,bug3448,66,afl-0-exid24
661,bug661,75,fairfuzz-0-exid24
3644,bug3644,75,fairfuzz-0-exid24
76,bug76,77,aflplusplus-0-exid24
3090,bug3090,77,aflplusplus-0-exid24
708,bug708,92,fairfuzz-0-exid24
3689,bug3689,92,fairfuzz-0-exid24
2197,bug2197,105,aflfast-0-exid24
681,bug681,105,aflfast-0-exid24
3664,bug3664,105,aflfast-0-exid24
4102,bug4102,118,fairfuzz-0-exid24
1148,bug1148,118,fairfuzz-0-exid24
1297,bug1297,121,fairfuzz-0-exid24
931,bug931,123,afl-0-exid24
3901,bug3901,123,afl-0-exid24
1531,bug1531,130,aflplusplus-0-exid24
4465,bug4465,130,aflplusplus-0-exid24
3633,bug3633,149,fairfuzz-0-exid24
649,bug649,149,fairfuzz-0-exid24
809,bug809,149,fairfuzz-0-exid24
3787,bug3787,149,fairfuzz-0-exid24
3473,bug3473,157,fairfuzz-0-exid24
483,bug483,157,fairfuzz-0-exid24
771,bug771,177,fairfuzz-0-exid24
3750,bug3750,177,fairfuzz-0-exid24
1309,bug1309,184,fairfuzz-0-exid24
4253,bug4253,184,fairfuzz-0-exid24
1492,bug1492,187,aflplusplus-0-exid24
4428,bug4428,187,aflplusplus-0-exid24
666,bug666,192,fairfuzz-0-exid24
2182,bug2182,192,fairfuzz-0-exid24
3271,bug3271,200,afl-0-exid24
3582,bug3582,202,afl-0-exid24
596,bug596,202,afl-0-exid24
4160,bug4160,212,fairfuzz-0-exid24
1209,bug1209,212,fairfuzz-0-exid24
3246,bug3246,242,afl-0-exid24
246,bug246,242,afl-0-exid24
1388,bug1388,250,aflplusplus-0-exid24
4327,bug4327,250,aflplusplus-0-exid24
3502,bug3502,274,fairfuzz-0-exid24
513,bug513,274,fairfuzz-0-exid24
4348,bug4348,277,aflplusplus-0-exid24
1411,bug1411,277,aflplusplus-0-exid24
2720,bug2720,302,fairfuzz-0-exid24
4183,bug4183,302,fairfuzz-0-exid24
1233,bug1233,302,fairfuzz-0-exid24
1373,bug1373,302,aflplusplus-0-exid24
4314,bug4314,302,aflplusplus-0-exid24
4143,bug4143,303,aflplusplus-0-exid24
1190,bug1190,303,aflplusplus-0-exid24
162,bug162,321,afl-0-exid24
3170,bug3170,321,afl-0-exid24
227,bug227,322,aflplusplus-0-exid24
3230,bug3230,322,aflplusplus-0-exid24
101,bug101,331,fairfuzz-0-exid24
1646,bug1646,331,fairfuzz-0-exid24
4379,bug4379,348,aflfast-0-exid24
1443,bug1443,348,aflfast-0-exid24
1926,bug1926,359,aflplusplus-0-exid24
400,bug400,359,aflplusplus-0-exid24
3824,bug3824,379,afl-0-exid24
848,bug848,379,afl-0-exid24
3169,bug3169,380,aflplusplus-0-exid24
4300,bug4300,380,fairfuzz-0-exid24
1358,bug1358,380,fairfuzz-0-exid24
3915,bug3915,393,aflplusplus-0-exid24
947,bug947,393,aflplusplus-0-exid24
3677,bug3677,395,aflplusplus-0-exid24
695,bug695,395,aflplusplus-0-exid24
3925,bug3925,402,aflplusplus-0-exid24
957,bug957,402,aflplusplus-0-exid24
1944,bug1944,414,afl-0-exid24
419,bug419,414,afl-0-exid24
573,bug573,423,fairfuzz-0-exid24
3560,bug3560,423,fairfuzz-0-exid24
1305,bug1305,461,aflplusplus-0-exid24
4249,bug4249,461,aflplusplus-0-exid24
3198,bug3198,470,aflplusplus-0-exid24
192,bug192,470,aflplusplus-0-exid24
746,bug746,492,fairfuzz-0-exid24
3725,bug3725,492,fairfuzz-0-exid24
3387,bug3387,553,fairfuzz-0-exid24
395,bug395,553,fairfuzz-0-exid24
4410,bug4410,633,afl-0-exid24
1474,bug1474,633,afl-0-exid24
2946,bug2946,633,afl-0-exid24
242,bug242,702,aflfast-0-exid24
3243,bug3243,702,aflfast-0-exid24
3382,bug3382,702,aflfast-0-exid24
390,bug390,702,aflfast-0-exid24
4415,bug4415,713,aflfast-0-exid24
1479,bug1479,713,aflfast-0-exid24
3305,bug3305,714,aflfast-0-exid24
288,bug288,714,aflfast-0-exid24
3672,bug3672,715,aflfast-0-exid24
690,bug690,715,aflfast-0-exid24
4085,bug4085,797,afl-0-exid24
1130,bug1130,797,afl-0-exid24
1310,bug1310,798,fairfuzz-0-exid24
4254,bug4254,798,fairfuzz-0-exid24
1029,bug1029,825,fairfuzz-0-exid24
1294,bug1294,854,afl-0-exid24
4243,bug4243,982,afl-0-exid24
3630,bug3630,995,fairfuzz-0-exid24
646,bug646,995,fairfuzz-0-exid24
828,bug828,1158,fairfuzz-0-exid24
3804,bug3804,1158,fairfuzz-0-exid24
1619,bug1619,1250,fairfuzz-0-exid24
73,bug73,1250,fairfuzz-0-exid24
