,fuzzer,edges_count,time
0,fuzzer_global,70,0
1,fuzzer_global,73,1
2,fuzzer_global,76,2
3,fuzzer_global,81,3
4,fuzzer_global,83,4
5,fuzzer_global,88,5
6,fuzzer_global,89,6
7,fuzzer_global,90,7
8,fuzzer_global,91,8
9,fuzzer_global,92,9
10,fuzzer_global,102,10
11,fuzzer_global,102,11
12,fuzzer_global,102,12
13,fuzzer_global,102,13
14,fuzzer_global,105,14
15,fuzzer_global,105,15
16,fuzzer_global,105,16
17,fuzzer_global,105,17
18,fuzzer_global,105,18
19,fuzzer_global,106,19
20,fuzzer_global,110,20
21,fuzzer_global,111,21
22,fuzzer_global,111,22
23,fuzzer_global,112,23
24,fuzzer_global,112,24
25,fuzzer_global,112,25
26,fuzzer_global,112,26
27,fuzzer_global,112,27
28,fuzzer_global,112,28
29,fuzzer_global,112,29
30,fuzzer_global,114,30
31,fuzzer_global,114,31
32,fuzzer_global,114,32
33,fuzzer_global,114,33
34,fuzzer_global,115,34
35,fuzzer_global,115,35
36,fuzzer_global,115,36
37,fuzzer_global,115,37
38,fuzzer_global,115,38
39,fuzzer_global,115,39
40,fuzzer_global,115,40
41,fuzzer_global,115,41
42,fuzzer_global,115,42
43,fuzzer_global,115,43
44,fuzzer_global,115,44
45,fuzzer_global,115,45
46,fuzzer_global,115,46
47,fuzzer_global,115,47
48,fuzzer_global,115,48
49,fuzzer_global,115,49
50,fuzzer_global,115,50
51,fuzzer_global,115,51
52,fuzzer_global,116,52
53,fuzzer_global,116,53
54,fuzzer_global,116,54
55,fuzzer_global,116,55
56,fuzzer_global,117,56
57,fuzzer_global,117,57
58,fuzzer_global,117,58
59,fuzzer_global,117,59
60,fuzzer_global,117,60
61,fuzzer_global,118,61
62,fuzzer_global,118,62
63,fuzzer_global,118,63
64,fuzzer_global,118,64
65,fuzzer_global,118,65
66,fuzzer_global,118,66
67,fuzzer_global,119,67
68,fuzzer_global,121,68
69,fuzzer_global,121,69
70,fuzzer_global,122,70
71,fuzzer_global,122,71
72,fuzzer_global,122,72
73,fuzzer_global,122,73
74,fuzzer_global,122,74
75,fuzzer_global,122,75
76,fuzzer_global,122,76
77,fuzzer_global,122,77
78,fuzzer_global,122,78
79,fuzzer_global,122,79
80,fuzzer_global,122,80
81,fuzzer_global,122,81
82,fuzzer_global,122,82
83,fuzzer_global,122,83
84,fuzzer_global,122,84
85,fuzzer_global,122,85
86,fuzzer_global,123,86
87,fuzzer_global,123,87
88,fuzzer_global,123,88
89,fuzzer_global,123,89
90,fuzzer_global,123,90
91,fuzzer_global,123,91
92,fuzzer_global,124,92
93,fuzzer_global,124,93
94,fuzzer_global,124,94
95,fuzzer_global,124,95
96,fuzzer_global,126,96
97,fuzzer_global,135,97
98,fuzzer_global,136,98
99,fuzzer_global,136,99
100,fuzzer_global,139,100
101,fuzzer_global,139,101
102,fuzzer_global,139,102
103,fuzzer_global,139,103
104,fuzzer_global,139,104
105,fuzzer_global,139,105
106,fuzzer_global,139,106
107,fuzzer_global,139,107
108,fuzzer_global,139,108
109,fuzzer_global,139,109
110,fuzzer_global,139,110
111,fuzzer_global,139,111
112,fuzzer_global,139,112
113,fuzzer_global,139,113
114,fuzzer_global,139,114
115,fuzzer_global,139,115
116,fuzzer_global,139,116
117,fuzzer_global,139,117
118,fuzzer_global,140,118
119,fuzzer_global,140,119
120,fuzzer_global,140,120
121,fuzzer_global,140,121
