,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
944,819,839133042,mopt-0-exid4,mopt,279,5cbecd2888fa694d15f06367a8efd583a1adb779bac43835449aa6de35f2e237,crash,944,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan,fca,nm
401,6006,2622851979,symcc-0-exid4,symcc,1853,369490791c3e91350969a4f97e0ba196f9f703937d90ed08efb23c6e32caa3e5,crash,401,SEGV,31fdadb70cea93ae8e5fc42f7429577c,asan,fca,nm
2924,6006,2622851979,symcc-0-exid4,symcc,1853,369490791c3e91350969a4f97e0ba196f9f703937d90ed08efb23c6e32caa3e5,crash,2924,SEGV,3eb5851e990e6e543e3861801339bdd6,tsan,fca,nm
1715,6006,2622851979,symcc-0-exid4,symcc,1853,369490791c3e91350969a4f97e0ba196f9f703937d90ed08efb23c6e32caa3e5,crash,1715,SEGV,f0f342bb14e9e6e68dd08d6238202490,msan,fca,nm
2686,6729,2622851979,symcc-0-exid4,symcc,2170,e3cdf40a932be2e6d21e69514467139362106a18d80b357b218f7f0102d42aeb,crash,2686,SEGV,20342dca7c121d150537a553601f2cff,tsan,fca,nm
144,6729,2622851979,symcc-0-exid4,symcc,2170,e3cdf40a932be2e6d21e69514467139362106a18d80b357b218f7f0102d42aeb,crash,144,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fca,nm
1486,6729,2622851979,symcc-0-exid4,symcc,2170,e3cdf40a932be2e6d21e69514467139362106a18d80b357b218f7f0102d42aeb,crash,1486,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fca,nm
156,6746,2622851979,symcc-0-exid4,symcc,2184,0e9ca86864b31fe9332c8a4cd2e50b3cb8ac395918e83741dce853183ff9ed2e,crash,156,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fca,nm
1498,6746,2622851979,symcc-0-exid4,symcc,2184,0e9ca86864b31fe9332c8a4cd2e50b3cb8ac395918e83741dce853183ff9ed2e,crash,1498,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fca,nm
2698,6746,2622851979,symcc-0-exid4,symcc,2184,0e9ca86864b31fe9332c8a4cd2e50b3cb8ac395918e83741dce853183ff9ed2e,crash,2698,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fca,nm
246,8028,571354446,fairfuzz-0-exid4,fairfuzz,2763,7cecfed704df633096d3453b2ed88ee680a3e5f957f2646f332564a733e7f3b9,crash,246,SEGV,01b500657eb3eed1b45b5347a3832f6e,asan,fca,nm
1579,8028,571354446,fairfuzz-0-exid4,fairfuzz,2763,7cecfed704df633096d3453b2ed88ee680a3e5f957f2646f332564a733e7f3b9,crash,1579,SEGV,01b500657eb3eed1b45b5347a3832f6e,msan,fca,nm
2779,8028,571354446,fairfuzz-0-exid4,fairfuzz,2763,7cecfed704df633096d3453b2ed88ee680a3e5f957f2646f332564a733e7f3b9,crash,2779,SEGV,db49e5091659cea81ceb888e9e82108b,tsan,fca,nm
2212,8058,2622851979,symcc-0-exid4,symcc,2766,5f06e9c0c138c6a1ef4eea64ad433539a53c513f5e0bf7733e9da2cb2773aa2a,crash,2212,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan,fca,nm
3430,8058,2622851979,symcc-0-exid4,symcc,2766,5f06e9c0c138c6a1ef4eea64ad433539a53c513f5e0bf7733e9da2cb2773aa2a,crash,3430,SEGV,6128f51c6c406ea6fb7c22ab72995672,tsan,fca,nm
965,8058,2622851979,symcc-0-exid4,symcc,2766,5f06e9c0c138c6a1ef4eea64ad433539a53c513f5e0bf7733e9da2cb2773aa2a,crash,965,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan,fca,nm
218,8061,2622851979,symcc-0-exid4,symcc,2768,72d627c10e4e324d792b506d1b7f5ad6c80bdcd3a3c8e1a1855720996f8a6374,crash,218,SEGV,32792956b9c80ab5079b134198ca61b8,asan,fca,nm
1552,8061,2622851979,symcc-0-exid4,symcc,2768,72d627c10e4e324d792b506d1b7f5ad6c80bdcd3a3c8e1a1855720996f8a6374,crash,1552,SEGV,5130600714e96c95bd2bccd69d07f496,msan,fca,nm
2752,8061,2622851979,symcc-0-exid4,symcc,2768,72d627c10e4e324d792b506d1b7f5ad6c80bdcd3a3c8e1a1855720996f8a6374,crash,2752,SEGV,5130600714e96c95bd2bccd69d07f496,tsan,fca,nm
3024,9364,571354446,fairfuzz-0-exid4,fairfuzz,3430,433f85a9d3f4ba0c0ce7a58c69a45f2a2df2bbf85935ca659f94ca865c6522f5,crash,3024,SEGV,2d91054c9de94c5eca7ef99745635aa8,tsan,fca,nm
1812,9364,571354446,fairfuzz-0-exid4,fairfuzz,3430,433f85a9d3f4ba0c0ce7a58c69a45f2a2df2bbf85935ca659f94ca865c6522f5,crash,1812,SEGV,cd1441e8dfe39c370ba2732fdd1f4b4f,msan,fca,nm
513,9364,571354446,fairfuzz-0-exid4,fairfuzz,3430,433f85a9d3f4ba0c0ce7a58c69a45f2a2df2bbf85935ca659f94ca865c6522f5,crash,513,heap-buffer-overflow,82a52b099b0cb44ccb2ec4868c8c055f,asan,fca,nm
3036,9766,2622851979,symcc-0-exid4,symcc,3623,f8b0e48b754b0a56874032e5f47cce06cc38ddba4ac00e8493e7e1c753e42427,crash,3036,SEGV,55bd7a88acfb975c9dcf9b1a396a35f6,tsan,fca,nm
525,9766,2622851979,symcc-0-exid4,symcc,3623,f8b0e48b754b0a56874032e5f47cce06cc38ddba4ac00e8493e7e1c753e42427,crash,525,SEGV,b7ae6713300665eed1ff45db94352ea7,asan,fca,nm
1824,9766,2622851979,symcc-0-exid4,symcc,3623,f8b0e48b754b0a56874032e5f47cce06cc38ddba4ac00e8493e7e1c753e42427,crash,1824,SEGV,b7ae6713300665eed1ff45db94352ea7,msan,fca,nm
942,11124,571354446,fairfuzz-0-exid4,fairfuzz,4399,57cefb3301e47c01ad6edb2a370a0343b6b8430fc6076a85bf55e94c055362cd,crash,942,SEGV,8b389ba44aa3acfc7a830079d7223d26,asan,fca,nm
2193,11124,571354446,fairfuzz-0-exid4,fairfuzz,4399,57cefb3301e47c01ad6edb2a370a0343b6b8430fc6076a85bf55e94c055362cd,crash,2193,SEGV,8b389ba44aa3acfc7a830079d7223d26,msan,fca,nm
3409,11124,571354446,fairfuzz-0-exid4,fairfuzz,4399,57cefb3301e47c01ad6edb2a370a0343b6b8430fc6076a85bf55e94c055362cd,crash,3409,SEGV,9ca6690d16f1085e43e3fa570dddb4d6,tsan,fca,nm
2160,11264,571354446,fairfuzz-0-exid4,fairfuzz,4504,3afae59a9a0298a2c932305d9af4ff48f86d8f3f13f5861257a2fb7dc0d0a784,crash,2160,SEGV,2670e464370682164bd6532823c010f4,msan,fca,nm
