,crash_id,discovery_time,fuzzer
1895,bug1895,21,symcc-0-exid1
675,bug675,21,symcc-0-exid1
1033,bug1033,28,symcc-0-exid1
3447,bug3447,28,symcc-0-exid1
883,bug883,36,mopt-0-exid1
1601,bug1601,36,fairfuzz-0-exid1
358,bug358,36,fairfuzz-0-exid1
2788,bug2788,36,fairfuzz-0-exid1
3171,bug3171,38,fairfuzz-0-exid1
749,bug749,38,fairfuzz-0-exid1
596,bug596,42,fairfuzz-0-exid1
1821,bug1821,42,fairfuzz-0-exid1
580,bug580,42,fairfuzz-0-exid1
1805,bug1805,42,fairfuzz-0-exid1
1632,bug1632,42,fairfuzz-0-exid1
391,bug391,42,fairfuzz-0-exid1
1079,bug1079,44,fairfuzz-0-exid1
3492,bug3492,44,fairfuzz-0-exid1
2526,bug2526,46,symcc-0-exid1
90,bug90,46,symcc-0-exid1
2619,bug2619,53,fairfuzz-0-exid1
184,bug184,53,fairfuzz-0-exid1
1120,bug1120,55,symcc-0-exid1
2303,bug2303,55,symcc-0-exid1
874,bug874,55,symcc-0-exid1
2076,bug2076,55,symcc-0-exid1
683,bug683,59,fairfuzz-0-exid1
3106,bug3106,59,fairfuzz-0-exid1
1161,bug1161,67,fairfuzz-0-exid1
3572,bug3572,67,fairfuzz-0-exid1
2338,bug2338,67,fairfuzz-0-exid1
1406,bug1406,67,fairfuzz-0-exid1
145,bug145,67,fairfuzz-0-exid1
185,bug185,67,fairfuzz-0-exid1
1443,bug1443,67,fairfuzz-0-exid1
2523,bug2523,67,fairfuzz-0-exid1
87,bug87,67,fairfuzz-0-exid1
997,bug997,68,fairfuzz-0-exid1
3412,bug3412,68,fairfuzz-0-exid1
2737,bug2737,69,symcc-0-exid1
305,bug305,69,symcc-0-exid1
1558,bug1558,69,symcc-0-exid1
771,bug771,70,fairfuzz-0-exid1
1986,bug1986,70,fairfuzz-0-exid1
2533,bug2533,81,mopt-0-exid1
97,bug97,81,mopt-0-exid1
2970,bug2970,84,symcc-0-exid1
542,bug542,84,symcc-0-exid1
80,bug80,87,fairfuzz-0-exid1
2518,bug2518,87,fairfuzz-0-exid1
2878,bug2878,89,symcc-0-exid1
448,bug448,89,symcc-0-exid1
2627,bug2627,89,symcc-0-exid1
192,bug192,89,symcc-0-exid1
625,bug625,93,symcc-0-exid1
3049,bug3049,93,symcc-0-exid1
2371,bug2371,97,symcc-0-exid1
1194,bug1194,97,symcc-0-exid1
433,bug433,99,symcc-0-exid1
2863,bug2863,99,symcc-0-exid1
851,bug851,103,symcc-0-exid1
3268,bug3268,103,symcc-0-exid1
3762,bug3762,103,symcc-0-exid1
2055,bug2055,103,symcc-0-exid1
115,bug115,111,fairfuzz-0-exid1
287,bug287,111,symcc-0-exid1
1540,bug1540,111,symcc-0-exid1
654,bug654,115,mopt-0-exid1
818,bug818,115,mopt-0-exid1
2850,bug2850,126,symcc-0-exid1
420,bug420,126,symcc-0-exid1
800,bug800,128,fairfuzz-0-exid1
3218,bug3218,128,fairfuzz-0-exid1
1069,bug1069,137,fairfuzz-0-exid1
3482,bug3482,137,fairfuzz-0-exid1
1025,bug1025,146,mopt-0-exid1
3439,bug3439,146,mopt-0-exid1
3643,bug3643,155,fairfuzz-0-exid1
1235,bug1235,155,fairfuzz-0-exid1
