,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
3422,1913,3718073700,fairfuzz-0-exid23,fairfuzz,464,909f919e15b3ac908ca293f0c6bd39e61c6c4dced9c057aaf277fc8763bfb2a4,crash,3422,SEGV,0f44695389213eaaa9d22f82e4a1bbdc,tsan
877,1913,3718073700,fairfuzz-0-exid23,fairfuzz,464,909f919e15b3ac908ca293f0c6bd39e61c6c4dced9c057aaf277fc8763bfb2a4,crash,877,SEGV,189d3af2d351e4a957a2cdee6427f4fd,asan
2934,2298,2476131129,afl-0-exid23,afl,528,77582d1644673f5bf383c48039840f17ba3a9501e95ae5bd48672ac22324af3b,crash,2934,SEGV,0f44695389213eaaa9d22f82e4a1bbdc,tsan
364,2298,2476131129,afl-0-exid23,afl,528,77582d1644673f5bf383c48039840f17ba3a9501e95ae5bd48672ac22324af3b,crash,364,SEGV,189d3af2d351e4a957a2cdee6427f4fd,asan
3146,3194,3718073700,fairfuzz-0-exid23,fairfuzz,728,a1db69b39f4ce69b1f34eac752ffb5606994393cf90996cb177f9dfc20d40057,crash,3146,SEGV,20342dca7c121d150537a553601f2cff,tsan
587,3194,3718073700,fairfuzz-0-exid23,fairfuzz,728,a1db69b39f4ce69b1f34eac752ffb5606994393cf90996cb177f9dfc20d40057,crash,587,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
1817,3478,559683222,aflfast-0-exid23,aflfast,788,61079397f1212cb9ebe080711f418f298850ca51264934ee50b5c5db5e4bf3ad,crash,1817,SEGV,404bda1b199064724efef5872299313a,msan
522,3478,559683222,aflfast-0-exid23,aflfast,788,61079397f1212cb9ebe080711f418f298850ca51264934ee50b5c5db5e4bf3ad,crash,522,negative-size-param,822aa6c6e293b6234ac2dd3610e0eaf3,asan
819,3690,3718073700,fairfuzz-0-exid23,fairfuzz,845,eb04303133cce7637e74d3a302134d63bae16e8d074a8e9418285ed7478c8c39,crash,819,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
3367,3690,3718073700,fairfuzz-0-exid23,fairfuzz,845,eb04303133cce7637e74d3a302134d63bae16e8d074a8e9418285ed7478c8c39,crash,3367,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
2657,3703,3718073700,fairfuzz-0-exid23,fairfuzz,846,2d00314363ae5ec7089bebc95627af63a7095927abd2bb273b3ab6736d981f0a,crash,2657,SEGV,29c9bea4133ee9c945c5692f13ce2abb,tsan
80,3703,3718073700,fairfuzz-0-exid23,fairfuzz,846,2d00314363ae5ec7089bebc95627af63a7095927abd2bb273b3ab6736d981f0a,crash,80,SEGV,fd034a6edf6c2fa2bf0cf8afe6ed5cf5,asan
3265,3709,3718073700,fairfuzz-0-exid23,fairfuzz,847,29bc811259b835391306ac74d4ae3282666007e407ede8075036698583d21eca,crash,3265,SEGV,355864b311673634226216ec29214457,tsan
716,3709,3718073700,fairfuzz-0-exid23,fairfuzz,847,29bc811259b835391306ac74d4ae3282666007e407ede8075036698583d21eca,crash,716,SEGV,e7e1ccf245a89c564af22a5f0cbd2336,asan
3414,3863,2476131129,afl-0-exid23,afl,886,ad6d6a3f10eea8d7ddf5e42c239d1d0e7658a384d948d09c0f951ee20011344b,crash,3414,SEGV,20342dca7c121d150537a553601f2cff,tsan
868,3863,2476131129,afl-0-exid23,afl,886,ad6d6a3f10eea8d7ddf5e42c239d1d0e7658a384d948d09c0f951ee20011344b,crash,868,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
796,3892,2476131129,afl-0-exid23,afl,905,662b047c0445640a3a5c682019b689ba9214ee1a5fc3e8d0b9422d1984635921,crash,796,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
3345,3892,2476131129,afl-0-exid23,afl,905,662b047c0445640a3a5c682019b689ba9214ee1a5fc3e8d0b9422d1984635921,crash,3345,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
749,4166,3718073700,fairfuzz-0-exid23,fairfuzz,1016,ea1e11c3bb6215cb2440d27d26b53f1a009c03351d1aa103e201579a64f8aa3f,crash,749,SEGV,76963e8d3021a3a3740288656624dc7e,asan
2036,4166,3718073700,fairfuzz-0-exid23,fairfuzz,1016,ea1e11c3bb6215cb2440d27d26b53f1a009c03351d1aa103e201579a64f8aa3f,crash,2036,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan
2298,4538,2476131129,afl-0-exid23,afl,1131,5c715e11e4f25791fd62c660c7b5d10aad83141ca4070a348c87f3ed6aeece20,crash,2298,SEGV,404bda1b199064724efef5872299313a,msan
1025,4538,2476131129,afl-0-exid23,afl,1131,5c715e11e4f25791fd62c660c7b5d10aad83141ca4070a348c87f3ed6aeece20,crash,1025,negative-size-param,822aa6c6e293b6234ac2dd3610e0eaf3,asan
1359,4724,3718073700,fairfuzz-0-exid23,fairfuzz,1193,fbf0123b671ee755bd5c0e45ce037bcb803d56343ebc2a734c9edc78a0981297,crash,1359,SEGV,404bda1b199064724efef5872299313a,msan
44,4724,3718073700,fairfuzz-0-exid23,fairfuzz,1193,fbf0123b671ee755bd5c0e45ce037bcb803d56343ebc2a734c9edc78a0981297,crash,44,negative-size-param,822aa6c6e293b6234ac2dd3610e0eaf3,asan
530,4876,559683222,aflfast-0-exid23,aflfast,1255,e67111e5ea5b718b68173ce005d0d3d4360a8c092b61e2027ec617a07804d6d8,crash,530,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
3092,4876,559683222,aflfast-0-exid23,aflfast,1255,e67111e5ea5b718b68173ce005d0d3d4360a8c092b61e2027ec617a07804d6d8,crash,3092,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
2636,5062,559683222,aflfast-0-exid23,aflfast,1321,98edb59de6554f2cbdac9208002c53c0d69d7d38c309c2f969b41497cac88e0b,crash,2636,SEGV,553da1631e4644a8233d72607b76b023,tsan
58,5062,559683222,aflfast-0-exid23,aflfast,1321,98edb59de6554f2cbdac9208002c53c0d69d7d38c309c2f969b41497cac88e0b,crash,58,SEGV,c23d49d464482eb996d08f509d802321,asan
126,5330,2476131129,afl-0-exid23,afl,1397,83a0f09f628b31cf9c00163f37596013541e11dc1e313d106f15da7cd24debad,crash,126,SEGV,ac97f97bc7c486825473741fc4d88548,asan
2702,5330,2476131129,afl-0-exid23,afl,1397,83a0f09f628b31cf9c00163f37596013541e11dc1e313d106f15da7cd24debad,crash,2702,SEGV,cd65f36d3a2669d55a4f7c4695ddb7cf,tsan
1439,5330,2476131129,afl-0-exid23,afl,1397,83a0f09f628b31cf9c00163f37596013541e11dc1e313d106f15da7cd24debad,crash,1439,SEGV,f0f342bb14e9e6e68dd08d6238202490,msan
17,5423,2476131129,afl-0-exid23,afl,1434,c069a62b0d024e6dcb9331cc83963eead6ea38312f9312ca7b5cdd507f04e0f7,crash,17,SEGV,31fdadb70cea93ae8e5fc42f7429577c,asan
2597,5423,2476131129,afl-0-exid23,afl,1434,c069a62b0d024e6dcb9331cc83963eead6ea38312f9312ca7b5cdd507f04e0f7,crash,2597,SEGV,3eb5851e990e6e543e3861801339bdd6,tsan
275,5684,2476131129,afl-0-exid23,afl,1556,ac6a94fb96e53798b0550e4d51524b9e569823b0266f5229e4817ccbb08581c1,crash,275,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan
2848,5684,2476131129,afl-0-exid23,afl,1556,ac6a94fb96e53798b0550e4d51524b9e569823b0266f5229e4817ccbb08581c1,crash,2848,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan
1774,5938,3718073700,fairfuzz-0-exid23,fairfuzz,1700,569061a9a2b6734ea87d0be52e172c5779441226069495fb7b13931ee835b1d8,crash,1774,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
