,crash_id,discovery_time,fuzzer
3872,bug3872,14,afl-0-exid24
835,bug835,14,afl-0-exid24
707,bug707,18,fairfuzz-0-exid24
3758,bug3758,18,fairfuzz-0-exid24
3587,bug3587,21,afl-0-exid24
505,bug505,21,afl-0-exid24
4349,bug4349,25,afl-0-exid24
1394,bug1394,25,afl-0-exid24
987,bug987,32,fairfuzz-0-exid24
4008,bug4008,32,fairfuzz-0-exid24
3748,bug3748,37,fairfuzz-0-exid24
694,bug694,37,fairfuzz-0-exid24
387,bug387,37,aflfast-0-exid24
3480,bug3480,37,aflfast-0-exid24
3936,bug3936,37,aflfast-0-exid24
904,bug904,37,aflfast-0-exid24
1157,bug1157,37,aflfast-0-exid24
4153,bug4153,37,aflfast-0-exid24
4591,bug4591,38,aflfast-0-exid24
1684,bug1684,38,aflfast-0-exid24
565,bug565,38,aflfast-0-exid24
3639,bug3639,38,aflfast-0-exid24
3802,bug3802,38,aflfast-0-exid24
760,bug760,38,aflfast-0-exid24
1724,bug1724,39,afl-0-exid24
4620,bug4620,39,afl-0-exid24
2048,bug2048,44,afl-0-exid24
376,bug376,44,afl-0-exid24
3503,bug3503,46,aflfast-0-exid24
412,bug412,46,aflfast-0-exid24
145,bug145,47,fairfuzz-0-exid24
3271,bug3271,47,fairfuzz-0-exid24
430,bug430,47,fairfuzz-0-exid24
2093,bug2093,47,fairfuzz-0-exid24
1138,bug1138,47,fairfuzz-0-exid24
2671,bug2671,47,fairfuzz-0-exid24
1734,bug1734,47,fairfuzz-0-exid24
3139,bug3139,47,fairfuzz-0-exid24
933,bug933,47,afl-0-exid24
2508,bug2508,47,afl-0-exid24
2529,bug2529,49,aflfast-0-exid24
961,bug961,49,aflfast-0-exid24
1575,bug1575,51,afl-0-exid24
4495,bug4495,51,afl-0-exid24
1940,bug1940,55,afl-0-exid24
238,bug238,55,afl-0-exid24
3355,bug3355,55,afl-0-exid24
755,bug755,55,fairfuzz-0-exid24
3798,bug3798,55,fairfuzz-0-exid24
4251,bug4251,57,fairfuzz-0-exid24
1273,bug1273,57,fairfuzz-0-exid24
201,bug201,58,afl-0-exid24
1909,bug1909,58,afl-0-exid24
2665,bug2665,62,afl-0-exid24
1132,bug1132,62,afl-0-exid24
3569,bug3569,67,fairfuzz-0-exid24
486,bug486,67,fairfuzz-0-exid24
4273,bug4273,77,aflplusplus-0-exid24
1302,bug1302,77,aflplusplus-0-exid24
2807,bug2807,77,aflplusplus-0-exid24
3954,bug3954,80,fairfuzz-0-exid24
2500,bug2500,80,fairfuzz-0-exid24
923,bug923,80,fairfuzz-0-exid24
1828,bug1828,83,fairfuzz-0-exid24
108,bug108,83,fairfuzz-0-exid24
4215,bug4215,85,afl-0-exid24
1227,bug1227,85,afl-0-exid24
856,bug856,87,afl-0-exid24
2438,bug2438,87,afl-0-exid24
1699,bug1699,87,afl-0-exid24
3118,bug3118,87,afl-0-exid24
3679,bug3679,93,fairfuzz-0-exid24
617,bug617,93,fairfuzz-0-exid24
1448,bug1448,93,aflfast-0-exid24
4391,bug4391,93,aflfast-0-exid24
711,bug711,93,aflfast-0-exid24
2315,bug2315,93,aflfast-0-exid24
3761,bug3761,93,aflfast-0-exid24
559,bug559,94,afl-0-exid24
2553,bug2553,96,fairfuzz-0-exid24
993,bug993,96,fairfuzz-0-exid24
3425,bug3425,98,afl-0-exid24
324,bug324,98,afl-0-exid24
3438,bug3438,99,afl-0-exid24
1659,bug1659,99,afl-0-exid24
3340,bug3340,99,afl-0-exid24
221,bug221,99,afl-0-exid24
759,bug759,108,aflfast-0-exid24
3295,bug3295,108,afl-0-exid24
171,bug171,108,afl-0-exid24
788,bug788,108,fairfuzz-0-exid24
3829,bug3829,108,fairfuzz-0-exid24
3444,bug3444,116,aflfast-0-exid24
344,bug344,116,aflfast-0-exid24
1332,bug1332,120,afl-0-exid24
4297,bug4297,120,afl-0-exid24
4634,bug4634,121,fairfuzz-0-exid24
3144,bug3144,121,fairfuzz-0-exid24
1740,bug1740,121,fairfuzz-0-exid24
676,bug676,138,aflfast-0-exid24
1056,bug1056,176,fairfuzz-0-exid24
4067,bug4067,176,fairfuzz-0-exid24
3961,bug3961,207,fairfuzz-0-exid24
930,bug930,207,fairfuzz-0-exid24
4199,bug4199,291,fairfuzz-0-exid24
1207,bug1207,291,fairfuzz-0-exid24
36,bug36,301,afl-0-exid24
3175,bug3175,301,afl-0-exid24
1770,bug1770,301,afl-0-exid24
794,bug794,314,fairfuzz-0-exid24
3835,bug3835,314,fairfuzz-0-exid24
1388,bug1388,320,aflplusplus-0-exid24
4343,bug4343,320,aflplusplus-0-exid24
4118,bug4118,389,aflplusplus-0-exid24
1120,bug1120,389,aflplusplus-0-exid24
3600,bug3600,402,afl-0-exid24
1179,bug1179,402,aflplusplus-0-exid24
2707,bug2707,402,aflplusplus-0-exid24
1215,bug1215,444,fairfuzz-0-exid24
4206,bug4206,444,fairfuzz-0-exid24
1781,bug1781,489,aflplusplus-0-exid24
49,bug49,489,aflplusplus-0-exid24
4302,bug4302,550,fairfuzz-0-exid24
1337,bug1337,550,fairfuzz-0-exid24
1481,bug1481,592,fairfuzz-0-exid24
4424,bug4424,592,fairfuzz-0-exid24
327,bug327,652,afl-0-exid24
2007,bug2007,652,afl-0-exid24
3428,bug3428,652,afl-0-exid24
3622,bug3622,723,aflplusplus-0-exid24
542,bug542,723,aflplusplus-0-exid24
3419,bug3419,723,afl-0-exid24
1999,bug1999,723,afl-0-exid24
317,bug317,723,afl-0-exid24
3398,bug3398,758,aflplusplus-0-exid24
293,bug293,758,aflplusplus-0-exid24
432,bug432,864,aflplusplus-0-exid24
3521,bug3521,864,aflplusplus-0-exid24
4250,bug4250,922,fairfuzz-0-exid24
1272,bug1272,922,fairfuzz-0-exid24
3794,bug3794,1105,afl-0-exid24
82,bug82,1259,afl-0-exid24
3214,bug3214,1259,afl-0-exid24
