,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
132,2537,943103413,mopt-0-exid3,mopt,651,6a10cdc9e212a497d3ba4cd642f9c36ee7079fc5abfcfaa11cdb51d7f40b6599,crash,132,heap-buffer-overflow,5d2f29e901a6016e7d55804ebb557c1a,asan,fca,nm
2916,3949,857629463,symcc-0-exid3,symcc,997,a07bfe857cb07fc72008f4316100f6db63f669e8bed0b470e2d32a2e2061ea4b,crash,2916,SEGV,0646f8dc98605131cbd13c096e45cad3,msan,fca,nm
4235,3949,857629463,symcc-0-exid3,symcc,997,a07bfe857cb07fc72008f4316100f6db63f669e8bed0b470e2d32a2e2061ea4b,crash,4235,SEGV,0646f8dc98605131cbd13c096e45cad3,tsan,fca,nm
1722,3949,857629463,symcc-0-exid3,symcc,997,a07bfe857cb07fc72008f4316100f6db63f669e8bed0b470e2d32a2e2061ea4b,crash,1722,SEGV,e962321310000bd8f0df569f7feedb44,asan,fca,nm
1846,3968,857629463,symcc-0-exid3,symcc,1008,5fe4db269419b2bbb581b892ad1b2dbdc7842e0f477b65ac4371e7c7a8f9a2b8,crash,1846,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan,fca,nm
3041,3968,857629463,symcc-0-exid3,symcc,1008,5fe4db269419b2bbb581b892ad1b2dbdc7842e0f477b65ac4371e7c7a8f9a2b8,crash,3041,SEGV,6128f51c6c406ea6fb7c22ab72995672,tsan,fca,nm
133,3968,857629463,symcc-0-exid3,symcc,1008,5fe4db269419b2bbb581b892ad1b2dbdc7842e0f477b65ac4371e7c7a8f9a2b8,crash,133,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan,fca,nm
809,3976,857629463,symcc-0-exid3,symcc,1011,3a251fbc00928a1c6427410fd033caab5b1d99c9832be6726dc13afe52c52121,crash,809,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fca,nm
2313,3976,857629463,symcc-0-exid3,symcc,1011,3a251fbc00928a1c6427410fd033caab5b1d99c9832be6726dc13afe52c52121,crash,2313,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fca,nm
3554,3976,857629463,symcc-0-exid3,symcc,1011,3a251fbc00928a1c6427410fd033caab5b1d99c9832be6726dc13afe52c52121,crash,3554,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fca,nm
791,3977,857629463,symcc-0-exid3,symcc,1011,02bb78b9fdaef60aff018c669ba57f92141702a509c83a6d4121c6144a2281e4,crash,791,SEGV,32792956b9c80ab5079b134198ca61b8,asan,fca,nm
2302,3977,857629463,symcc-0-exid3,symcc,1011,02bb78b9fdaef60aff018c669ba57f92141702a509c83a6d4121c6144a2281e4,crash,2302,SEGV,5130600714e96c95bd2bccd69d07f496,msan,fca,nm
3541,3977,857629463,symcc-0-exid3,symcc,1011,02bb78b9fdaef60aff018c669ba57f92141702a509c83a6d4121c6144a2281e4,crash,3541,SEGV,5130600714e96c95bd2bccd69d07f496,tsan,fca,nm
1090,3979,857629463,symcc-0-exid3,symcc,1013,8ad7fc87fbe98b30a44bfcc92e8828e584691f891e6ba64692a6869a4c88ff65,crash,1090,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan,fca,nm
2501,3979,857629463,symcc-0-exid3,symcc,1013,8ad7fc87fbe98b30a44bfcc92e8828e584691f891e6ba64692a6869a4c88ff65,crash,2501,SEGV,884ec7d3390930225f967542efadb816,msan,fca,nm
