,crash_id,discovery_time,fuzzer
447,bug447,22,aflfast-0-exid20
3281,bug3281,22,aflfast-0-exid20
4166,bug4166,24,aflfast-0-exid20
1332,bug1332,24,aflfast-0-exid20
3244,bug3244,25,aflfast-0-exid20
409,bug409,25,aflfast-0-exid20
357,bug357,31,fairfuzz-0-exid20
3192,bug3192,31,fairfuzz-0-exid20
986,bug986,37,afl-0-exid20
2385,bug2385,37,afl-0-exid20
1935,bug1935,37,afl-0-exid20
500,bug500,37,afl-0-exid20
3407,bug3407,38,afl-0-exid20
573,bug573,38,afl-0-exid20
2004,bug2004,38,afl-0-exid20
457,bug457,40,fairfuzz-0-exid20
3291,bug3291,40,fairfuzz-0-exid20
1118,bug1118,42,afl-0-exid20
2508,bug2508,42,afl-0-exid20
3193,bug3193,45,fairfuzz-0-exid20
358,bug358,45,fairfuzz-0-exid20
1050,bug1050,45,fairfuzz-0-exid20
3884,bug3884,45,fairfuzz-0-exid20
984,bug984,51,afl-0-exid20
3818,bug3818,51,afl-0-exid20
3629,bug3629,51,afl-0-exid20
795,bug795,51,afl-0-exid20
1682,bug1682,51,afl-0-exid20
230,bug230,51,afl-0-exid20
1289,bug1289,52,afl-0-exid20
4123,bug4123,52,afl-0-exid20
677,bug677,53,afl-0-exid20
2098,bug2098,53,afl-0-exid20
3511,bug3511,53,afl-0-exid20
40,bug40,53,fairfuzz-0-exid20
2876,bug2876,53,fairfuzz-0-exid20
3632,bug3632,53,fairfuzz-0-exid20
798,bug798,53,fairfuzz-0-exid20
1385,bug1385,59,fairfuzz-0-exid20
4219,bug4219,59,fairfuzz-0-exid20
3662,bug3662,59,afl-0-exid20
828,bug828,59,afl-0-exid20
4237,bug4237,60,afl-0-exid20
1403,bug1403,60,afl-0-exid20
1312,bug1312,62,fairfuzz-0-exid20
4146,bug4146,62,fairfuzz-0-exid20
233,bug233,63,fairfuzz-0-exid20
3068,bug3068,63,fairfuzz-0-exid20
875,bug875,75,fairfuzz-0-exid20
2277,bug2277,75,fairfuzz-0-exid20
624,bug624,75,fairfuzz-0-exid20
2051,bug2051,75,fairfuzz-0-exid20
86,bug86,77,afl-0-exid20
1548,bug1548,77,afl-0-exid20
2540,bug2540,79,fairfuzz-0-exid20
1153,bug1153,79,fairfuzz-0-exid20
1009,bug1009,84,fairfuzz-0-exid20
2406,bug2406,84,fairfuzz-0-exid20
1017,bug1017,87,fairfuzz-0-exid20
3851,bug3851,87,fairfuzz-0-exid20
3524,bug3524,87,fairfuzz-0-exid20
690,bug690,87,fairfuzz-0-exid20
2110,bug2110,87,fairfuzz-0-exid20
1782,bug1782,87,fairfuzz-0-exid20
336,bug336,87,fairfuzz-0-exid20
3699,bug3699,87,fairfuzz-0-exid20
865,bug865,87,fairfuzz-0-exid20
2267,bug2267,87,fairfuzz-0-exid20
1950,bug1950,89,fairfuzz-0-exid20
516,bug516,89,fairfuzz-0-exid20
1448,bug1448,91,fairfuzz-0-exid20
4282,bug4282,91,fairfuzz-0-exid20
3737,bug3737,94,aflfast-0-exid20
1346,bug1346,94,fairfuzz-0-exid20
2724,bug2724,94,fairfuzz-0-exid20
3973,bug3973,95,fairfuzz-0-exid20
1139,bug1139,95,fairfuzz-0-exid20
851,bug851,98,fairfuzz-0-exid20
2253,bug2253,98,fairfuzz-0-exid20
706,bug706,99,fairfuzz-0-exid20
3540,bug3540,99,fairfuzz-0-exid20
1145,bug1145,100,afl-0-exid20
3979,bug3979,100,afl-0-exid20
1411,bug1411,101,afl-0-exid20
2786,bug2786,101,afl-0-exid20
258,bug258,103,aflfast-0-exid20
1707,bug1707,103,aflfast-0-exid20
2129,bug2129,103,fairfuzz-0-exid20
710,bug710,103,fairfuzz-0-exid20
4179,bug4179,104,fairfuzz-0-exid20
1345,bug1345,104,fairfuzz-0-exid20
3760,bug3760,106,fairfuzz-0-exid20
926,bug926,106,fairfuzz-0-exid20
2901,bug2901,121,fairfuzz-0-exid20
65,bug65,121,fairfuzz-0-exid20
102,bug102,124,aflfast-0-exid20
2938,bug2938,124,aflfast-0-exid20
96,bug96,138,fairfuzz-0-exid20
2932,bug2932,138,fairfuzz-0-exid20
2848,bug2848,143,fairfuzz-0-exid20
12,bug12,143,fairfuzz-0-exid20
3602,bug3602,160,aflfast-0-exid20
768,bug768,160,aflfast-0-exid20
3048,bug3048,205,fairfuzz-0-exid20
212,bug212,205,fairfuzz-0-exid20
3336,bug3336,207,fairfuzz-0-exid20
502,bug502,207,fairfuzz-0-exid20
2663,bug2663,229,fairfuzz-0-exid20
1283,bug1283,229,fairfuzz-0-exid20
4117,bug4117,229,fairfuzz-0-exid20
694,bug694,237,fairfuzz-0-exid20
3528,bug3528,237,fairfuzz-0-exid20
1360,bug1360,253,fairfuzz-0-exid20
4194,bug4194,253,fairfuzz-0-exid20
139,bug139,263,fairfuzz-0-exid20
2975,bug2975,263,fairfuzz-0-exid20
3431,bug3431,263,fairfuzz-0-exid20
597,bug597,263,fairfuzz-0-exid20
56,bug56,266,fairfuzz-0-exid20
2892,bug2892,266,fairfuzz-0-exid20
3881,bug3881,269,fairfuzz-0-exid20
1047,bug1047,269,fairfuzz-0-exid20
3659,bug3659,271,aflfast-0-exid20
825,bug825,271,aflfast-0-exid20
2475,bug2475,284,fairfuzz-0-exid20
3917,bug3917,284,fairfuzz-0-exid20
1083,bug1083,284,fairfuzz-0-exid20
674,bug674,294,fairfuzz-0-exid20
998,bug998,330,aflfast-0-exid20
3832,bug3832,330,aflfast-0-exid20
1455,bug1455,362,afl-0-exid20
4289,bug4289,362,afl-0-exid20
660,bug660,390,afl-0-exid20
16,bug16,398,fairfuzz-0-exid20
2852,bug2852,398,fairfuzz-0-exid20
3347,bug3347,401,aflfast-0-exid20
513,bug513,401,aflfast-0-exid20
4290,bug4290,424,afl-0-exid20
2827,bug2827,424,afl-0-exid20
1456,bug1456,424,afl-0-exid20
3433,bug3433,424,afl-0-exid20
599,bug599,424,afl-0-exid20
2027,bug2027,424,afl-0-exid20
4303,bug4303,450,afl-0-exid20
116,bug116,450,afl-0-exid20
2952,bug2952,450,afl-0-exid20
1578,bug1578,450,afl-0-exid20
1445,bug1445,467,aflfast-0-exid20
4279,bug4279,467,aflfast-0-exid20
3968,bug3968,477,fairfuzz-0-exid20
1134,bug1134,477,fairfuzz-0-exid20
3061,bug3061,495,fairfuzz-0-exid20
226,bug226,495,fairfuzz-0-exid20
99,bug99,508,fairfuzz-0-exid20
1854,bug1854,536,fairfuzz-0-exid20
3248,bug3248,536,fairfuzz-0-exid20
1371,bug1371,613,aflplusplus-0-exid20
4205,bug4205,613,aflplusplus-0-exid20
1441,bug1441,661,aflplusplus-0-exid20
4275,bug4275,661,aflplusplus-0-exid20
637,bug637,693,fairfuzz-0-exid20
3471,bug3471,693,fairfuzz-0-exid20
3439,bug3439,708,fairfuzz-0-exid20
605,bug605,708,fairfuzz-0-exid20
3633,bug3633,723,afl-0-exid20
799,bug799,723,afl-0-exid20
846,bug846,814,aflfast-0-exid20
3680,bug3680,814,aflfast-0-exid20
3412,bug3412,816,aflfast-0-exid20
578,bug578,816,aflfast-0-exid20
3460,bug3460,844,fairfuzz-0-exid20
626,bug626,844,fairfuzz-0-exid20
1600,bug1600,987,afl-0-exid20
141,bug141,987,afl-0-exid20
3154,bug3154,1027,aflfast-0-exid20
319,bug319,1027,aflfast-0-exid20
4051,bug4051,1114,fairfuzz-0-exid20
687,bug687,1175,fairfuzz-0-exid20
3521,bug3521,1175,fairfuzz-0-exid20
3230,bug3230,1270,aflfast-0-exid20
395,bug395,1270,aflfast-0-exid20
2536,bug2536,1328,fairfuzz-0-exid20
1149,bug1149,1328,fairfuzz-0-exid20
3596,bug3596,1360,fairfuzz-0-exid20
762,bug762,1360,fairfuzz-0-exid20
