,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
1895,4407,881364304,symcc-0-exid1,symcc,1260,4949afea5d4f921ebedb0a005a39aee714e7f1f52f1d09ba7329f0687d5767d7,crash,1895,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
675,4407,881364304,symcc-0-exid1,symcc,1260,4949afea5d4f921ebedb0a005a39aee714e7f1f52f1d09ba7329f0687d5767d7,crash,675,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
1033,5460,881364304,symcc-0-exid1,symcc,1685,6055b44860c6ab0da10b1a859fe8f9dfe79d3f21bb3286af47a11c3ec5925629,crash,1033,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
3447,5460,881364304,symcc-0-exid1,symcc,1685,6055b44860c6ab0da10b1a859fe8f9dfe79d3f21bb3286af47a11c3ec5925629,crash,3447,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
1106,6476,1526865434,fairfuzz-0-exid1,fairfuzz,1976,1af6d090327ddaebc30e75ec9b486915453027d4a947af83b82a767d652cda8d,crash,1106,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
3519,6476,1526865434,fairfuzz-0-exid1,fairfuzz,1976,1af6d090327ddaebc30e75ec9b486915453027d4a947af83b82a767d652cda8d,crash,3519,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
883,7150,2118731778,mopt-0-exid1,mopt,2182,4faf1f3fd914f1a176d67f0e21109ef84e89f74459f3368dd113554f1347630a,crash,883,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan
1601,7163,1526865434,fairfuzz-0-exid1,fairfuzz,2189,9c5f62b48988219065b4bdd40d5475b9c1acaaa8a6462a5b7f2d8df37f621593,crash,1601,SEGV,19917527ce90725490278b5d692b3180,msan
358,7163,1526865434,fairfuzz-0-exid1,fairfuzz,2189,9c5f62b48988219065b4bdd40d5475b9c1acaaa8a6462a5b7f2d8df37f621593,crash,358,SEGV,c94bb713f0f0a7fb4aede620b334f639,asan
2788,7163,1526865434,fairfuzz-0-exid1,fairfuzz,2189,9c5f62b48988219065b4bdd40d5475b9c1acaaa8a6462a5b7f2d8df37f621593,crash,2788,SEGV,eccab81831e185f3e79d857c78357b1b,tsan
3171,7475,1526865434,fairfuzz-0-exid1,fairfuzz,2326,cfd1ab898e173cdf0adb361dba9691cfcea1b4318d63c0a5b1f7dac42e78060c,crash,3171,SEGV,20342dca7c121d150537a553601f2cff,tsan
749,7475,1526865434,fairfuzz-0-exid1,fairfuzz,2326,cfd1ab898e173cdf0adb361dba9691cfcea1b4318d63c0a5b1f7dac42e78060c,crash,749,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
1967,8208,1526865434,fairfuzz-0-exid1,fairfuzz,2570,5206804c8c15e3a7eee31df15ab1e3dd010bd21bec6fefc8c970bf47f6f535ae,crash,1967,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
751,8208,1526865434,fairfuzz-0-exid1,fairfuzz,2570,5206804c8c15e3a7eee31df15ab1e3dd010bd21bec6fefc8c970bf47f6f535ae,crash,751,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
596,8212,1526865434,fairfuzz-0-exid1,fairfuzz,2571,81d2df2bae5fc92fbc9932e3d39ebd02ad768cd0c0726518af6b15fad0837063,crash,596,SEGV,32792956b9c80ab5079b134198ca61b8,asan
1821,8212,1526865434,fairfuzz-0-exid1,fairfuzz,2571,81d2df2bae5fc92fbc9932e3d39ebd02ad768cd0c0726518af6b15fad0837063,crash,1821,SEGV,5130600714e96c95bd2bccd69d07f496,msan
580,8215,1526865434,fairfuzz-0-exid1,fairfuzz,2571,788085e43509cf53be2910d195941e96feb34aaaef01b98554764b312f55016c,crash,580,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
1805,8215,1526865434,fairfuzz-0-exid1,fairfuzz,2571,788085e43509cf53be2910d195941e96feb34aaaef01b98554764b312f55016c,crash,1805,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
1632,8218,1526865434,fairfuzz-0-exid1,fairfuzz,2573,35b6143ecc11ba8037049beb0a5a9d0439196233afd97628f3bb27ed3cc2de91,crash,1632,SEGV,0646f8dc98605131cbd13c096e45cad3,msan
391,8218,1526865434,fairfuzz-0-exid1,fairfuzz,2573,35b6143ecc11ba8037049beb0a5a9d0439196233afd97628f3bb27ed3cc2de91,crash,391,SEGV,e962321310000bd8f0df569f7feedb44,asan
1079,8511,1526865434,fairfuzz-0-exid1,fairfuzz,2679,e9af762d57819b03ee726287871c4c3b051053119678beec7d3cd1b931084b31,crash,1079,SEGV,07519e983f9c1f1f3243bd37defb96d8,asan
3492,8511,1526865434,fairfuzz-0-exid1,fairfuzz,2679,e9af762d57819b03ee726287871c4c3b051053119678beec7d3cd1b931084b31,crash,3492,SEGV,6807fae1ed3d488067ae193ec01db375,tsan
2526,8710,881364304,symcc-0-exid1,symcc,2771,c815fac90aa4ca024a121262f4925747b4925724fbdc8099232c76219a7c9ccd,crash,2526,SEGV,55bd7a88acfb975c9dcf9b1a396a35f6,tsan
90,8710,881364304,symcc-0-exid1,symcc,2771,c815fac90aa4ca024a121262f4925747b4925724fbdc8099232c76219a7c9ccd,crash,90,SEGV,b7ae6713300665eed1ff45db94352ea7,asan
677,8894,881364304,symcc-0-exid1,symcc,2872,a7d8c6ff0a030cdd16abbc48552594d6a4e4e2a76571dcb2263ab8a38406f112,crash,677,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
1897,8894,881364304,symcc-0-exid1,symcc,2872,a7d8c6ff0a030cdd16abbc48552594d6a4e4e2a76571dcb2263ab8a38406f112,crash,1897,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
375,8897,881364304,symcc-0-exid1,symcc,2873,2ada3d8a98e5e77ffe578fb2a26bbf3b0e01b9b7f56ee5067908345a5d2661f2,crash,375,SEGV,32792956b9c80ab5079b134198ca61b8,asan
1616,8897,881364304,symcc-0-exid1,symcc,2873,2ada3d8a98e5e77ffe578fb2a26bbf3b0e01b9b7f56ee5067908345a5d2661f2,crash,1616,SEGV,5130600714e96c95bd2bccd69d07f496,msan
2226,8903,881364304,symcc-0-exid1,symcc,2874,eb95c65e88de7797bca0d444200c229d5b1b808080e0a8c2533b209d38765dfa,crash,2226,SEGV,0646f8dc98605131cbd13c096e45cad3,msan
1038,8903,881364304,symcc-0-exid1,symcc,2874,eb95c65e88de7797bca0d444200c229d5b1b808080e0a8c2533b209d38765dfa,crash,1038,SEGV,e962321310000bd8f0df569f7feedb44,asan
2619,9558,1526865434,fairfuzz-0-exid1,fairfuzz,3204,790d1166e064aa7aa464d92f2739ee762b8f910515473052af8f824370243065,crash,2619,SEGV,553da1631e4644a8233d72607b76b023,tsan
184,9558,1526865434,fairfuzz-0-exid1,fairfuzz,3204,790d1166e064aa7aa464d92f2739ee762b8f910515473052af8f824370243065,crash,184,SEGV,c23d49d464482eb996d08f509d802321,asan
1120,9838,881364304,symcc-0-exid1,symcc,3353,de37b00941d3d83ba880c9231804b728c62dbe620c7e8c381fb20ca476ca9f6a,crash,1120,SEGV,ab82a35ef635651378049cee2e629e6a,asan
2303,9838,881364304,symcc-0-exid1,symcc,3353,de37b00941d3d83ba880c9231804b728c62dbe620c7e8c381fb20ca476ca9f6a,crash,2303,SEGV,c7d2cebfec5264147deaa0c4941e6db3,msan
874,9851,881364304,symcc-0-exid1,symcc,3355,19e96ff36e14727be340a3985ff43a1a1b6ab17647ec257be1e42f913bbf5e51,crash,874,SEGV,5ae32016c91ba99ef4545e0f2a6c42dd,asan
2076,9851,881364304,symcc-0-exid1,symcc,3355,19e96ff36e14727be340a3985ff43a1a1b6ab17647ec257be1e42f913bbf5e51,crash,2076,SEGV,e47d8c0bac54f00eadd6e1e2e3662c65,msan
2108,10365,887697796,aflplusplus-0-exid1,aflplusplus,3547,696fd3b9364a8898f25daeebccba2321809b8ed23f2179747153eddd6812b26b,crash,2108,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
909,10365,887697796,aflplusplus-0-exid1,aflplusplus,3547,696fd3b9364a8898f25daeebccba2321809b8ed23f2179747153eddd6812b26b,crash,909,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
2866,10380,881364304,symcc-0-exid1,symcc,3565,1ea08d4d76371b3266767c12870f2386b59a269b4c989087601c6da2501a85ed,crash,2866,SEGV,20342dca7c121d150537a553601f2cff,tsan
436,10380,881364304,symcc-0-exid1,symcc,3565,1ea08d4d76371b3266767c12870f2386b59a269b4c989087601c6da2501a85ed,crash,436,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
683,10432,1526865434,fairfuzz-0-exid1,fairfuzz,3598,d34fd38f285ccbd3c9e625b98ef46d5a1bcc056f97d5b1b078ecae65a52aa054,crash,683,SEGV,b453799f5c179081bcc588ea5f2d778f,asan
3106,10432,1526865434,fairfuzz-0-exid1,fairfuzz,3598,d34fd38f285ccbd3c9e625b98ef46d5a1bcc056f97d5b1b078ecae65a52aa054,crash,3106,SEGV,e0da2f949bfa86be1950838514bfb75a,tsan
1161,11414,1526865434,fairfuzz-0-exid1,fairfuzz,4042,e548f4de9853cd454f0ef7c70e48f18ef211258ccc352541c443cd42afc3f221,crash,1161,SEGV,31fdadb70cea93ae8e5fc42f7429577c,asan
3572,11414,1526865434,fairfuzz-0-exid1,fairfuzz,4042,e548f4de9853cd454f0ef7c70e48f18ef211258ccc352541c443cd42afc3f221,crash,3572,SEGV,3eb5851e990e6e543e3861801339bdd6,tsan
2338,11414,1526865434,fairfuzz-0-exid1,fairfuzz,4042,e548f4de9853cd454f0ef7c70e48f18ef211258ccc352541c443cd42afc3f221,crash,2338,SEGV,f0f342bb14e9e6e68dd08d6238202490,msan
1406,11421,1526865434,fairfuzz-0-exid1,fairfuzz,4044,a990a3f0e9dd7d3c77a0238fff1afa397ca510fbd2a5a441c2d0fe4eb4368a2e,crash,1406,SEGV,4e43a8f41176f5f2981445eb13e7fcbc,msan
145,11421,1526865434,fairfuzz-0-exid1,fairfuzz,4044,a990a3f0e9dd7d3c77a0238fff1afa397ca510fbd2a5a441c2d0fe4eb4368a2e,crash,145,SEGV,fd97a0c3d32c9bbb9a63495ba830b97b,asan
185,11432,1526865434,fairfuzz-0-exid1,fairfuzz,4045,ffc48ef779d9dd365f8e09724f64933d0a868fd610425f91879f978f92e5869a,crash,185,SEGV,79713bf83535d625f829157c082a1a4a,asan
1443,11432,1526865434,fairfuzz-0-exid1,fairfuzz,4045,ffc48ef779d9dd365f8e09724f64933d0a868fd610425f91879f978f92e5869a,crash,1443,SEGV,f1d628f0aa1f6c74839caabe752386a6,msan
2523,11450,1526865434,fairfuzz-0-exid1,fairfuzz,4056,7703dd73efc94952c329be378f4707e947d119627a2b2eeb3b04ece6c32a5eb8,crash,2523,SEGV,40f1c3f1b305c9a217e4613dda5fe6f9,tsan
87,11450,1526865434,fairfuzz-0-exid1,fairfuzz,4056,7703dd73efc94952c329be378f4707e947d119627a2b2eeb3b04ece6c32a5eb8,crash,87,SEGV,6af674ab4d03f120df5b8d533dbfba29,asan
997,11539,1526865434,fairfuzz-0-exid1,fairfuzz,4110,34bc9ad34521eab1262bfcc93d1b50f1a749578b078b750095ba500c51ab9496,crash,997,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan
3412,11539,1526865434,fairfuzz-0-exid1,fairfuzz,4110,34bc9ad34521eab1262bfcc93d1b50f1a749578b078b750095ba500c51ab9496,crash,3412,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan
3254,11628,881364304,symcc-0-exid1,symcc,4134,d4cd38e565fb75bc94e2c1dfff77627bd79a7a190b1c0a6ab7e25decc6840823,crash,3254,SEGV,3eb5851e990e6e543e3861801339bdd6,tsan
2044,11628,881364304,symcc-0-exid1,symcc,4134,d4cd38e565fb75bc94e2c1dfff77627bd79a7a190b1c0a6ab7e25decc6840823,crash,2044,SEGV,4e43a8f41176f5f2981445eb13e7fcbc,msan
837,11628,881364304,symcc-0-exid1,symcc,4134,d4cd38e565fb75bc94e2c1dfff77627bd79a7a190b1c0a6ab7e25decc6840823,crash,837,SEGV,fd97a0c3d32c9bbb9a63495ba830b97b,asan
3629,11630,881364304,symcc-0-exid1,symcc,4135,ccdb7059fc14099056d22c65e72e3f9a3d796c2810491a1b6e6dd34d6ec77dba,crash,3629,SEGV,31fdadb70cea93ae8e5fc42f7429577c,tsan
1219,11630,881364304,symcc-0-exid1,symcc,4135,ccdb7059fc14099056d22c65e72e3f9a3d796c2810491a1b6e6dd34d6ec77dba,crash,1219,SEGV,f0f342bb14e9e6e68dd08d6238202490,asan
3604,11637,881364304,symcc-0-exid1,symcc,4143,d8a82518bd10cec51a53c5e7106dfeea43d8cd9c6ec21798865783e736b27c18,crash,3604,SEGV,40f1c3f1b305c9a217e4613dda5fe6f9,tsan
1193,11637,881364304,symcc-0-exid1,symcc,4143,d8a82518bd10cec51a53c5e7106dfeea43d8cd9c6ec21798865783e736b27c18,crash,1193,SEGV,6af674ab4d03f120df5b8d533dbfba29,asan
2737,11638,881364304,symcc-0-exid1,symcc,4143,e926cea20ef61608367ce4884f355f1e041d6046554ab1486856d027abe29635,crash,2737,SEGV,2d91054c9de94c5eca7ef99745635aa8,tsan
305,11638,881364304,symcc-0-exid1,symcc,4143,e926cea20ef61608367ce4884f355f1e041d6046554ab1486856d027abe29635,crash,305,SEGV,b71cb45c0e69aebbecc7a064fa470eeb,asan
1558,11638,881364304,symcc-0-exid1,symcc,4143,e926cea20ef61608367ce4884f355f1e041d6046554ab1486856d027abe29635,crash,1558,SEGV,cd1441e8dfe39c370ba2732fdd1f4b4f,msan
771,11807,1526865434,fairfuzz-0-exid1,fairfuzz,4257,9e26038d40fac181aea14a4d0d4484c7861e8c877dce107e08495e50b287c20b,crash,771,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan
1986,11807,1526865434,fairfuzz-0-exid1,fairfuzz,4257,9e26038d40fac181aea14a4d0d4484c7861e8c877dce107e08495e50b287c20b,crash,1986,SEGV,884ec7d3390930225f967542efadb816,msan
2440,12065,887697796,aflplusplus-0-exid1,aflplusplus,4417,a1a6fbd94ae01816205b7c1d78e2f0b960a47ebf253cadcc90ee26a00dadd7f5,crash,2440,SEGV,20342dca7c121d150537a553601f2cff,tsan
1,12065,887697796,aflplusplus-0-exid1,aflplusplus,4417,a1a6fbd94ae01816205b7c1d78e2f0b960a47ebf253cadcc90ee26a00dadd7f5,crash,1,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
799,12248,2118731778,mopt-0-exid1,mopt,4545,f19e52728d7f012821e1101654fa437caa9d7c805778d445a9dc2f42a87cf66c,crash,799,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
3217,12248,2118731778,mopt-0-exid1,mopt,4545,f19e52728d7f012821e1101654fa437caa9d7c805778d445a9dc2f42a87cf66c,crash,3217,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
1362,12850,2118731778,mopt-0-exid1,mopt,4895,fd0b7593b5e906ec5b467b44b66bb2837c33cb37ad9cd9eb14adc5071c4e4d35,crash,1362,SEGV,4e43a8f41176f5f2981445eb13e7fcbc,msan
