,edges_count,time,experiment_id
0,118,0,1
1,131,1,1
2,132,2,1
3,132,3,1
4,132,4,1
5,135,5,1
6,136,6,1
7,136,7,1
8,136,8,1
9,136,9,1
10,136,10,1
11,138,11,1
12,145,12,1
13,149,13,1
14,155,14,1
15,159,15,1
16,160,16,1
17,160,17,1
18,160,18,1
19,162,19,1
20,162,20,1
21,162,21,1
22,162,22,1
23,162,23,1
24,162,24,1
25,162,25,1
26,162,26,1
27,162,27,1
28,163,28,1
29,163,29,1
30,163,30,1
31,163,31,1
32,164,32,1
33,164,33,1
34,164,34,1
35,164,35,1
36,165,36,1
37,165,37,1
38,165,38,1
39,165,39,1
40,165,40,1
41,166,41,1
42,166,42,1
43,166,43,1
44,166,44,1
45,166,45,1
46,166,46,1
47,166,47,1
48,166,48,1
49,166,49,1
50,166,50,1
51,166,51,1
52,166,52,1
53,166,53,1
54,166,54,1
55,166,55,1
56,166,56,1
57,166,57,1
58,166,58,1
59,166,59,1
60,166,60,1
61,166,61,1
62,166,62,1
63,166,63,1
64,166,64,1
65,166,65,1
66,166,66,1
67,166,67,1
68,166,68,1
69,166,69,1
70,166,70,1
71,166,71,1
72,166,72,1
73,166,73,1
74,166,74,1
75,166,75,1
76,166,76,1
77,166,77,1
78,166,78,1
79,166,79,1
80,166,80,1
81,166,81,1
82,166,82,1
83,166,83,1
84,166,84,1
85,166,85,1
86,167,86,1
87,167,87,1
88,168,88,1
89,168,89,1
90,168,90,1
91,168,91,1
92,168,92,1
93,168,93,1
94,169,94,1
95,169,95,1
96,169,96,1
97,169,97,1
98,169,98,1
99,169,99,1
100,169,100,1
101,169,101,1
102,169,102,1
103,169,103,1
104,169,104,1
105,169,105,1
106,169,106,1
107,169,107,1
108,169,108,1
109,169,109,1
110,169,110,1
111,169,111,1
112,169,112,1
113,169,113,1
114,169,114,1
115,169,115,1
116,169,116,1
117,169,117,1
118,169,118,1
119,169,119,1
120,169,120,1
121,169,121,1
122,169,122,1
123,169,123,1
124,169,124,1
125,169,125,1
126,169,126,1
127,169,127,1
128,169,128,1
129,169,129,1
130,169,130,1
131,169,131,1
132,169,132,1
133,169,133,1
134,169,134,1
135,169,135,1
136,169,136,1
137,169,137,1
138,169,138,1
139,169,139,1
140,169,140,1
141,169,141,1
142,169,142,1
143,169,143,1
144,169,144,1
145,169,145,1
146,169,146,1
147,169,147,1
148,169,148,1
149,169,149,1
150,169,150,1
151,169,151,1
152,169,152,1
153,169,153,1
154,169,154,1
155,170,155,1
156,170,156,1
157,170,157,1
158,170,158,1
159,170,159,1
160,170,160,1
161,170,161,1
162,170,162,1
163,170,163,1
164,170,164,1
165,170,165,1
166,170,166,1
167,170,167,1
168,170,168,1
169,170,169,1
170,170,170,1
171,170,171,1
172,170,172,1
173,170,173,1
174,170,174,1
175,170,175,1
176,170,176,1
177,170,177,1
178,170,178,1
179,170,179,1
180,170,180,1
181,170,181,1
182,170,182,1
183,170,183,1
184,170,184,1
185,170,185,1
186,170,186,1
187,170,187,1
188,170,188,1
189,170,189,1
190,170,190,1
191,170,191,1
192,170,192,1
193,170,193,1
194,170,194,1
195,171,195,1
196,172,196,1
197,174,197,1
198,176,198,1
199,180,199,1
200,181,200,1
201,181,201,1
202,181,202,1
203,181,203,1
204,181,204,1
205,181,205,1
206,182,206,1
207,182,207,1
208,182,208,1
209,182,209,1
210,182,210,1
211,182,211,1
212,182,212,1
213,182,213,1
214,182,214,1
215,182,215,1
216,182,216,1
217,182,217,1
218,182,218,1
219,182,219,1
220,182,220,1
221,182,221,1
222,182,222,1
223,182,223,1
224,182,224,1
225,182,225,1
226,182,226,1
227,182,227,1
228,182,228,1
229,182,229,1
230,182,230,1
231,182,231,1
232,183,232,1
233,183,233,1
234,183,234,1
235,183,235,1
236,183,236,1
237,183,237,1
238,183,238,1
239,183,239,1
240,183,240,1
241,183,241,1
