,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
60,5715,1117801286,afl-0-exid20,afl,8620,0cf3b8ec0af56c505407746357acc353cb693e4e5af343fca7fdb1d31359ef75,crash,60,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
130,6097,1117801286,afl-0-exid20,afl,12713,d9cb17f8ccb193ca9105d099b542bfd00f6e0a93078e89d23a4c0f07d4c472f7,crash,130,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
181,6331,1117801286,afl-0-exid20,afl,14089,4712dcebe8efe83a4dd2938e62e0d031d2b75a7003ce8f9b1b50555dd48fd141,crash,181,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
86,6331,1117801286,afl-0-exid20,afl,14089,4712dcebe8efe83a4dd2938e62e0d031d2b75a7003ce8f9b1b50555dd48fd141,crash,86,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
149,6725,3388497771,aflfast-0-exid20,aflfast,22421,0b18a9ce7ff0eee0e24dccc505c8faa91185fcb2b0389278ef23ce5cd02e6bb9,crash,149,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
11,6725,3388497771,aflfast-0-exid20,aflfast,22421,0b18a9ce7ff0eee0e24dccc505c8faa91185fcb2b0389278ef23ce5cd02e6bb9,crash,11,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
116,6975,3916043658,fairfuzz-0-exid20,fairfuzz,25758,821b1aab2de4a77531b8e69541aab3ef0361091458b63c9e9d3b3ce7194fc2d7,crash,116,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
52,6975,3916043658,fairfuzz-0-exid20,fairfuzz,25758,821b1aab2de4a77531b8e69541aab3ef0361091458b63c9e9d3b3ce7194fc2d7,crash,52,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
48,7118,3916043658,fairfuzz-0-exid20,fairfuzz,26677,1210d7ccadd1a704c94023676c3dcb2f8c09d3bd33b3037e0bed661181214b6d,crash,48,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
146,7754,1117801286,afl-0-exid20,afl,53758,5646ad2003575990220b2cfc5fd19be105a7cc476503d3e83a62d7fc1063121c,crash,146,SEGV,98b0b019c8fb28351ab32f4e7127bc72,ubsan
7,7754,1117801286,afl-0-exid20,afl,53758,5646ad2003575990220b2cfc5fd19be105a7cc476503d3e83a62d7fc1063121c,crash,7,heap-use-after-free,097576036382d7d2b774623b1844285b,asan
74,7856,1117801286,afl-0-exid20,afl,58955,f8039e5438388eb60f12021680bdf0b7bd282a56dea8477689032cd724e01bec,crash,74,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
159,7918,3916043658,fairfuzz-0-exid20,fairfuzz,62710,fed1dfac46b9781942940cdab69a402eeab1d0bca2b1639002811e7ae17c38f6,crash,159,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
29,7918,3916043658,fairfuzz-0-exid20,fairfuzz,62710,fed1dfac46b9781942940cdab69a402eeab1d0bca2b1639002811e7ae17c38f6,crash,29,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
114,8069,3916043658,fairfuzz-0-exid20,fairfuzz,80935,e31e6a67a3eca5ca29dcad93930f81de3c8e4db616c73588d11fda5bb3f9d0b4,crash,114,SEGV,2240f99b7364454196a6e7fac2028d2b,tsan
