,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
2092,1904,3390073935,afl-0-exid23,afl,566,f8fbd9ca2dabb9e7f1772b873f645ed2219fe9e1ff9c85c7356a99fba9a0d310,crash,2092,SEGV,20342dca7c121d150537a553601f2cff,tsan,fcb,nm
396,1904,3390073935,afl-0-exid23,afl,566,f8fbd9ca2dabb9e7f1772b873f645ed2219fe9e1ff9c85c7356a99fba9a0d310,crash,396,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fcb,nm
1351,1904,3390073935,afl-0-exid23,afl,566,f8fbd9ca2dabb9e7f1772b873f645ed2219fe9e1ff9c85c7356a99fba9a0d310,crash,1351,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fcb,nm
965,1932,2460885866,fairfuzz-0-exid23,fairfuzz,568,c25de73487e2f80adff91c3c02cd29f5a1380027c694410c2ac4152e5de57170,crash,965,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fcb,nm
1737,1932,2460885866,fairfuzz-0-exid23,fairfuzz,568,c25de73487e2f80adff91c3c02cd29f5a1380027c694410c2ac4152e5de57170,crash,1737,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fcb,nm
2492,1932,2460885866,fairfuzz-0-exid23,fairfuzz,568,c25de73487e2f80adff91c3c02cd29f5a1380027c694410c2ac4152e5de57170,crash,2492,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fcb,nm
782,2840,2460885866,fairfuzz-0-exid23,fairfuzz,846,6a974ff06992ec03447c2bb0ba86784f2f282051596503c4b57d39e3f58a9fdb,crash,782,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fcb,nm
1616,2840,2460885866,fairfuzz-0-exid23,fairfuzz,846,6a974ff06992ec03447c2bb0ba86784f2f282051596503c4b57d39e3f58a9fdb,crash,1616,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fcb,nm
2366,2840,2460885866,fairfuzz-0-exid23,fairfuzz,846,6a974ff06992ec03447c2bb0ba86784f2f282051596503c4b57d39e3f58a9fdb,crash,2366,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fcb,nm
1061,4208,2460885866,fairfuzz-0-exid23,fairfuzz,1282,6c8707a51f42a69768ecc58da18cc5328feaaa4aec156e2029d6887ab7eae6fb,crash,1061,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan,fcb,nm
1804,4208,2460885866,fairfuzz-0-exid23,fairfuzz,1282,6c8707a51f42a69768ecc58da18cc5328feaaa4aec156e2029d6887ab7eae6fb,crash,1804,SEGV,0c22f5df8527d37af8fb39cf84536a5f,msan,fcb,nm
2563,4208,2460885866,fairfuzz-0-exid23,fairfuzz,1282,6c8707a51f42a69768ecc58da18cc5328feaaa4aec156e2029d6887ab7eae6fb,crash,2563,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan,fcb,nm
1908,4309,2460885866,fairfuzz-0-exid23,fairfuzz,1332,e5420d79027b9c3d02dc2198f785a8331a71bca684e9e7696585c7bc487d6dcc,crash,1908,SEGV,527198ae5c79874a5feefded1f48a76c,tsan,fcb,nm
135,4309,2460885866,fairfuzz-0-exid23,fairfuzz,1332,e5420d79027b9c3d02dc2198f785a8331a71bca684e9e7696585c7bc487d6dcc,crash,135,SEGV,b7cbc7c01387305c732b6767c988f3af,asan,fcb,nm
