,crash_id,discovery_time,fuzzer
182,bug182,22,afl-0-exid21
2967,bug2967,22,afl-0-exid21
2859,bug2859,23,afl-0-exid21
74,bug74,23,afl-0-exid21
1886,bug1886,23,afl-0-exid21
480,bug480,23,afl-0-exid21
3879,bug3879,35,afl-0-exid21
1113,bug1113,35,afl-0-exid21
3516,bug3516,36,fairfuzz-0-exid21
741,bug741,36,fairfuzz-0-exid21
1024,bug1024,37,fairfuzz-0-exid21
3793,bug3793,37,fairfuzz-0-exid21
853,bug853,49,afl-0-exid21
3626,bug3626,49,afl-0-exid21
363,bug363,51,fairfuzz-0-exid21
3145,bug3145,51,fairfuzz-0-exid21
1772,bug1772,51,fairfuzz-0-exid21
2860,bug2860,54,fairfuzz-0-exid21
75,bug75,54,fairfuzz-0-exid21
1050,bug1050,54,afl-0-exid21
2428,bug2428,54,afl-0-exid21
955,bug955,57,fairfuzz-0-exid21
217,bug217,58,afl-0-exid21
1627,bug1627,58,afl-0-exid21
745,bug745,59,afl-0-exid21
2140,bug2140,59,afl-0-exid21
3902,bug3902,63,afl-0-exid21
1136,bug1136,63,afl-0-exid21
178,bug178,64,afl-0-exid21
1591,bug1591,64,afl-0-exid21
1370,bug1370,64,afl-0-exid21
2736,bug2736,64,afl-0-exid21
49,bug49,64,fairfuzz-0-exid21
2834,bug2834,64,fairfuzz-0-exid21
2850,bug2850,68,fairfuzz-0-exid21
65,bug65,68,fairfuzz-0-exid21
3165,bug3165,72,fairfuzz-0-exid21
383,bug383,72,fairfuzz-0-exid21
3731,bug3731,73,aflplusplus-0-exid21
961,bug961,73,aflplusplus-0-exid21
2298,bug2298,83,aflfast-0-exid21
3282,bug3282,92,fairfuzz-0-exid21
503,bug503,92,fairfuzz-0-exid21
1314,bug1314,109,afl-0-exid21
2683,bug2683,109,afl-0-exid21
3661,bug3661,112,fairfuzz-0-exid21
888,bug888,112,fairfuzz-0-exid21
4068,bug4068,112,afl-0-exid21
1302,bug1302,112,afl-0-exid21
1856,bug1856,115,fairfuzz-0-exid21
450,bug450,115,fairfuzz-0-exid21
3312,bug3312,120,fairfuzz-0-exid21
535,bug535,120,fairfuzz-0-exid21
1963,bug1963,126,afl-0-exid21
561,bug561,126,afl-0-exid21
436,bug436,131,fairfuzz-0-exid21
3217,bug3217,131,fairfuzz-0-exid21
2514,bug2514,134,afl-0-exid21
1139,bug1139,134,afl-0-exid21
2598,bug2598,137,fairfuzz-0-exid21
3992,bug3992,137,fairfuzz-0-exid21
1226,bug1226,137,fairfuzz-0-exid21
83,bug83,140,fairfuzz-0-exid21
2868,bug2868,140,fairfuzz-0-exid21
457,bug457,140,fairfuzz-0-exid21
3237,bug3237,140,fairfuzz-0-exid21
1105,bug1105,147,afl-0-exid21
3871,bug3871,147,afl-0-exid21
1028,bug1028,151,afl-0-exid21
4237,bug4237,151,afl-0-exid21
3290,bug3290,166,aflfast-0-exid21
511,bug511,166,aflfast-0-exid21
1236,bug1236,169,fairfuzz-0-exid21
1322,bug1322,170,afl-0-exid21
4088,bug4088,170,afl-0-exid21
3256,bug3256,170,aflfast-0-exid21
476,bug476,170,aflfast-0-exid21
3778,bug3778,171,fairfuzz-0-exid21
1008,bug1008,171,fairfuzz-0-exid21
962,bug962,177,fairfuzz-0-exid21
559,bug559,181,aflfast-0-exid21
3335,bug3335,181,aflfast-0-exid21
739,bug739,182,fairfuzz-0-exid21
3514,bug3514,182,fairfuzz-0-exid21
3281,bug3281,185,fairfuzz-0-exid21
502,bug502,185,fairfuzz-0-exid21
1791,bug1791,213,afl-0-exid21
382,bug382,213,afl-0-exid21
73,bug73,245,fairfuzz-0-exid21
2858,bug2858,245,fairfuzz-0-exid21
1639,bug1639,258,afl-0-exid21
229,bug229,258,afl-0-exid21
1402,bug1402,334,afl-0-exid21
4167,bug4167,334,afl-0-exid21
2688,bug2688,344,afl-0-exid21
1319,bug1319,344,afl-0-exid21
3268,bug3268,356,fairfuzz-0-exid21
488,bug488,356,fairfuzz-0-exid21
797,bug797,368,fairfuzz-0-exid21
3572,bug3572,368,fairfuzz-0-exid21
3753,bug3753,369,aflplusplus-0-exid21
983,bug983,369,aflplusplus-0-exid21
2365,bug2365,369,aflplusplus-0-exid21
68,bug68,404,aflplusplus-0-exid21
2853,bug2853,404,aflplusplus-0-exid21
2894,bug2894,422,fairfuzz-0-exid21
109,bug109,422,fairfuzz-0-exid21
3022,bug3022,431,afl-0-exid21
240,bug240,431,afl-0-exid21
814,bug814,437,afl-0-exid21
3589,bug3589,437,afl-0-exid21
890,bug890,510,aflplusplus-0-exid21
2277,bug2277,510,aflplusplus-0-exid21
3468,bug3468,552,fairfuzz-0-exid21
693,bug693,552,fairfuzz-0-exid21
3710,bug3710,557,fairfuzz-0-exid21
939,bug939,557,fairfuzz-0-exid21
272,bug272,598,aflplusplus-0-exid21
3054,bug3054,598,aflplusplus-0-exid21
1180,bug1180,671,afl-0-exid21
3946,bug3946,671,afl-0-exid21
2554,bug2554,671,afl-0-exid21
