,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
642,3032,2354826559,mopt-0-exid1,mopt,683,9975d1eaf166829e1eec44d61b3700ba94f20f56d0c459093f5dec5f31e1da43,crash,642,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan,fca,nm
3431,4222,400105884,symcc-0-exid1,symcc,1042,95faecf721bc03fce484db167248f3117634d629d7bdbd1b74a7c8679461a096,crash,3431,SEGV,20342dca7c121d150537a553601f2cff,tsan,fca,nm
728,4222,400105884,symcc-0-exid1,symcc,1042,95faecf721bc03fce484db167248f3117634d629d7bdbd1b74a7c8679461a096,crash,728,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fca,nm
2079,4222,400105884,symcc-0-exid1,symcc,1042,95faecf721bc03fce484db167248f3117634d629d7bdbd1b74a7c8679461a096,crash,2079,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fca,nm
1221,5046,2709660947,fairfuzz-0-exid1,fairfuzz,1227,fb72eb6e64f337e2e5688e285efa67f37c249d3d3a04b29ce2120a0088ad29d5,crash,1221,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fca,nm
2548,5046,2709660947,fairfuzz-0-exid1,fairfuzz,1227,fb72eb6e64f337e2e5688e285efa67f37c249d3d3a04b29ce2120a0088ad29d5,crash,2548,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fca,nm
3920,5046,2709660947,fairfuzz-0-exid1,fairfuzz,1227,fb72eb6e64f337e2e5688e285efa67f37c249d3d3a04b29ce2120a0088ad29d5,crash,3920,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fca,nm
2503,5887,400105884,symcc-0-exid1,symcc,1435,aa3fcf0bfc34b4950a773125929208f3745dfbcb04dce0706c2a29d1e89298a6,crash,2503,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan,fca,nm
3873,5887,400105884,symcc-0-exid1,symcc,1435,aa3fcf0bfc34b4950a773125929208f3745dfbcb04dce0706c2a29d1e89298a6,crash,3873,SEGV,6128f51c6c406ea6fb7c22ab72995672,tsan,fca,nm
1174,5887,400105884,symcc-0-exid1,symcc,1435,aa3fcf0bfc34b4950a773125929208f3745dfbcb04dce0706c2a29d1e89298a6,crash,1174,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan,fca,nm
833,5907,400105884,symcc-0-exid1,symcc,1447,e2302bfc8600e61b1ea463741060afad3e7ecc42167886b1eac7e5766bf7342c,crash,833,SEGV,036970cadbf3539a826ad22b62f77d20,asan,fca,nm
2178,5907,400105884,symcc-0-exid1,symcc,1447,e2302bfc8600e61b1ea463741060afad3e7ecc42167886b1eac7e5766bf7342c,crash,2178,SEGV,0ab214692ecb89468e279d02fe53320c,msan,fca,nm
3536,5907,400105884,symcc-0-exid1,symcc,1447,e2302bfc8600e61b1ea463741060afad3e7ecc42167886b1eac7e5766bf7342c,crash,3536,SEGV,0ab214692ecb89468e279d02fe53320c,tsan,fca,nm
1140,7355,2709660947,fairfuzz-0-exid1,fairfuzz,1919,e2ddd9ac447101d17c0a879d691eec6ec95bbc73bf5fc783878f29111006818f,crash,1140,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan,fca,nm
2471,7355,2709660947,fairfuzz-0-exid1,fairfuzz,1919,e2ddd9ac447101d17c0a879d691eec6ec95bbc73bf5fc783878f29111006818f,crash,2471,SEGV,0c22f5df8527d37af8fb39cf84536a5f,msan,fca,nm
3840,7355,2709660947,fairfuzz-0-exid1,fairfuzz,1919,e2ddd9ac447101d17c0a879d691eec6ec95bbc73bf5fc783878f29111006818f,crash,3840,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan,fca,nm
3151,7837,2709660947,fairfuzz-0-exid1,fairfuzz,2044,33f0bfd735fa24683aab51b2ba1d4d064c3d515fb49cb9cff116410b6ce9d927,crash,3151,SEGV,0f44695389213eaaa9d22f82e4a1bbdc,tsan,fca,nm
