,crash_id,discovery_time,fuzzer
108,bug108,10,mopt-0-exid4
1005,bug1005,44,fairfuzz-0-exid4
3494,bug3494,44,fairfuzz-0-exid4
2249,bug2249,44,fairfuzz-0-exid4
490,bug490,45,fairfuzz-0-exid4
1758,bug1758,45,fairfuzz-0-exid4
2998,bug2998,45,fairfuzz-0-exid4
3208,bug3208,51,symcc-0-exid4
706,bug706,51,symcc-0-exid4
1966,bug1966,51,symcc-0-exid4
3582,bug3582,52,symcc-0-exid4
1094,bug1094,52,symcc-0-exid4
2337,bug2337,52,symcc-0-exid4
1872,bug1872,52,fairfuzz-0-exid4
609,bug609,52,fairfuzz-0-exid4
761,bug761,52,fairfuzz-0-exid4
2020,bug2020,52,fairfuzz-0-exid4
74,bug74,52,fairfuzz-0-exid4
1358,bug1358,52,fairfuzz-0-exid4
2349,bug2349,52,fairfuzz-0-exid4
1106,bug1106,52,fairfuzz-0-exid4
1254,bug1254,52,fairfuzz-0-exid4
2490,bug2490,52,fairfuzz-0-exid4
230,bug230,53,fairfuzz-0-exid4
2743,bug2743,53,fairfuzz-0-exid4
1505,bug1505,53,fairfuzz-0-exid4
3607,bug3607,64,symcc-0-exid4
1119,bug1119,64,symcc-0-exid4
118,bug118,67,fairfuzz-0-exid4
2636,bug2636,67,fairfuzz-0-exid4
2726,bug2726,67,fairfuzz-0-exid4
212,bug212,67,fairfuzz-0-exid4
2391,bug2391,69,symcc-0-exid4
1151,bug1151,69,symcc-0-exid4
3638,bug3638,69,symcc-0-exid4
137,bug137,71,symcc-0-exid4
1416,bug1416,71,symcc-0-exid4
849,bug849,84,fairfuzz-0-exid4
3347,bug3347,84,fairfuzz-0-exid4
2879,bug2879,84,fairfuzz-0-exid4
369,bug369,84,fairfuzz-0-exid4
441,bug441,179,fairfuzz-0-exid4
1712,bug1712,179,fairfuzz-0-exid4
985,bug985,265,fairfuzz-0-exid4
2232,bug2232,265,fairfuzz-0-exid4
3280,bug3280,286,mopt-0-exid4
779,bug779,286,mopt-0-exid4
581,bug581,296,aflplusplus-0-exid4
3087,bug3087,296,aflplusplus-0-exid4
1108,bug1108,381,symcc-0-exid4
3596,bug3596,381,symcc-0-exid4
3692,bug3692,381,symcc-0-exid4
1206,bug1206,381,symcc-0-exid4
3561,bug3561,381,symcc-0-exid4
1073,bug1073,381,symcc-0-exid4
3552,bug3552,399,aflplusplus-0-exid4
3077,bug3077,402,aflplusplus-0-exid4
279,bug279,412,symcc-0-exid4
2789,bug2789,412,symcc-0-exid4
2150,bug2150,471,symcc-0-exid4
537,bug537,480,symcc-0-exid4
3044,bug3044,480,symcc-0-exid4
2701,bug2701,488,symcc-0-exid4
187,bug187,488,symcc-0-exid4
928,bug928,514,mopt-0-exid4
3423,bug3423,514,mopt-0-exid4
1187,bug1187,561,mopt-0-exid4
2987,bug2987,576,fairfuzz-0-exid4
479,bug479,576,fairfuzz-0-exid4
2593,bug2593,596,mopt-0-exid4
73,bug73,596,mopt-0-exid4
303,bug303,776,symcc-0-exid4
2813,bug2813,776,symcc-0-exid4
521,bug521,906,aflplusplus-0-exid4
1787,bug1787,906,aflplusplus-0-exid4
135,bug135,1013,fairfuzz-0-exid4
2652,bug2652,1013,fairfuzz-0-exid4
913,bug913,1130,symcc-0-exid4
3408,bug3408,1130,symcc-0-exid4
2682,bug2682,1247,symcc-0-exid4
167,bug167,1247,symcc-0-exid4
1158,bug1158,1252,symcc-0-exid4
2500,bug2500,1335,symcc-0-exid4
1264,bug1264,1335,symcc-0-exid4
2612,bug2612,1353,fairfuzz-0-exid4
93,bug93,1353,fairfuzz-0-exid4
3955,bug3955,1364,mopt-0-exid4
908,bug908,1364,mopt-0-exid4
