,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
2743,1574,189237655,fairfuzz-0-exid23,fairfuzz,381,53448a66f724036f045b5393fcd055f56b89f0257388817d2e0720e0e1a45f70,crash,2743,SEGV,0646f8dc98605131cbd13c096e45cad3,msan
1277,1574,189237655,fairfuzz-0-exid23,fairfuzz,381,53448a66f724036f045b5393fcd055f56b89f0257388817d2e0720e0e1a45f70,crash,1277,SEGV,e962321310000bd8f0df569f7feedb44,asan
2773,1587,189237655,fairfuzz-0-exid23,fairfuzz,384,ee4d221995ebe713d1685dcbb28cd5bcd579b34a70eb71a3e4ef0dc247e66d09,crash,2773,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
1307,1587,189237655,fairfuzz-0-exid23,fairfuzz,384,ee4d221995ebe713d1685dcbb28cd5bcd579b34a70eb71a3e4ef0dc247e66d09,crash,1307,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
772,1596,189237655,fairfuzz-0-exid23,fairfuzz,386,335001eaff3b40f61a1cfd9ae29c9e347eeee75b854c46472e3be36db1a7a3d2,crash,772,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan
2258,1596,189237655,fairfuzz-0-exid23,fairfuzz,386,335001eaff3b40f61a1cfd9ae29c9e347eeee75b854c46472e3be36db1a7a3d2,crash,2258,SEGV,884ec7d3390930225f967542efadb816,msan
1009,1604,189237655,fairfuzz-0-exid23,fairfuzz,388,ec865b0a8f71147f0160e2521ae6ed239499f1e570f1a5ac4f58937468d22956,crash,1009,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
2483,1604,189237655,fairfuzz-0-exid23,fairfuzz,388,ec865b0a8f71147f0160e2521ae6ed239499f1e570f1a5ac4f58937468d22956,crash,2483,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
497,1656,189237655,fairfuzz-0-exid23,fairfuzz,397,c3e8b796926be4556f9bbd99a1a8140911902dc9dc2652953a297cfd76e684f8,crash,497,SEGV,036970cadbf3539a826ad22b62f77d20,asan
2001,1656,189237655,fairfuzz-0-exid23,fairfuzz,397,c3e8b796926be4556f9bbd99a1a8140911902dc9dc2652953a297cfd76e684f8,crash,2001,SEGV,0ab214692ecb89468e279d02fe53320c,msan
179,1716,189237655,fairfuzz-0-exid23,fairfuzz,404,b4c841523f2f673f93cc6b8163c14c6a4a5d9a3436272e567afaa09be123e199,crash,179,SEGV,76963e8d3021a3a3740288656624dc7e,asan
1692,1716,189237655,fairfuzz-0-exid23,fairfuzz,404,b4c841523f2f673f93cc6b8163c14c6a4a5d9a3436272e567afaa09be123e199,crash,1692,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan
159,1872,846315237,afl-0-exid23,afl,438,69d0fd477040b3ca07d14aaad15e35e4d6808f3aa96d93affcaf01477dfd99c8,crash,159,SEGV,76963e8d3021a3a3740288656624dc7e,asan
1672,1872,846315237,afl-0-exid23,afl,438,69d0fd477040b3ca07d14aaad15e35e4d6808f3aa96d93affcaf01477dfd99c8,crash,1672,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan
2141,1876,846315237,afl-0-exid23,afl,439,25d95cd615b168d8260803e28e3ed0cfd23fb56f9ce763d6a4c100d527c61200,crash,2141,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
648,1876,846315237,afl-0-exid23,afl,439,25d95cd615b168d8260803e28e3ed0cfd23fb56f9ce763d6a4c100d527c61200,crash,648,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
1960,1974,3652867827,aflplusplus-0-exid23,aflplusplus,480,def8208d18353ec3e21a65d4b2939a00ae4d3edf9b900429c281312e8d0c46ec,crash,1960,SEGV,0646f8dc98605131cbd13c096e45cad3,msan
455,1974,3652867827,aflplusplus-0-exid23,aflplusplus,480,def8208d18353ec3e21a65d4b2939a00ae4d3edf9b900429c281312e8d0c46ec,crash,455,SEGV,e962321310000bd8f0df569f7feedb44,asan
729,1995,3652867827,aflplusplus-0-exid23,aflplusplus,483,f7c7ffe8ec060ecadc6df9865683775476dcbcda9004ac4e0e4568504984bd56,crash,729,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan
2220,1995,3652867827,aflplusplus-0-exid23,aflplusplus,483,f7c7ffe8ec060ecadc6df9865683775476dcbcda9004ac4e0e4568504984bd56,crash,2220,SEGV,884ec7d3390930225f967542efadb816,msan
386,2014,3652867827,aflplusplus-0-exid23,aflplusplus,487,d367ab074168c23e0d1e1e4fc387907de9176920bab02a708bfada9843cd5c63,crash,386,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
1892,2014,3652867827,aflplusplus-0-exid23,aflplusplus,487,d367ab074168c23e0d1e1e4fc387907de9176920bab02a708bfada9843cd5c63,crash,1892,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
1313,2104,3652867827,aflplusplus-0-exid23,aflplusplus,500,53d1c5713a65d7cdc44d9387eca161ad91c2e3b3b36b579a10b0a3c1372527df,crash,1313,SEGV,32792956b9c80ab5079b134198ca61b8,asan
2779,2104,3652867827,aflplusplus-0-exid23,aflplusplus,500,53d1c5713a65d7cdc44d9387eca161ad91c2e3b3b36b579a10b0a3c1372527df,crash,2779,SEGV,5130600714e96c95bd2bccd69d07f496,msan
352,2261,846315237,afl-0-exid23,afl,548,59a555fce4282b6044351ca1b975bcbe24bd9ed02c7e25c858713e9524742875,crash,352,SEGV,32792956b9c80ab5079b134198ca61b8,asan
