,discovery_id,discovery_time,crash_frames_hash,count
0,2698,6,9c74ce5d00fb534a6644db103f1bfe0b,0.05
1,2703,6,bf39470c4385d389d7814248ff4d17c1,0.1
2,2703,6,dc932f8b8003795cf9d4cf9e58604b99,0.15
3,2698,6,dc932f8b8003795cf9d4cf9e58604b99,0.2
4,2306,7,dc932f8b8003795cf9d4cf9e58604b99,0.25
5,2306,7,9c74ce5d00fb534a6644db103f1bfe0b,0.3
6,2829,7,dc932f8b8003795cf9d4cf9e58604b99,0.35
7,2829,7,9c74ce5d00fb534a6644db103f1bfe0b,0.4
8,2838,9,dc932f8b8003795cf9d4cf9e58604b99,0.45
9,2838,9,9c74ce5d00fb534a6644db103f1bfe0b,0.5
10,2894,10,9c74ce5d00fb534a6644db103f1bfe0b,0.55
11,3101,10,dc932f8b8003795cf9d4cf9e58604b99,0.6
12,2894,10,dc932f8b8003795cf9d4cf9e58604b99,0.65
13,3101,10,9c74ce5d00fb534a6644db103f1bfe0b,0.7
14,3211,14,dc932f8b8003795cf9d4cf9e58604b99,0.75
15,3211,14,9c74ce5d00fb534a6644db103f1bfe0b,0.8
16,3924,23,9c74ce5d00fb534a6644db103f1bfe0b,0.85
17,3924,23,dc932f8b8003795cf9d4cf9e58604b99,0.9
18,4426,33,99fad7a3b490f7d3d7fc13b4db848e11,0.95
19,4426,33,242466f34bd61f7c5b79a168dbd25c63,1.0
20,4842,47,ef18311e55235156d43317cf16f5eb92,1.05
21,5028,58,99fad7a3b490f7d3d7fc13b4db848e11,1.1
22,5028,58,242466f34bd61f7c5b79a168dbd25c63,1.15
23,4506,59,9c74ce5d00fb534a6644db103f1bfe0b,1.2
24,4838,68,dc932f8b8003795cf9d4cf9e58604b99,1.25
25,4838,68,bf39470c4385d389d7814248ff4d17c1,1.3
26,5318,71,bf39470c4385d389d7814248ff4d17c1,1.35
27,5104,74,2240f99b7364454196a6e7fac2028d2b,1.4
28,5112,77,bf39470c4385d389d7814248ff4d17c1,1.45
29,4901,78,242466f34bd61f7c5b79a168dbd25c63,1.5
30,4900,78,99fad7a3b490f7d3d7fc13b4db848e11,1.55
31,4572,81,dc932f8b8003795cf9d4cf9e58604b99,1.6
32,4572,81,bf39470c4385d389d7814248ff4d17c1,1.65
33,5338,100,ef18311e55235156d43317cf16f5eb92,1.7
34,5241,101,242466f34bd61f7c5b79a168dbd25c63,1.75
35,5241,101,99fad7a3b490f7d3d7fc13b4db848e11,1.8
36,5549,115,bf39470c4385d389d7814248ff4d17c1,1.85
37,5519,120,99fad7a3b490f7d3d7fc13b4db848e11,1.9
38,5519,120,242466f34bd61f7c5b79a168dbd25c63,1.95
39,5829,120,bf39470c4385d389d7814248ff4d17c1,2.0
40,5582,125,ef18311e55235156d43317cf16f5eb92,2.05
41,5685,137,99fad7a3b490f7d3d7fc13b4db848e11,2.1
42,5683,137,9c74ce5d00fb534a6644db103f1bfe0b,2.15
43,5685,137,242466f34bd61f7c5b79a168dbd25c63,2.2
44,5715,143,99fad7a3b490f7d3d7fc13b4db848e11,2.25
45,5782,145,9c74ce5d00fb534a6644db103f1bfe0b,2.3
46,5782,145,dc932f8b8003795cf9d4cf9e58604b99,2.35
47,5492,149,9c74ce5d00fb534a6644db103f1bfe0b,2.4
48,5717,167,2240f99b7364454196a6e7fac2028d2b,2.45
49,5811,172,242466f34bd61f7c5b79a168dbd25c63,2.5
50,5811,172,99fad7a3b490f7d3d7fc13b4db848e11,2.55
51,6094,188,bf39470c4385d389d7814248ff4d17c1,2.6
52,6094,188,dc932f8b8003795cf9d4cf9e58604b99,2.65
53,6173,191,dc932f8b8003795cf9d4cf9e58604b99,2.7
54,6130,196,99fad7a3b490f7d3d7fc13b4db848e11,2.75
55,6130,196,242466f34bd61f7c5b79a168dbd25c63,2.8
56,6097,211,242466f34bd61f7c5b79a168dbd25c63,2.85
57,6246,215,ef18311e55235156d43317cf16f5eb92,2.9
58,6300,231,bf39470c4385d389d7814248ff4d17c1,2.95
59,6322,232,98b0b019c8fb28351ab32f4e7127bc72,3.0
60,6146,233,99fad7a3b490f7d3d7fc13b4db848e11,3.05
61,6331,234,dc932f8b8003795cf9d4cf9e58604b99,3.1
62,6331,234,bf39470c4385d389d7814248ff4d17c1,3.15
63,6219,236,b6805236842427b48c7aaccd83dca7b7,3.2
64,6386,236,99fad7a3b490f7d3d7fc13b4db848e11,3.25
65,6386,236,242466f34bd61f7c5b79a168dbd25c63,3.3
66,6778,247,b6805236842427b48c7aaccd83dca7b7,3.35
67,6476,258,99fad7a3b490f7d3d7fc13b4db848e11,3.4
68,6476,258,242466f34bd61f7c5b79a168dbd25c63,3.45
69,6783,261,ef18311e55235156d43317cf16f5eb92,3.5
70,6633,282,dc932f8b8003795cf9d4cf9e58604b99,3.55
