,crash_id,discovery_time,fuzzer
231,bug231,9,mopt-0-exid1
720,bug720,17,fairfuzz-0-exid1
1704,bug1704,17,fairfuzz-0-exid1
839,bug839,17,fairfuzz-0-exid1
1788,bug1788,17,fairfuzz-0-exid1
342,bug342,17,fairfuzz-0-exid1
1443,bug1443,17,fairfuzz-0-exid1
1947,bug1947,17,fairfuzz-0-exid1
1062,bug1062,17,fairfuzz-0-exid1
1373,bug1373,17,fairfuzz-0-exid1
234,bug234,17,fairfuzz-0-exid1
569,bug569,17,fairfuzz-0-exid1
1603,bug1603,17,fairfuzz-0-exid1
412,bug412,18,fairfuzz-0-exid1
1495,bug1495,18,fairfuzz-0-exid1
803,bug803,18,fairfuzz-0-exid1
1759,bug1759,18,fairfuzz-0-exid1
1830,bug1830,19,fairfuzz-0-exid1
889,bug889,19,fairfuzz-0-exid1
361,bug361,20,fairfuzz-0-exid1
1456,bug1456,20,fairfuzz-0-exid1
307,bug307,23,fairfuzz-0-exid1
2268,bug2268,23,fairfuzz-0-exid1
1902,bug1902,23,fairfuzz-0-exid1
994,bug994,23,fairfuzz-0-exid1
100,bug100,48,symcc-0-exid1
2131,bug2131,48,symcc-0-exid1
2793,bug2793,61,fairfuzz-0-exid1
1054,bug1054,61,fairfuzz-0-exid1
33,bug33,128,fairfuzz-0-exid1
1233,bug1233,128,fairfuzz-0-exid1
1519,bug1519,140,aflplusplus-0-exid1
448,bug448,140,aflplusplus-0-exid1
116,bug116,155,fairfuzz-0-exid1
2144,bug2144,155,fairfuzz-0-exid1
2576,bug2576,164,aflplusplus-0-exid1
749,bug749,164,aflplusplus-0-exid1
82,bug82,186,fairfuzz-0-exid1
2119,bug2119,186,fairfuzz-0-exid1
1135,bug1135,190,symcc-0-exid1
2854,bug2854,190,symcc-0-exid1
2002,bug2002,190,symcc-0-exid1
2127,bug2127,226,fairfuzz-0-exid1
93,bug93,226,fairfuzz-0-exid1
1115,bug1115,226,fairfuzz-0-exid1
2840,bug2840,226,fairfuzz-0-exid1
934,bug934,240,fairfuzz-0-exid1
2708,bug2708,240,fairfuzz-0-exid1
1593,bug1593,263,mopt-0-exid1
555,bug555,263,mopt-0-exid1
2676,bug2676,383,fairfuzz-0-exid1
883,bug883,383,fairfuzz-0-exid1
642,bug642,395,fairfuzz-0-exid1
2501,bug2501,395,fairfuzz-0-exid1
483,bug483,401,fairfuzz-0-exid1
2391,bug2391,401,fairfuzz-0-exid1
2882,bug2882,411,fairfuzz-0-exid1
1175,bug1175,411,fairfuzz-0-exid1
631,bug631,412,symcc-0-exid1
2495,bug2495,412,symcc-0-exid1
1616,bug1616,443,mopt-0-exid1
589,bug589,443,mopt-0-exid1
2465,bug2465,443,mopt-0-exid1
678,bug678,448,symcc-0-exid1
2156,bug2156,473,symcc-0-exid1
132,bug132,473,symcc-0-exid1
1230,bug1230,507,symcc-0-exid1
29,bug29,507,symcc-0-exid1
2080,bug2080,507,symcc-0-exid1
425,bug425,566,symcc-0-exid1
2355,bug2355,566,symcc-0-exid1
2402,bug2402,656,fairfuzz-0-exid1
496,bug496,656,fairfuzz-0-exid1
1198,bug1198,659,mopt-0-exid1
2277,bug2277,698,fairfuzz-0-exid1
319,bug319,698,fairfuzz-0-exid1
334,bug334,712,fairfuzz-0-exid1
2288,bug2288,712,fairfuzz-0-exid1
568,bug568,758,mopt-0-exid1
806,bug806,794,fairfuzz-0-exid1
2613,bug2613,794,fairfuzz-0-exid1
1193,bug1193,805,fairfuzz-0-exid1
2898,bug2898,805,fairfuzz-0-exid1
696,bug696,823,fairfuzz-0-exid1
2538,bug2538,823,fairfuzz-0-exid1
2335,bug2335,826,symcc-0-exid1
398,bug398,826,symcc-0-exid1
2354,bug2354,834,symcc-0-exid1
424,bug424,834,symcc-0-exid1
1355,bug1355,853,symcc-0-exid1
205,bug205,853,symcc-0-exid1
170,bug170,882,aflplusplus-0-exid1
1334,bug1334,882,aflplusplus-0-exid1
2055,bug2055,882,aflplusplus-0-exid1
172,bug172,882,aflplusplus-0-exid1
601,bug601,940,symcc-0-exid1
2251,bug2251,948,fairfuzz-0-exid1
275,bug275,948,fairfuzz-0-exid1
2234,bug2234,974,symcc-0-exid1
250,bug250,974,symcc-0-exid1
385,bug385,1001,symcc-0-exid1
2326,bug2326,1001,symcc-0-exid1
1477,bug1477,1013,symcc-0-exid1
2327,bug2327,1013,symcc-0-exid1
2953,bug2953,1258,fairfuzz-0-exid1
2275,bug2275,1258,fairfuzz-0-exid1
317,bug317,1258,fairfuzz-0-exid1
2585,bug2585,1267,fairfuzz-0-exid1
760,bug760,1267,fairfuzz-0-exid1
797,bug797,1357,mopt-0-exid1
