,crash_id,discovery_time,fuzzer
1092,bug1092,3,mopt-0-exid2
3087,bug3087,34,fairfuzz-0-exid2
1171,bug1171,34,fairfuzz-0-exid2
145,bug145,44,fairfuzz-0-exid2
2362,bug2362,44,fairfuzz-0-exid2
2398,bug2398,44,fairfuzz-0-exid2
188,bug188,44,fairfuzz-0-exid2
1498,bug1498,46,symcc-0-exid2
213,bug213,46,symcc-0-exid2
13,bug13,46,symcc-0-exid2
1360,bug1360,46,symcc-0-exid2
638,bug638,46,symcc-0-exid2
1785,bug1785,46,symcc-0-exid2
44,bug44,46,symcc-0-exid2
1384,bug1384,46,symcc-0-exid2
1220,bug1220,46,symcc-0-exid2
2175,bug2175,46,symcc-0-exid2
1021,bug1021,46,symcc-0-exid2
2973,bug2973,46,symcc-0-exid2
1946,bug1946,53,fairfuzz-0-exid2
897,bug897,53,fairfuzz-0-exid2
2330,bug2330,67,fairfuzz-0-exid2
99,bug99,67,fairfuzz-0-exid2
2410,bug2410,73,symcc-0-exid2
203,bug203,73,symcc-0-exid2
1491,bug1491,73,symcc-0-exid2
297,bug297,78,symcc-0-exid2
2478,bug2478,78,symcc-0-exid2
1642,bug1642,82,fairfuzz-0-exid2
411,bug411,82,fairfuzz-0-exid2
789,bug789,86,fairfuzz-0-exid2
2811,bug2811,86,fairfuzz-0-exid2
2162,bug2162,105,symcc-0-exid2
3106,bug3106,105,symcc-0-exid2
1203,bug1203,105,symcc-0-exid2
34,bug34,107,fairfuzz-0-exid2
2288,bug2288,107,fairfuzz-0-exid2
2346,bug2346,110,fairfuzz-0-exid2
128,bug128,110,fairfuzz-0-exid2
1628,bug1628,122,fairfuzz-0-exid2
393,bug393,122,fairfuzz-0-exid2
54,bug54,125,symcc-0-exid2
2302,bug2302,125,symcc-0-exid2
987,bug987,146,symcc-0-exid2
2951,bug2951,146,symcc-0-exid2
2013,bug2013,146,symcc-0-exid2
1094,bug1094,150,aflplusplus-0-exid2
2085,bug2085,150,aflplusplus-0-exid2
300,bug300,150,aflplusplus-0-exid2
1558,bug1558,150,aflplusplus-0-exid2
2054,bug2054,158,fairfuzz-0-exid2
1047,bug1047,158,fairfuzz-0-exid2
2994,bug2994,158,fairfuzz-0-exid2
367,bug367,159,fairfuzz-0-exid2
2533,bug2533,159,fairfuzz-0-exid2
2715,bug2715,160,fairfuzz-0-exid2
644,bug644,160,fairfuzz-0-exid2
698,bug698,175,fairfuzz-0-exid2
2749,bug2749,175,fairfuzz-0-exid2
2983,bug2983,177,fairfuzz-0-exid2
1035,bug1035,177,fairfuzz-0-exid2
869,bug869,179,fairfuzz-0-exid2
1930,bug1930,179,fairfuzz-0-exid2
1156,bug1156,183,fairfuzz-0-exid2
3078,bug3078,183,fairfuzz-0-exid2
3130,bug3130,184,fairfuzz-0-exid2
1238,bug1238,184,fairfuzz-0-exid2
259,bug259,200,mopt-0-exid2
314,bug314,202,mopt-0-exid2
577,bug577,210,fairfuzz-0-exid2
2670,bug2670,210,fairfuzz-0-exid2
2887,bug2887,210,symcc-0-exid2
901,bug901,210,symcc-0-exid2
2771,bug2771,217,symcc-0-exid2
730,bug730,217,symcc-0-exid2
1083,bug1083,238,mopt-0-exid2
1019,bug1019,243,symcc-0-exid2
2971,bug2971,243,symcc-0-exid2
1196,bug1196,244,symcc-0-exid2
