,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
193,2894,2899668710,afl-0-exid22,afl,600,6d4780dc00ec74bba2a2593845dd93669976703e0afaf6ca41a7a53b6190af1a,crash,193,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
44,2894,2899668710,afl-0-exid22,afl,600,6d4780dc00ec74bba2a2593845dd93669976703e0afaf6ca41a7a53b6190af1a,crash,44,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
91,5318,2899668710,afl-0-exid22,afl,4310,d25116f178e2f52b6eddf55c9b527afee9be985de9741e7ad32daefec38e2ad7,crash,91,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
189,5479,3498104827,fairfuzz-0-exid22,fairfuzz,4861,ba539ea9d98ffe7f546ccfd072e5cc535845f1d8d347c118bec992ec4af194a4,crash,189,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
33,5479,3498104827,fairfuzz-0-exid22,fairfuzz,4861,ba539ea9d98ffe7f546ccfd072e5cc535845f1d8d347c118bec992ec4af194a4,crash,33,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
236,6939,4229826230,aflplusplus-0-exid22,aflplusplus,14576,f6caadd37e411cffb4f3c98c6985a895b57fa8df62bf75b91e5cd2940d07301d,crash,236,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
118,6939,4229826230,aflplusplus-0-exid22,aflplusplus,14576,f6caadd37e411cffb4f3c98c6985a895b57fa8df62bf75b91e5cd2940d07301d,crash,118,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
29,7181,3498104827,fairfuzz-0-exid22,fairfuzz,17185,7abc6349880c3fb35e73799e0420124330585fc761bab08287f16ed82158bd9e,crash,29,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
141,7861,2899668710,afl-0-exid22,afl,36826,3d5d5e96fb7bb7aa9394b1aa621d78efd954c5c94376782dd105b602c5cf1656,crash,141,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
50,7861,2899668710,afl-0-exid22,afl,36826,3d5d5e96fb7bb7aa9394b1aa621d78efd954c5c94376782dd105b602c5cf1656,crash,50,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
147,7970,3498104827,fairfuzz-0-exid22,fairfuzz,41851,c85d835ba49e732b6fe53310d8f2ad8b1b084b254d639aaa1990581a23d63e30,crash,147,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
62,7970,3498104827,fairfuzz-0-exid22,fairfuzz,41851,c85d835ba49e732b6fe53310d8f2ad8b1b084b254d639aaa1990581a23d63e30,crash,62,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
205,8603,1348730159,aflfast-0-exid22,aflfast,71288,58aed9e43b8b0318b6719ca4d4afc60e84e6d82ef43cff54fbc40f36c1323858,crash,205,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
67,8603,1348730159,aflfast-0-exid22,aflfast,71288,58aed9e43b8b0318b6719ca4d4afc60e84e6d82ef43cff54fbc40f36c1323858,crash,67,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
