,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
1878,3023,1568238717,symcc-0-exid3,symcc,1083,8f39a49b6c32a76b2f669ad72bf8f76f0cf5bdba1f94e648640bdf127cce3fea,crash,1878,SEGV,20342dca7c121d150537a553601f2cff,tsan,fca,nm
94,3023,1568238717,symcc-0-exid3,symcc,1083,8f39a49b6c32a76b2f669ad72bf8f76f0cf5bdba1f94e648640bdf127cce3fea,crash,94,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fca,nm
1067,3023,1568238717,symcc-0-exid3,symcc,1083,8f39a49b6c32a76b2f669ad72bf8f76f0cf5bdba1f94e648640bdf127cce3fea,crash,1067,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fca,nm
754,3865,1562493285,mopt-0-exid3,mopt,1452,4c5bcbccee4e58e217a6724ca635329cddd847578deea310bd416409a14e97ec,crash,754,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan,fca,nm
349,4453,1562493285,mopt-0-exid3,mopt,1761,8b9c52aa7bb0d2ad43151b6cdacce767015847c7969ed06906cced80f8cd9c74,crash,349,heap-buffer-overflow,5d2f29e901a6016e7d55804ebb557c1a,asan,fca,nm
395,6493,1568238717,symcc-0-exid3,symcc,3054,ff29ee96f3976cf9aa69f32658878f59734237672dfa459767d800f4cbf23577,crash,395,SEGV,68fd76a6b2da08e5dd8090d924d89977,asan,fca,nm
1321,6493,1568238717,symcc-0-exid3,symcc,3054,ff29ee96f3976cf9aa69f32658878f59734237672dfa459767d800f4cbf23577,crash,1321,SEGV,68fd76a6b2da08e5dd8090d924d89977,msan,fca,nm
2132,6493,1568238717,symcc-0-exid3,symcc,3054,ff29ee96f3976cf9aa69f32658878f59734237672dfa459767d800f4cbf23577,crash,2132,SEGV,722cb0d0166bee970f9ef07787900c9a,tsan,fca,nm
229,6657,1568238717,symcc-0-exid3,symcc,3143,ff87e664633d7a3940fdea9a76c521a8aa36380411555b28caa8a62cba615551,crash,229,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,asan,fca,nm
1184,6657,1568238717,symcc-0-exid3,symcc,3143,ff87e664633d7a3940fdea9a76c521a8aa36380411555b28caa8a62cba615551,crash,1184,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,msan,fca,nm
1995,6657,1568238717,symcc-0-exid3,symcc,3143,ff87e664633d7a3940fdea9a76c521a8aa36380411555b28caa8a62cba615551,crash,1995,SEGV,d68ef8a660bb62fd4346463a27e8b6bb,tsan,fca,nm
2641,6658,948101125,fairfuzz-0-exid3,fairfuzz,3147,60ed5316404947f65bea1cab99ce85349a3e79e03540074496061bcce3153168,crash,2641,SEGV,68fd76a6b2da08e5dd8090d924d89977,ubsan,fca,nm
2239,6751,948101125,fairfuzz-0-exid3,fairfuzz,3222,8eae2a360895f742d2f63c2f3e9cde0d8e6aa58c6e7eb7f07e2549c7dcf7eba6,crash,2239,SEGV,87aaa85249fb7e63506af5d72c3f26c5,tsan,fca,nm
530,6751,948101125,fairfuzz-0-exid3,fairfuzz,3222,8eae2a360895f742d2f63c2f3e9cde0d8e6aa58c6e7eb7f07e2549c7dcf7eba6,crash,530,SEGV,c66b2c326db349ab6561d6b782d2ab8f,asan,fca,nm
1427,6751,948101125,fairfuzz-0-exid3,fairfuzz,3222,8eae2a360895f742d2f63c2f3e9cde0d8e6aa58c6e7eb7f07e2549c7dcf7eba6,crash,1427,SEGV,c66b2c326db349ab6561d6b782d2ab8f,msan,fca,nm
2666,6751,948101125,fairfuzz-0-exid3,fairfuzz,3222,8eae2a360895f742d2f63c2f3e9cde0d8e6aa58c6e7eb7f07e2549c7dcf7eba6,crash,2666,SEGV,c66b2c326db349ab6561d6b782d2ab8f,ubsan,fca,nm
2633,6806,948101125,fairfuzz-0-exid3,fairfuzz,3235,a96a10011fa3f55c75ff1321ae7c76101e85623b224f3eee0f2f211905b571da,crash,2633,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,ubsan,fca,nm
57,6860,948101125,fairfuzz-0-exid3,fairfuzz,3248,901382e20e56d4186e65203fa9d37e05b538d03e08b0a739b9e3027bc74e96b8,crash,57,heap-buffer-overflow,87aaa85249fb7e63506af5d72c3f26c5,asan,fca,nm
334,6953,948101125,fairfuzz-0-exid3,fairfuzz,3313,48acc78d9e9669abf51a33973574a4d0d2bafc96d18d6152e23871884d9c1c99,crash,334,SEGV,6e0fa39f1d3feba6c840a1360aee200c,asan,fca,nm
1269,6953,948101125,fairfuzz-0-exid3,fairfuzz,3313,48acc78d9e9669abf51a33973574a4d0d2bafc96d18d6152e23871884d9c1c99,crash,1269,SEGV,6e0fa39f1d3feba6c840a1360aee200c,msan,fca,nm
