,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
487,1372,2920794009,mopt-0-exid0,mopt,459,dc337bdafe1600cedfc6656f162da44d5f302cda7470359c6707ff0c0425dbc8,crash,487,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan
1790,4237,3042700829,fairfuzz-0-exid0,fairfuzz,1633,8f80b2599607b4838076718d91ba5e93b93d8b8d93139570ec0d8d929ed2e494,crash,1790,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
526,4237,3042700829,fairfuzz-0-exid0,fairfuzz,1633,8f80b2599607b4838076718d91ba5e93b93d8b8d93139570ec0d8d929ed2e494,crash,526,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
35,4239,3042700829,fairfuzz-0-exid0,fairfuzz,1634,05db5a2e88f99a062fe140cf5e478cdcab26ae312a94191c5ac58bd8d9b4cef9,crash,35,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
1334,4239,3042700829,fairfuzz-0-exid0,fairfuzz,1634,05db5a2e88f99a062fe140cf5e478cdcab26ae312a94191c5ac58bd8d9b4cef9,crash,1334,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
270,4240,3042700829,fairfuzz-0-exid0,fairfuzz,1634,d479d66cf980ca8e73c65a850e8bbb0b8e60e306fc82eb6d34f1e046270516e1,crash,270,SEGV,32792956b9c80ab5079b134198ca61b8,asan
1553,4240,3042700829,fairfuzz-0-exid0,fairfuzz,1634,d479d66cf980ca8e73c65a850e8bbb0b8e60e306fc82eb6d34f1e046270516e1,crash,1553,SEGV,5130600714e96c95bd2bccd69d07f496,msan
2392,4242,3042700829,fairfuzz-0-exid0,fairfuzz,1634,8e06ec83911aaf44b3c395af468ff17b492db161cfcfcd1c87c76c5caf553bc6,crash,2392,SEGV,0646f8dc98605131cbd13c096e45cad3,msan
1171,4242,3042700829,fairfuzz-0-exid0,fairfuzz,1634,8e06ec83911aaf44b3c395af468ff17b492db161cfcfcd1c87c76c5caf553bc6,crash,1171,SEGV,e962321310000bd8f0df569f7feedb44,asan
833,4248,3042700829,fairfuzz-0-exid0,fairfuzz,1639,71d2eccf97eabc9db8e67ba6580a8fbddfbd0c9daa8114d957748ee484f414e1,crash,833,SEGV,036970cadbf3539a826ad22b62f77d20,asan
2081,4248,3042700829,fairfuzz-0-exid0,fairfuzz,1639,71d2eccf97eabc9db8e67ba6580a8fbddfbd0c9daa8114d957748ee484f414e1,crash,2081,SEGV,0ab214692ecb89468e279d02fe53320c,msan
1956,6048,3042700829,fairfuzz-0-exid0,fairfuzz,2334,5874442a24455fe8fb0983b2ed8712e317a1a93782c2e974c842b352a9e071c0,crash,1956,SEGV,256ad76866adde9d37ca50311ea1abd5,msan
3155,6048,3042700829,fairfuzz-0-exid0,fairfuzz,2334,5874442a24455fe8fb0983b2ed8712e317a1a93782c2e974c842b352a9e071c0,crash,3155,SEGV,2d91054c9de94c5eca7ef99745635aa8,tsan
696,6048,3042700829,fairfuzz-0-exid0,fairfuzz,2334,5874442a24455fe8fb0983b2ed8712e317a1a93782c2e974c842b352a9e071c0,crash,696,SEGV,ce1c3f8054615abe83908e2e72ffea66,asan
3327,6477,861184505,symcc-0-exid0,symcc,2520,796afcc8436b863df15851f63117a5561432e5cbbdc36541e6d78b53f0b9266a,crash,3327,SEGV,0f44695389213eaaa9d22f82e4a1bbdc,tsan
886,6477,861184505,symcc-0-exid0,symcc,2520,796afcc8436b863df15851f63117a5561432e5cbbdc36541e6d78b53f0b9266a,crash,886,SEGV,189d3af2d351e4a957a2cdee6427f4fd,asan
804,6739,3042700829,fairfuzz-0-exid0,fairfuzz,2640,477697441e750fc7a61bcbb4571b04873ace4d5bf46c0424d42b94f55b82c002,crash,804,SEGV,5ae32016c91ba99ef4545e0f2a6c42dd,asan
2053,6739,3042700829,fairfuzz-0-exid0,fairfuzz,2640,477697441e750fc7a61bcbb4571b04873ace4d5bf46c0424d42b94f55b82c002,crash,2053,SEGV,e47d8c0bac54f00eadd6e1e2e3662c65,msan
