,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
1118,2870,3290337427,fairfuzz-0-exid22,fairfuzz,806,8b003a8e14dea907d309a934e15895f3c383f448a3e37b3697331f805959b917,crash,1118,SEGV,ac97f97bc7c486825473741fc4d88548,asan,fcb,nm
2878,2870,3290337427,fairfuzz-0-exid22,fairfuzz,806,8b003a8e14dea907d309a934e15895f3c383f448a3e37b3697331f805959b917,crash,2878,SEGV,cd65f36d3a2669d55a4f7c4695ddb7cf,tsan,fcb,nm
1991,2870,3290337427,fairfuzz-0-exid22,fairfuzz,806,8b003a8e14dea907d309a934e15895f3c383f448a3e37b3697331f805959b917,crash,1991,SEGV,f0f342bb14e9e6e68dd08d6238202490,msan,fcb,nm
1056,2947,3290337427,fairfuzz-0-exid22,fairfuzz,832,769668499b754c59f8e1b92a70f6e677c66ff8afc1b4bd5083bbb82c42076e63,crash,1056,SEGV,31fdadb70cea93ae8e5fc42f7429577c,asan,fcb,nm
2832,2947,3290337427,fairfuzz-0-exid22,fairfuzz,832,769668499b754c59f8e1b92a70f6e677c66ff8afc1b4bd5083bbb82c42076e63,crash,2832,SEGV,3eb5851e990e6e543e3861801339bdd6,tsan,fcb,nm
2474,3388,3290337427,fairfuzz-0-exid22,fairfuzz,1048,40165e03469dbdbc01b73d93d7ecad4536b04310507ea3ba9d6d2f5a32cb9457,crash,2474,SEGV,20342dca7c121d150537a553601f2cff,tsan,fcb,nm
534,3388,3290337427,fairfuzz-0-exid22,fairfuzz,1048,40165e03469dbdbc01b73d93d7ecad4536b04310507ea3ba9d6d2f5a32cb9457,crash,534,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fcb,nm
1629,3388,3290337427,fairfuzz-0-exid22,fairfuzz,1048,40165e03469dbdbc01b73d93d7ecad4536b04310507ea3ba9d6d2f5a32cb9457,crash,1629,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fcb,nm
1122,3399,3290337427,fairfuzz-0-exid22,fairfuzz,1049,8af52df577a359823166c6a4c6a009cfcdc57ccfe5ff064f542c19d9e6b15f29,crash,1122,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fcb,nm
1994,3399,3290337427,fairfuzz-0-exid22,fairfuzz,1049,8af52df577a359823166c6a4c6a009cfcdc57ccfe5ff064f542c19d9e6b15f29,crash,1994,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fcb,nm
2881,3399,3290337427,fairfuzz-0-exid22,fairfuzz,1049,8af52df577a359823166c6a4c6a009cfcdc57ccfe5ff064f542c19d9e6b15f29,crash,2881,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fcb,nm
256,4806,3290337427,fairfuzz-0-exid22,fairfuzz,1613,367b1e87fe0dd6e7f1d1a7576e4396bb031435621f7fd2748676a537eccc8ccd,crash,256,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fcb,nm
1443,4806,3290337427,fairfuzz-0-exid22,fairfuzz,1613,367b1e87fe0dd6e7f1d1a7576e4396bb031435621f7fd2748676a537eccc8ccd,crash,1443,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fcb,nm
2269,4806,3290337427,fairfuzz-0-exid22,fairfuzz,1613,367b1e87fe0dd6e7f1d1a7576e4396bb031435621f7fd2748676a537eccc8ccd,crash,2269,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fcb,nm
1487,4808,3290337427,fairfuzz-0-exid22,fairfuzz,1613,31b5d06fa948487b39a4915fbc3212fe3891fbdadc53c364015623de6dafe6e5,crash,1487,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan,fcb,nm
2316,4808,3290337427,fairfuzz-0-exid22,fairfuzz,1613,31b5d06fa948487b39a4915fbc3212fe3891fbdadc53c364015623de6dafe6e5,crash,2316,SEGV,6128f51c6c406ea6fb7c22ab72995672,tsan,fcb,nm
317,4808,3290337427,fairfuzz-0-exid22,fairfuzz,1613,31b5d06fa948487b39a4915fbc3212fe3891fbdadc53c364015623de6dafe6e5,crash,317,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan,fcb,nm
1575,4821,3290337427,fairfuzz-0-exid22,fairfuzz,1617,330d0c2110c8a2741125749faafa0d3d2ec5b7848265c1287d15db84f684e775,crash,1575,SEGV,0646f8dc98605131cbd13c096e45cad3,msan,fcb,nm
2412,4821,3290337427,fairfuzz-0-exid22,fairfuzz,1617,330d0c2110c8a2741125749faafa0d3d2ec5b7848265c1287d15db84f684e775,crash,2412,SEGV,0646f8dc98605131cbd13c096e45cad3,tsan,fcb,nm
452,4821,3290337427,fairfuzz-0-exid22,fairfuzz,1617,330d0c2110c8a2741125749faafa0d3d2ec5b7848265c1287d15db84f684e775,crash,452,SEGV,e962321310000bd8f0df569f7feedb44,asan,fcb,nm
942,4828,3290337427,fairfuzz-0-exid22,fairfuzz,1621,b3a37c68a7af208c7a18eb5e2d3f859052d7b981ad1f38cd4425632a63e69d05,crash,942,SEGV,76963e8d3021a3a3740288656624dc7e,asan,fcb,nm
1871,4828,3290337427,fairfuzz-0-exid22,fairfuzz,1621,b3a37c68a7af208c7a18eb5e2d3f859052d7b981ad1f38cd4425632a63e69d05,crash,1871,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan,fcb,nm
2749,4828,3290337427,fairfuzz-0-exid22,fairfuzz,1621,b3a37c68a7af208c7a18eb5e2d3f859052d7b981ad1f38cd4425632a63e69d05,crash,2749,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,tsan,fcb,nm
2639,4981,3290337427,fairfuzz-0-exid22,fairfuzz,1689,23dfad5a8ac14794becaa2c94fad761068b70275b086dcab32fc5d6d87f541e9,crash,2639,SEGV,29c9bea4133ee9c945c5692f13ce2abb,tsan,fcb,nm
785,4981,3290337427,fairfuzz-0-exid22,fairfuzz,1689,23dfad5a8ac14794becaa2c94fad761068b70275b086dcab32fc5d6d87f541e9,crash,785,SEGV,fd034a6edf6c2fa2bf0cf8afe6ed5cf5,asan,fcb,nm
1773,4981,3290337427,fairfuzz-0-exid22,fairfuzz,1689,23dfad5a8ac14794becaa2c94fad761068b70275b086dcab32fc5d6d87f541e9,crash,1773,SEGV,fd034a6edf6c2fa2bf0cf8afe6ed5cf5,msan,fcb,nm
467,5003,3290337427,fairfuzz-0-exid22,fairfuzz,1697,8f746503a40aac87ba55ba7db43284193af32ed94aba2e0da3de90386d71d934,crash,467,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan,fcb,nm
1583,5003,3290337427,fairfuzz-0-exid22,fairfuzz,1697,8f746503a40aac87ba55ba7db43284193af32ed94aba2e0da3de90386d71d934,crash,1583,SEGV,0c22f5df8527d37af8fb39cf84536a5f,msan,fcb,nm
2421,5003,3290337427,fairfuzz-0-exid22,fairfuzz,1697,8f746503a40aac87ba55ba7db43284193af32ed94aba2e0da3de90386d71d934,crash,2421,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan,fcb,nm
