,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
1076,2137,3632980559,fairfuzz-0-exid21,fairfuzz,647,9420a1b9cb262b8339b611ebc2051a082f6653b63129ef0ec94e3ccd53014dd7,crash,1076,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,asan,fcb,nm
2273,2137,3632980559,fairfuzz-0-exid21,fairfuzz,647,9420a1b9cb262b8339b611ebc2051a082f6653b63129ef0ec94e3ccd53014dd7,crash,2273,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,msan,fcb,nm
3450,2137,3632980559,fairfuzz-0-exid21,fairfuzz,647,9420a1b9cb262b8339b611ebc2051a082f6653b63129ef0ec94e3ccd53014dd7,crash,3450,SEGV,d68ef8a660bb62fd4346463a27e8b6bb,tsan,fcb,nm
408,3453,2152956751,afl-0-exid21,afl,1062,5e493a09dcc7a936ff09756ba2821572165df43f260aa2bb31559613066df1c2,crash,408,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fcb,nm
1686,3453,2152956751,afl-0-exid21,afl,1062,5e493a09dcc7a936ff09756ba2821572165df43f260aa2bb31559613066df1c2,crash,1686,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fcb,nm
2858,3453,2152956751,afl-0-exid21,afl,1062,5e493a09dcc7a936ff09756ba2821572165df43f260aa2bb31559613066df1c2,crash,2858,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fcb,nm
2549,4022,3632980559,fairfuzz-0-exid21,fairfuzz,1321,af5f3ece8ea10c2780015bc2ae1b093e3826ef0e7948c7657ea353abbd963006,crash,2549,SEGV,20342dca7c121d150537a553601f2cff,tsan,fcb,nm
73,4022,3632980559,fairfuzz-0-exid21,fairfuzz,1321,af5f3ece8ea10c2780015bc2ae1b093e3826ef0e7948c7657ea353abbd963006,crash,73,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fcb,nm
1381,4022,3632980559,fairfuzz-0-exid21,fairfuzz,1321,af5f3ece8ea10c2780015bc2ae1b093e3826ef0e7948c7657ea353abbd963006,crash,1381,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fcb,nm
154,4038,3632980559,fairfuzz-0-exid21,fairfuzz,1327,e1d515cf6ad820aac780cc77bbeea67f0e9bc3ad27ead9771479136dae49c620,crash,154,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fcb,nm
