,crash_id,discovery_time,fuzzer
3444,bug3444,7,fairfuzz-0-exid0
968,bug968,7,fairfuzz-0-exid0
1332,bug1332,15,mopt-0-exid0
1953,bug1953,17,symcc-0-exid0
565,bug565,17,symcc-0-exid0
208,bug208,17,symcc-0-exid0
1681,bug1681,17,symcc-0-exid0
623,bug623,17,symcc-0-exid0
2001,bug2001,17,symcc-0-exid0
2043,bug2043,18,symcc-0-exid0
673,bug673,18,symcc-0-exid0
1167,bug1167,19,symcc-0-exid0
2411,bug2411,19,symcc-0-exid0
997,bug997,22,fairfuzz-0-exid0
2285,bug2285,22,fairfuzz-0-exid0
304,bug304,22,fairfuzz-0-exid0
1754,bug1754,22,fairfuzz-0-exid0
297,bug297,22,fairfuzz-0-exid0
1749,bug1749,22,fairfuzz-0-exid0
112,bug112,22,fairfuzz-0-exid0
1600,bug1600,22,fairfuzz-0-exid0
20,bug20,25,symcc-0-exid0
2698,bug2698,25,symcc-0-exid0
2899,bug2899,26,symcc-0-exid0
265,bug265,26,symcc-0-exid0
815,bug815,30,symcc-0-exid0
3329,bug3329,30,symcc-0-exid0
1426,bug1426,34,symcc-0-exid0
3804,bug3804,34,symcc-0-exid0
1228,bug1228,34,symcc-0-exid0
2456,bug2456,34,symcc-0-exid0
2052,bug2052,36,fairfuzz-0-exid0
683,bug683,36,fairfuzz-0-exid0
1454,bug1454,39,fairfuzz-0-exid0
3827,bug3827,39,fairfuzz-0-exid0
2693,bug2693,41,fairfuzz-0-exid0
15,bug15,41,fairfuzz-0-exid0
808,bug808,43,fairfuzz-0-exid0
3325,bug3325,43,fairfuzz-0-exid0
3318,bug3318,44,symcc-0-exid0
800,bug800,44,symcc-0-exid0
120,bug120,54,fairfuzz-0-exid0
2779,bug2779,54,fairfuzz-0-exid0
307,bug307,58,symcc-0-exid0
2933,bug2933,58,symcc-0-exid0
951,bug951,59,fairfuzz-0-exid0
3431,bug3431,59,fairfuzz-0-exid0
2877,bug2877,67,symcc-0-exid0
238,bug238,67,symcc-0-exid0
1423,bug1423,80,symcc-0-exid0
2607,bug2607,80,symcc-0-exid0
3908,bug3908,80,symcc-0-exid0
3801,bug3801,80,symcc-0-exid0
2385,bug2385,94,fairfuzz-0-exid0
1133,bug1133,94,fairfuzz-0-exid0
2794,bug2794,98,fairfuzz-0-exid0
136,bug136,98,fairfuzz-0-exid0
3203,bug3203,114,fairfuzz-0-exid0
652,bug652,114,fairfuzz-0-exid0
736,bug736,115,mopt-0-exid0
3270,bug3270,115,mopt-0-exid0
3547,bug3547,116,fairfuzz-0-exid0
1096,bug1096,116,fairfuzz-0-exid0
3640,bug3640,118,symcc-0-exid0
1219,bug1219,118,symcc-0-exid0
850,bug850,126,mopt-0-exid0
1429,bug1429,134,fairfuzz-0-exid0
3806,bug3806,134,fairfuzz-0-exid0
2612,bug2612,134,fairfuzz-0-exid0
3477,bug3477,134,fairfuzz-0-exid0
1006,bug1006,134,fairfuzz-0-exid0
583,bug583,145,fairfuzz-0-exid0
3376,bug3376,169,mopt-0-exid0
878,bug878,169,mopt-0-exid0
74,bug74,183,symcc-0-exid0
2740,bug2740,183,symcc-0-exid0
339,bug339,193,fairfuzz-0-exid0
2958,bug2958,193,fairfuzz-0-exid0
2922,bug2922,219,symcc-0-exid0
294,bug294,219,symcc-0-exid0
676,bug676,219,symcc-0-exid0
3224,bug3224,219,symcc-0-exid0
101,bug101,224,fairfuzz-0-exid0
3063,bug3063,228,symcc-0-exid0
469,bug469,228,symcc-0-exid0
1882,bug1882,228,symcc-0-exid0
3534,bug3534,233,aflplusplus-0-exid0
1078,bug1078,233,aflplusplus-0-exid0
2342,bug2342,233,aflplusplus-0-exid0
6,bug6,244,mopt-0-exid0
401,bug401,245,mopt-0-exid0
813,bug813,246,mopt-0-exid0
3328,bug3328,246,mopt-0-exid0
499,bug499,246,fairfuzz-0-exid0
3086,bug3086,246,fairfuzz-0-exid0
3115,bug3115,246,mopt-0-exid0
537,bug537,246,mopt-0-exid0
2374,bug2374,254,symcc-0-exid0
3902,bug3902,254,symcc-0-exid0
3,bug3,262,mopt-0-exid0
2286,bug2286,266,symcc-0-exid0
998,bug998,266,symcc-0-exid0
830,bug830,279,mopt-0-exid0
1358,bug1358,290,symcc-0-exid0
3749,bug3749,290,symcc-0-exid0
3648,bug3648,294,symcc-0-exid0
1231,bug1231,294,symcc-0-exid0
952,bug952,298,mopt-0-exid0
571,bug571,305,mopt-0-exid0
3139,bug3139,305,mopt-0-exid0
2707,bug2707,322,symcc-0-exid0
32,bug32,322,symcc-0-exid0
183,bug183,348,mopt-0-exid0
3343,bug3343,359,mopt-0-exid0
835,bug835,359,mopt-0-exid0
2812,bug2812,367,aflplusplus-0-exid0
3726,bug3726,372,mopt-0-exid0
1329,bug1329,372,mopt-0-exid0
3635,bug3635,402,fairfuzz-0-exid0
1212,bug1212,402,fairfuzz-0-exid0
2066,bug2066,402,fairfuzz-0-exid0
3245,bug3245,402,fairfuzz-0-exid0
698,bug698,402,fairfuzz-0-exid0
3304,bug3304,403,aflplusplus-0-exid0
782,bug782,403,aflplusplus-0-exid0
927,bug927,404,mopt-0-exid0
1396,bug1396,442,symcc-0-exid0
2588,bug2588,442,symcc-0-exid0
244,bug244,460,mopt-0-exid0
2883,bug2883,460,mopt-0-exid0
3881,bug3881,475,mopt-0-exid0
454,bug454,475,mopt-0-exid0
343,bug343,477,mopt-0-exid0
2084,bug2084,497,mopt-0-exid0
