,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
243,3114,1721967571,afl-0-exid20,afl,771,4b32c86d45c0771c7d4fb0b690c502bb496ff7bcd24116491a5a16cc16fa6702,crash,243,SEGV,31fdadb70cea93ae8e5fc42f7429577c,asan
2608,3114,1721967571,afl-0-exid20,afl,771,4b32c86d45c0771c7d4fb0b690c502bb496ff7bcd24116491a5a16cc16fa6702,crash,2608,SEGV,3eb5851e990e6e543e3861801339bdd6,tsan
1483,3114,1721967571,afl-0-exid20,afl,771,4b32c86d45c0771c7d4fb0b690c502bb496ff7bcd24116491a5a16cc16fa6702,crash,1483,SEGV,f0f342bb14e9e6e68dd08d6238202490,msan
2504,3264,1721967571,afl-0-exid20,afl,838,ceffb76192b1fdaffbc725b1d5e1403d2e71cceed2861fcd8219332c13762bec,crash,2504,SEGV,ac97f97bc7c486825473741fc4d88548,tsan
72,3457,4284486373,fairfuzz-0-exid20,fairfuzz,911,eefad172d8e07b0d27692c732678f92d2478a2ce6c65e5986bfaa92d09373205,crash,72,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan
2459,3457,4284486373,fairfuzz-0-exid20,fairfuzz,911,eefad172d8e07b0d27692c732678f92d2478a2ce6c65e5986bfaa92d09373205,crash,2459,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan
2489,3475,2648902940,aflfast-0-exid20,aflfast,924,488f08ab0c07a36ea725290b5bd6c8fd2c4e983e174e878ff99cb5f7a8fccc5a,crash,2489,SEGV,20342dca7c121d150537a553601f2cff,tsan
109,3475,2648902940,aflfast-0-exid20,aflfast,924,488f08ab0c07a36ea725290b5bd6c8fd2c4e983e174e878ff99cb5f7a8fccc5a,crash,109,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
791,3738,4284486373,fairfuzz-0-exid20,fairfuzz,1011,823bd89d16f1da2245a8147f61ed1fedbabb304b266cdaa10befe730948c1e71,crash,791,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,asan
3106,3738,4284486373,fairfuzz-0-exid20,fairfuzz,1011,823bd89d16f1da2245a8147f61ed1fedbabb304b266cdaa10befe730948c1e71,crash,3106,SEGV,d68ef8a660bb62fd4346463a27e8b6bb,tsan
678,3846,1721967571,afl-0-exid20,afl,1033,032d8f077385e7223fbf65d8c81d0b3c4d361526db264cb1c612313a4a39e160,crash,678,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
3005,3846,1721967571,afl-0-exid20,afl,1033,032d8f077385e7223fbf65d8c81d0b3c4d361526db264cb1c612313a4a39e160,crash,3005,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
3092,3907,1721967571,afl-0-exid20,afl,1044,dee6ca744fd7de5ba83b5ed345f125bbfed567d3b6237fa1221c1d95fa9e12d6,crash,3092,SEGV,20342dca7c121d150537a553601f2cff,tsan
774,3907,1721967571,afl-0-exid20,afl,1044,dee6ca744fd7de5ba83b5ed345f125bbfed567d3b6237fa1221c1d95fa9e12d6,crash,774,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
