,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
14,4810,1699835703,mopt-0-exid3,mopt,1697,327b4b293a4d2e59f2704816c1691d3c3c9d3f945abc6b181d70351164e54e06,crash,14,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
633,6261,3009536703,symcc-0-exid3,symcc,4276,135ba591b4c5a4b6da69899cc7fd05c55428c629f58199d7b224cf50a234ea20,crash,633,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
337,6261,3009536703,symcc-0-exid3,symcc,4276,135ba591b4c5a4b6da69899cc7fd05c55428c629f58199d7b224cf50a234ea20,crash,337,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
634,6412,821388403,aflplusplus-0-exid3,aflplusplus,5224,17cd84e814065d5bb3dee016146087f3fab8b2a4f1372d5bb9649d03288b8961,crash,634,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
384,6412,821388403,aflplusplus-0-exid3,aflplusplus,5224,17cd84e814065d5bb3dee016146087f3fab8b2a4f1372d5bb9649d03288b8961,crash,384,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
325,7372,1699835703,mopt-0-exid3,mopt,12772,ccd22b982c76334d14d206395543fcd02a4e909ba9b9a3ed1eb62d9f7201ba45,crash,325,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
630,7411,1699835703,mopt-0-exid3,mopt,13051,9a9e0677f4461ca61025160ce565291c5a78cd1b64c5274a9af602548b37224e,crash,630,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
626,9786,3009536703,symcc-0-exid3,symcc,51666,f94d94047de43898f2c5edc14330c5f22a203070811b20ca799a2aadc16ad57c,crash,626,SEGV,ba127fb63aa0f674b7835337994a5827,ubsan
119,9786,3009536703,symcc-0-exid3,symcc,51666,f94d94047de43898f2c5edc14330c5f22a203070811b20ca799a2aadc16ad57c,crash,119,heap-use-after-free,c35e68ad11ee23588788f0dd3a2c0d73,asan
518,10298,1699835703,mopt-0-exid3,mopt,69003,cea9193a4cbf931538e69ab219965db488867121538d239f13bc36e860a2d6e3,crash,518,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
179,10298,1699835703,mopt-0-exid3,mopt,69003,cea9193a4cbf931538e69ab219965db488867121538d239f13bc36e860a2d6e3,crash,179,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
7,10317,3009536703,symcc-0-exid3,symcc,69092,de1ba5e887f7f9819e9ddafa9491384d5402303b4f25c00d4f792857e5a57c58,crash,7,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
586,10436,3009536703,symcc-0-exid3,symcc,70821,e575a28899a733c2229eff4b2fd803c0c690ef715da9602baf9979ff4caef9b4,crash,586,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
577,10448,3009536703,symcc-0-exid3,symcc,70850,86648a9736f755c20da86044b0638d19e8322bc34639a4496db638ff2bd301d1,crash,577,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
331,10598,2489503249,fairfuzz-0-exid3,fairfuzz,72818,40a20e103c5c27572b8d6caf2faf25015e1dbbf7e56cc8b601a0a9372a874165,crash,331,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
635,10615,2489503249,fairfuzz-0-exid3,fairfuzz,73181,7c7b4247e79e6dfdd63804f90d6efc55e58c6a44378e46d54e7cb8e5fb9b8d22,crash,635,SEGV,b6805236842427b48c7aaccd83dca7b7,ubsan
608,10916,2489503249,fairfuzz-0-exid3,fairfuzz,78782,ded8820f8669aea20044c282f36a325582636d74991eb7300079edaabd1cac10,crash,608,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
548,10952,2489503249,fairfuzz-0-exid3,fairfuzz,78796,fbd5b0afc97d1c43ce257ef3faf5023322de1e80ffef1101e090aaf1f404282b,crash,548,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
524,11178,1699835703,mopt-0-exid3,mopt,85804,09028a9c5bd73e96c41702e0b9393c3ff9139a49f65303b6a03b6300e8c7c210,crash,524,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
