,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
1085,6530,2319477690,mopt-0-exid2,mopt,6458,f5eeaa411083b47ba0892747d4aee86f442775870a5a6327727cf2d64def040a,crash,1085,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
616,6530,2319477690,mopt-0-exid2,mopt,6458,f5eeaa411083b47ba0892747d4aee86f442775870a5a6327727cf2d64def040a,crash,616,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
726,6695,1550215988,symcc-0-exid2,symcc,7147,2efedc5b17932f5439e5bf345448b624cfa337440e606c6dc56df6fff878aa9c,crash,726,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
146,6695,1550215988,symcc-0-exid2,symcc,7147,2efedc5b17932f5439e5bf345448b624cfa337440e606c6dc56df6fff878aa9c,crash,146,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
840,7193,1689235740,fairfuzz-0-exid2,fairfuzz,8467,dbb39ae635db99ab190908ad4ce8773c673f65666e194dfb412b7fdd03acf87a,crash,840,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
286,7193,1689235740,fairfuzz-0-exid2,fairfuzz,8467,dbb39ae635db99ab190908ad4ce8773c673f65666e194dfb412b7fdd03acf87a,crash,286,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
742,7392,1689235740,fairfuzz-0-exid2,fairfuzz,9102,5527990d314fcd17b893c553efc3e1a180f8b723a9f6c5ae465d550a070d1703,crash,742,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
888,7512,2319477690,mopt-0-exid2,mopt,9195,a35d12e406dff5e0d7388afcc0da022d0f19849dda85b5ecdfa4c45c86b202f1,crash,888,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
846,7925,1550215988,symcc-0-exid2,symcc,10827,7847622d9d4fbd4558c46aef535f0ce4e607b883dd15925033a0bfaca3e03699,crash,846,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
935,9608,2319477690,mopt-0-exid2,mopt,27552,b1e35038bfebc6e2e7fef37ab74fd02c6bce980f275263bfac8781f9bc18bf1c,crash,935,SEGV,2240f99b7364454196a6e7fac2028d2b,tsan
1087,11029,2319477690,mopt-0-exid2,mopt,56460,77f5524827d1a32aa2ea1c1842400358c18534959660794315042868b545ba4d,crash,1087,SEGV,b6805236842427b48c7aaccd83dca7b7,ubsan
