,crash_id,discovery_time,fuzzer
487,bug487,7,mopt-0-exid0
1790,bug1790,27,fairfuzz-0-exid0
526,bug526,27,fairfuzz-0-exid0
35,bug35,27,fairfuzz-0-exid0
1334,bug1334,27,fairfuzz-0-exid0
270,bug270,27,fairfuzz-0-exid0
1553,bug1553,27,fairfuzz-0-exid0
2392,bug2392,27,fairfuzz-0-exid0
1171,bug1171,27,fairfuzz-0-exid0
833,bug833,27,fairfuzz-0-exid0
2081,bug2081,27,fairfuzz-0-exid0
1956,bug1956,38,fairfuzz-0-exid0
3155,bug3155,38,fairfuzz-0-exid0
696,bug696,38,fairfuzz-0-exid0
3327,bug3327,42,symcc-0-exid0
886,bug886,42,symcc-0-exid0
804,bug804,44,fairfuzz-0-exid0
2053,bug2053,44,fairfuzz-0-exid0
438,bug438,44,mopt-0-exid0
2915,bug2915,44,mopt-0-exid0
1205,bug1205,50,fairfuzz-0-exid0
2426,bug2426,50,fairfuzz-0-exid0
1062,bug1062,51,fairfuzz-0-exid0
3483,bug3483,51,fairfuzz-0-exid0
844,bug844,54,fairfuzz-0-exid0
2091,bug2091,54,fairfuzz-0-exid0
2772,bug2772,56,symcc-0-exid0
280,bug280,56,symcc-0-exid0
1559,bug1559,65,symcc-0-exid0
276,bug276,65,symcc-0-exid0
2750,bug2750,70,symcc-0-exid0
257,bug257,70,symcc-0-exid0
866,bug866,84,symcc-0-exid0
2112,bug2112,84,symcc-0-exid0
3153,bug3153,86,symcc-0-exid0
694,bug694,86,symcc-0-exid0
113,bug113,91,mopt-0-exid0
6,bug6,105,mopt-0-exid0
2522,bug2522,105,mopt-0-exid0
3188,bug3188,107,fairfuzz-0-exid0
731,bug731,107,fairfuzz-0-exid0
1365,bug1365,110,mopt-0-exid0
67,bug67,110,mopt-0-exid0
352,bug352,111,fairfuzz-0-exid0
2839,bug2839,111,fairfuzz-0-exid0
406,bug406,113,mopt-0-exid0
2887,bug2887,113,mopt-0-exid0
2653,bug2653,117,fairfuzz-0-exid0
151,bug151,117,fairfuzz-0-exid0
883,bug883,128,fairfuzz-0-exid0
2128,bug2128,128,fairfuzz-0-exid0
977,bug977,138,symcc-0-exid0
3411,bug3411,138,symcc-0-exid0
1721,bug1721,150,symcc-0-exid0
452,bug452,150,symcc-0-exid0
733,bug733,154,mopt-0-exid0
1289,bug1289,159,fairfuzz-0-exid0
3700,bug3700,159,fairfuzz-0-exid0
162,bug162,167,mopt-0-exid0
1450,bug1450,167,mopt-0-exid0
2664,bug2664,167,mopt-0-exid0
986,bug986,181,fairfuzz-0-exid0
3418,bug3418,181,fairfuzz-0-exid0
3612,bug3612,190,fairfuzz-0-exid0
1195,bug1195,190,fairfuzz-0-exid0
1301,bug1301,190,fairfuzz-0-exid0
940,bug940,191,fairfuzz-0-exid0
