,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
1502,2016,3928047879,mopt-0-exid1,mopt,939,b31188ee2475c2a34c5fb8f94de9b3f0e64ad18c29ca9dbcb81d3e0c356451fe,crash,1502,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan
4637,7935,267313669,symcc-0-exid1,symcc,4877,e694494846bd7e87cfe16cc1dfd9c97f19b68c2d9099797a3d3e1d106cf1d517,crash,4637,SEGV,527198ae5c79874a5feefded1f48a76c,tsan
1627,7935,267313669,symcc-0-exid1,symcc,4877,e694494846bd7e87cfe16cc1dfd9c97f19b68c2d9099797a3d3e1d106cf1d517,crash,1627,SEGV,b7cbc7c01387305c732b6767c988f3af,asan
3192,7995,3446670980,fairfuzz-0-exid1,fairfuzz,4924,313b1c05205d5af171a725ec7006d0477854addbc127e97e969ef9e1b3bd4d06,crash,3192,SEGV,527198ae5c79874a5feefded1f48a76c,tsan
134,7995,3446670980,fairfuzz-0-exid1,fairfuzz,4924,313b1c05205d5af171a725ec7006d0477854addbc127e97e969ef9e1b3bd4d06,crash,134,SEGV,b7cbc7c01387305c732b6767c988f3af,asan
710,8004,3446670980,fairfuzz-0-exid1,fairfuzz,4934,7e09bfdfa1ff9883f4f891e40a21b9bd9cfb9a28a70246b71a87b3b710e1dbbe,crash,710,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
2255,8004,3446670980,fairfuzz-0-exid1,fairfuzz,4934,7e09bfdfa1ff9883f4f891e40a21b9bd9cfb9a28a70246b71a87b3b710e1dbbe,crash,2255,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
1383,8566,267313669,symcc-0-exid1,symcc,5286,3719873c1cacb10d05a43d8d0561261a101725070ee4ace69eaaef84094db28e,crash,1383,SEGV,6e0fa39f1d3feba6c840a1360aee200c,asan
4401,8566,267313669,symcc-0-exid1,symcc,5286,3719873c1cacb10d05a43d8d0561261a101725070ee4ace69eaaef84094db28e,crash,4401,SEGV,c2cfeef2c6070754be4b70c7a1b1d613,tsan
2016,8960,3446670980,fairfuzz-0-exid1,fairfuzz,5605,e07eb29c92dd9fb94f9b80386f8ce9917717d02e4d24051e0b62f673204a2077,crash,2016,SEGV,19917527ce90725490278b5d692b3180,msan
420,8960,3446670980,fairfuzz-0-exid1,fairfuzz,5605,e07eb29c92dd9fb94f9b80386f8ce9917717d02e4d24051e0b62f673204a2077,crash,420,SEGV,c94bb713f0f0a7fb4aede620b334f639,asan
3469,8960,3446670980,fairfuzz-0-exid1,fairfuzz,5605,e07eb29c92dd9fb94f9b80386f8ce9917717d02e4d24051e0b62f673204a2077,crash,3469,SEGV,eccab81831e185f3e79d857c78357b1b,tsan
876,9565,267313669,symcc-0-exid1,symcc,5890,4d134504ec7f06b068ade1c505a401f12ae39028daa4775599ef1086feb3ae3c,crash,876,SEGV,32792956b9c80ab5079b134198ca61b8,asan
2389,9565,267313669,symcc-0-exid1,symcc,5890,4d134504ec7f06b068ade1c505a401f12ae39028daa4775599ef1086feb3ae3c,crash,2389,SEGV,5130600714e96c95bd2bccd69d07f496,msan
