,crash_id,discovery_time,fuzzer
154,bug154,12,mopt-0-exid3
246,bug246,33,fairfuzz-0-exid3
695,bug695,33,fairfuzz-0-exid3
68,bug68,51,symcc-0-exid3
324,bug324,51,symcc-0-exid3
267,bug267,52,fairfuzz-0-exid3
4,bug4,52,fairfuzz-0-exid3
226,bug226,54,mopt-0-exid3
10,bug10,103,symcc-0-exid3
494,bug494,103,symcc-0-exid3
205,bug205,142,fairfuzz-0-exid3
440,bug440,142,fairfuzz-0-exid3
169,bug169,216,symcc-0-exid3
633,bug633,216,symcc-0-exid3
722,bug722,216,symcc-0-exid3
410,bug410,216,symcc-0-exid3
512,bug512,220,symcc-0-exid3
290,bug290,220,symcc-0-exid3
201,bug201,225,symcc-0-exid3
436,bug436,225,symcc-0-exid3
206,bug206,311,mopt-0-exid3
172,bug172,317,fairfuzz-0-exid3
635,bug635,317,fairfuzz-0-exid3
74,bug74,345,symcc-0-exid3
329,bug329,345,symcc-0-exid3
403,bug403,347,fairfuzz-0-exid3
162,bug162,347,fairfuzz-0-exid3
539,bug539,374,symcc-0-exid3
678,bug678,404,fairfuzz-0-exid3
227,bug227,404,fairfuzz-0-exid3
441,bug441,404,fairfuzz-0-exid3
207,bug207,404,fairfuzz-0-exid3
155,bug155,406,fairfuzz-0-exid3
397,bug397,406,fairfuzz-0-exid3
28,bug28,407,fairfuzz-0-exid3
289,bug289,407,fairfuzz-0-exid3
255,bug255,410,fairfuzz-0-exid3
480,bug480,410,fairfuzz-0-exid3
710,bug710,499,symcc-0-exid3
252,bug252,609,fairfuzz-0-exid3
477,bug477,609,fairfuzz-0-exid3
269,bug269,651,symcc-0-exid3
6,bug6,651,symcc-0-exid3
29,bug29,716,mopt-0-exid3
218,bug218,730,mopt-0-exid3
9,bug9,731,mopt-0-exid3
144,bug144,769,fairfuzz-0-exid3
611,bug611,769,fairfuzz-0-exid3
388,bug388,769,fairfuzz-0-exid3
536,bug536,774,symcc-0-exid3
57,bug57,774,symcc-0-exid3
580,bug580,829,symcc-0-exid3
110,bug110,829,symcc-0-exid3
357,bug357,829,symcc-0-exid3
115,bug115,838,fairfuzz-0-exid3
584,bug584,838,fairfuzz-0-exid3
196,bug196,856,mopt-0-exid3
655,bug655,856,mopt-0-exid3
459,bug459,880,mopt-0-exid3
231,bug231,880,mopt-0-exid3
682,bug682,880,mopt-0-exid3
11,bug11,907,fairfuzz-0-exid3
273,bug273,907,fairfuzz-0-exid3
508,bug508,927,symcc-0-exid3
25,bug25,927,symcc-0-exid3
395,bug395,960,fairfuzz-0-exid3
152,bug152,960,fairfuzz-0-exid3
618,bug618,960,fairfuzz-0-exid3
134,bug134,1166,symcc-0-exid3
379,bug379,1166,symcc-0-exid3
199,bug199,1220,aflplusplus-0-exid3
122,bug122,1221,fairfuzz-0-exid3
591,bug591,1221,fairfuzz-0-exid3
47,bug47,1242,mopt-0-exid3
200,bug200,1247,symcc-0-exid3
726,bug726,1247,symcc-0-exid3
567,bug567,1304,fairfuzz-0-exid3
95,bug95,1304,fairfuzz-0-exid3
297,bug297,1348,fairfuzz-0-exid3
519,bug519,1348,fairfuzz-0-exid3
186,bug186,1376,fairfuzz-0-exid3
647,bug647,1376,fairfuzz-0-exid3
