,edges_count,time,experiment_id
0,62,0,1
1,79,1,1
2,98,2,1
3,111,3,1
4,118,4,1
5,129,5,1
6,144,6,1
7,154,7,1
8,159,8,1
9,167,9,1
10,172,10,1
11,175,11,1
12,179,12,1
13,183,13,1
14,187,14,1
15,190,15,1
16,194,16,1
17,195,17,1
18,199,18,1
19,201,19,1
20,202,20,1
21,204,21,1
22,205,22,1
23,210,23,1
24,211,24,1
25,212,25,1
26,218,26,1
27,218,27,1
28,218,28,1
29,218,29,1
30,219,30,1
31,222,31,1
32,225,32,1
33,226,33,1
34,230,34,1
35,231,35,1
36,234,36,1
37,236,37,1
38,236,38,1
39,237,39,1
40,239,40,1
41,240,41,1
42,241,42,1
43,241,43,1
44,242,44,1
45,242,45,1
46,244,46,1
47,245,47,1
48,247,48,1
49,255,49,1
50,258,50,1
51,260,51,1
52,269,52,1
53,269,53,1
54,269,54,1
55,269,55,1
56,269,56,1
57,270,57,1
58,274,58,1
59,279,59,1
60,282,60,1
61,286,61,1
62,288,62,1
63,288,63,1
64,288,64,1
65,289,65,1
66,289,66,1
67,291,67,1
68,295,68,1
69,298,69,1
70,299,70,1
71,305,71,1
72,305,72,1
73,305,73,1
74,305,74,1
75,307,75,1
76,307,76,1
77,307,77,1
78,307,78,1
79,307,79,1
80,307,80,1
81,307,81,1
82,308,82,1
83,308,83,1
84,308,84,1
85,308,85,1
86,308,86,1
87,308,87,1
88,308,88,1
89,308,89,1
90,310,90,1
91,310,91,1
92,310,92,1
93,311,93,1
94,311,94,1
95,312,95,1
96,314,96,1
97,315,97,1
98,315,98,1
99,318,99,1
100,319,100,1
101,320,101,1
102,325,102,1
103,325,103,1
104,325,104,1
105,327,105,1
106,327,106,1
107,329,107,1
108,329,108,1
109,329,109,1
110,329,110,1
111,329,111,1
112,329,112,1
113,329,113,1
114,329,114,1
115,341,115,1
116,343,116,1
117,344,117,1
118,344,118,1
119,344,119,1
120,344,120,1
121,348,121,1
122,350,122,1
123,350,123,1
124,352,124,1
125,355,125,1
126,355,126,1
127,356,127,1
128,356,128,1
129,356,129,1
130,356,130,1
131,356,131,1
132,356,132,1
133,373,133,1
134,374,134,1
135,375,135,1
136,375,136,1
137,375,137,1
138,375,138,1
139,375,139,1
140,376,140,1
141,378,141,1
142,378,142,1
143,380,143,1
144,380,144,1
145,380,145,1
146,380,146,1
147,380,147,1
148,380,148,1
149,381,149,1
150,381,150,1
151,381,151,1
152,381,152,1
153,381,153,1
154,381,154,1
155,381,155,1
156,382,156,1
157,382,157,1
158,383,158,1
159,383,159,1
160,383,160,1
161,384,161,1
162,385,162,1
163,387,163,1
164,387,164,1
165,388,165,1
166,389,166,1
167,389,167,1
168,389,168,1
169,390,169,1
170,390,170,1
171,390,171,1
172,392,172,1
173,395,173,1
174,396,174,1
175,396,175,1
