,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
2792,1944,3772969022,fairfuzz-0-exid20,fairfuzz,598,866c10d77b71f2145f9903c1a5bc6ed2ef19e05d1b8e543d0e73dccaac2f1c87,crash,2792,SEGV,2d91054c9de94c5eca7ef99745635aa8,tsan,fcb,nm
98,1944,3772969022,fairfuzz-0-exid20,fairfuzz,598,866c10d77b71f2145f9903c1a5bc6ed2ef19e05d1b8e543d0e73dccaac2f1c87,crash,98,SEGV,b71cb45c0e69aebbecc7a064fa470eeb,asan,fcb,nm
1511,1944,3772969022,fairfuzz-0-exid20,fairfuzz,598,866c10d77b71f2145f9903c1a5bc6ed2ef19e05d1b8e543d0e73dccaac2f1c87,crash,1511,SEGV,cd1441e8dfe39c370ba2732fdd1f4b4f,msan,fcb,nm
2174,2204,3721041406,afl-0-exid20,afl,667,e8633261699a4df6243317e1e57d777b26c0b83b8ec6d80aceaf47f6c9e61f3b,crash,2174,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan,fcb,nm
3505,2204,3721041406,afl-0-exid20,afl,667,e8633261699a4df6243317e1e57d777b26c0b83b8ec6d80aceaf47f6c9e61f3b,crash,3505,SEGV,6128f51c6c406ea6fb7c22ab72995672,tsan,fcb,nm
844,2204,3721041406,afl-0-exid20,afl,667,e8633261699a4df6243317e1e57d777b26c0b83b8ec6d80aceaf47f6c9e61f3b,crash,844,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan,fcb,nm
3212,3186,3721041406,afl-0-exid20,afl,884,0f47d6eb87572d4f7ac3a77300b3d7d768d923c210678e01e9d2f702a775dd4e,crash,3212,SEGV,0f44695389213eaaa9d22f82e4a1bbdc,tsan,fcb,nm
540,3186,3721041406,afl-0-exid20,afl,884,0f47d6eb87572d4f7ac3a77300b3d7d768d923c210678e01e9d2f702a775dd4e,crash,540,SEGV,189d3af2d351e4a957a2cdee6427f4fd,asan,fcb,nm
1909,3186,3721041406,afl-0-exid20,afl,884,0f47d6eb87572d4f7ac3a77300b3d7d768d923c210678e01e9d2f702a775dd4e,crash,1909,SEGV,189d3af2d351e4a957a2cdee6427f4fd,msan,fcb,nm
483,3238,3721041406,afl-0-exid20,afl,910,00d772d7751753a0470a20f436e56814a685f103525946e18ee95850b20c70d2,crash,483,SEGV,76963e8d3021a3a3740288656624dc7e,asan,fcb,nm
1860,3238,3721041406,afl-0-exid20,afl,910,00d772d7751753a0470a20f436e56814a685f103525946e18ee95850b20c70d2,crash,1860,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan,fcb,nm
3159,3238,3721041406,afl-0-exid20,afl,910,00d772d7751753a0470a20f436e56814a685f103525946e18ee95850b20c70d2,crash,3159,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,tsan,fcb,nm
772,3858,3721041406,afl-0-exid20,afl,1093,9ff48f2d7516e5054861aa5ee24cd8b1226b9d71e6ecb6decd71411d56fdae50,crash,772,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan,fcb,nm
2106,3858,3721041406,afl-0-exid20,afl,1093,9ff48f2d7516e5054861aa5ee24cd8b1226b9d71e6ecb6decd71411d56fdae50,crash,2106,SEGV,884ec7d3390930225f967542efadb816,msan,fcb,nm
3434,3858,3721041406,afl-0-exid20,afl,1093,9ff48f2d7516e5054861aa5ee24cd8b1226b9d71e6ecb6decd71411d56fdae50,crash,3434,SEGV,884ec7d3390930225f967542efadb816,tsan,fcb,nm
153,3870,3721041406,afl-0-exid20,afl,1099,ba4272cecd700e6d005a1dfe32cae5f644193d71bffcc2d17c449203283a218c,crash,153,SEGV,32792956b9c80ab5079b134198ca61b8,asan,fcb,nm
1561,3870,3721041406,afl-0-exid20,afl,1099,ba4272cecd700e6d005a1dfe32cae5f644193d71bffcc2d17c449203283a218c,crash,1561,SEGV,5130600714e96c95bd2bccd69d07f496,msan,fcb,nm
2846,3870,3721041406,afl-0-exid20,afl,1099,ba4272cecd700e6d005a1dfe32cae5f644193d71bffcc2d17c449203283a218c,crash,2846,SEGV,5130600714e96c95bd2bccd69d07f496,tsan,fcb,nm
1100,3887,3721041406,afl-0-exid20,afl,1106,9223c0a50d5a6c1f7c2973caf9c10e63df4af44187c60745a54e9dcda3b14760,crash,1100,SEGV,036970cadbf3539a826ad22b62f77d20,asan,fcb,nm
2407,3887,3721041406,afl-0-exid20,afl,1106,9223c0a50d5a6c1f7c2973caf9c10e63df4af44187c60745a54e9dcda3b14760,crash,2407,SEGV,0ab214692ecb89468e279d02fe53320c,msan,fcb,nm
3750,3887,3721041406,afl-0-exid20,afl,1106,9223c0a50d5a6c1f7c2973caf9c10e63df4af44187c60745a54e9dcda3b14760,crash,3750,SEGV,0ab214692ecb89468e279d02fe53320c,tsan,fcb,nm
665,4760,3721041406,afl-0-exid20,afl,1473,fa3126cf63a14db2802f93dd711f24ab336ec398824df38438a60b535fb970d6,crash,665,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan,fcb,nm
2019,4760,3721041406,afl-0-exid20,afl,1473,fa3126cf63a14db2802f93dd711f24ab336ec398824df38438a60b535fb970d6,crash,2019,SEGV,0c22f5df8527d37af8fb39cf84536a5f,msan,fcb,nm
3331,4760,3721041406,afl-0-exid20,afl,1473,fa3126cf63a14db2802f93dd711f24ab336ec398824df38438a60b535fb970d6,crash,3331,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan,fcb,nm
251,4765,3721041406,afl-0-exid20,afl,1474,579a0ee24ef87e50a84e5a49d5c098170dc163e83bde2c9d231daeeba8825a32,crash,251,SEGV,50b003deb4b331c44241db4cea752ee4,asan,fcb,nm
1650,4765,3721041406,afl-0-exid20,afl,1474,579a0ee24ef87e50a84e5a49d5c098170dc163e83bde2c9d231daeeba8825a32,crash,1650,SEGV,50b003deb4b331c44241db4cea752ee4,msan,fcb,nm
2940,4765,3721041406,afl-0-exid20,afl,1474,579a0ee24ef87e50a84e5a49d5c098170dc163e83bde2c9d231daeeba8825a32,crash,2940,SEGV,7dd30d6c4aa394cae217d6922a082550,tsan,fcb,nm
2752,4861,1981409037,aflfast-0-exid20,aflfast,1514,30023beeb4853100b294ec8f47d579614eb439de19ffb098dd4301b49383d040,crash,2752,SEGV,20342dca7c121d150537a553601f2cff,tsan,fcb,nm
56,4861,1981409037,aflfast-0-exid20,aflfast,1514,30023beeb4853100b294ec8f47d579614eb439de19ffb098dd4301b49383d040,crash,56,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fcb,nm
1476,4861,1981409037,aflfast-0-exid20,aflfast,1514,30023beeb4853100b294ec8f47d579614eb439de19ffb098dd4301b49383d040,crash,1476,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fcb,nm
88,4921,1981409037,aflfast-0-exid20,aflfast,1550,a3292d6aa65cc7592e34ceb2f07fd474cbf1ffd5f28a2b93e9c0b56650b47e27,crash,88,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fcb,nm
1502,4921,1981409037,aflfast-0-exid20,aflfast,1550,a3292d6aa65cc7592e34ceb2f07fd474cbf1ffd5f28a2b93e9c0b56650b47e27,crash,1502,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fcb,nm
2783,4921,1981409037,aflfast-0-exid20,aflfast,1550,a3292d6aa65cc7592e34ceb2f07fd474cbf1ffd5f28a2b93e9c0b56650b47e27,crash,2783,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fcb,nm
1257,4969,1981409037,aflfast-0-exid20,aflfast,1567,dff7eb4f64def9fe9b8c92d8af8bf9e3469179b8c16c43d8b31c112fc76350d2,crash,1257,SEGV,37e3e9076524a4b2ea46592e302a3160,asan,fcb,nm
2547,4969,1981409037,aflfast-0-exid20,aflfast,1567,dff7eb4f64def9fe9b8c92d8af8bf9e3469179b8c16c43d8b31c112fc76350d2,crash,2547,SEGV,37e3e9076524a4b2ea46592e302a3160,msan,fcb,nm
3897,4969,1981409037,aflfast-0-exid20,aflfast,1567,dff7eb4f64def9fe9b8c92d8af8bf9e3469179b8c16c43d8b31c112fc76350d2,crash,3897,SEGV,a8096fe8a03d5c3886069f170d340f05,tsan,fcb,nm
605,5326,3721041406,afl-0-exid20,afl,1764,e352af0d243d69b3771d08c085b1982a3c86d2379b69940d7756f500e952b08e,crash,605,SEGV,ab82a35ef635651378049cee2e629e6a,asan,fcb,nm
1964,5326,3721041406,afl-0-exid20,afl,1764,e352af0d243d69b3771d08c085b1982a3c86d2379b69940d7756f500e952b08e,crash,1964,SEGV,c7d2cebfec5264147deaa0c4941e6db3,msan,fcb,nm
3272,5326,3721041406,afl-0-exid20,afl,1764,e352af0d243d69b3771d08c085b1982a3c86d2379b69940d7756f500e952b08e,crash,3272,SEGV,c7d2cebfec5264147deaa0c4941e6db3,tsan,fcb,nm
1143,5596,1981409037,aflfast-0-exid20,aflfast,1875,e4423a0f96b9e60705e5d21fab0b5cc18051920bc2c46ef2fb3d4e742e0249a0,crash,1143,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fcb,nm
2446,5596,1981409037,aflfast-0-exid20,aflfast,1875,e4423a0f96b9e60705e5d21fab0b5cc18051920bc2c46ef2fb3d4e742e0249a0,crash,2446,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fcb,nm
3791,5596,1981409037,aflfast-0-exid20,aflfast,1875,e4423a0f96b9e60705e5d21fab0b5cc18051920bc2c46ef2fb3d4e742e0249a0,crash,3791,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fcb,nm
3754,5738,3721041406,afl-0-exid20,afl,1934,b55b368e056b732dad33be17d7a41736b4e642bebf8d6f799968ef2f7a3f3a06,crash,3754,SEGV,82a52b099b0cb44ccb2ec4868c8c055f,tsan,fcb,nm
1104,5738,3721041406,afl-0-exid20,afl,1934,b55b368e056b732dad33be17d7a41736b4e642bebf8d6f799968ef2f7a3f3a06,crash,1104,SEGV,8e3b5edd63978d4a20e0ae0d181fcd60,asan,fcb,nm
