,crash_id,discovery_time,fuzzer
565,bug565,14,symcc-0-exid4
2331,bug2331,14,symcc-0-exid4
2016,bug2016,15,symcc-0-exid4
212,bug212,15,symcc-0-exid4
1501,bug1501,16,mopt-0-exid4
1795,bug1795,21,fairfuzz-0-exid4
5144,bug5144,21,fairfuzz-0-exid4
5068,bug5068,21,fairfuzz-0-exid4
1716,bug1716,21,fairfuzz-0-exid4
108,bug108,22,fairfuzz-0-exid4
3524,bug3524,22,fairfuzz-0-exid4
918,bug918,27,fairfuzz-0-exid4
2641,bug2641,27,fairfuzz-0-exid4
2275,bug2275,27,fairfuzz-0-exid4
502,bug502,27,fairfuzz-0-exid4
3605,bug3605,29,mopt-0-exid4
191,bug191,29,mopt-0-exid4
649,bug649,29,fairfuzz-0-exid4
4049,bug4049,29,fairfuzz-0-exid4
514,bug514,36,fairfuzz-0-exid4
3918,bug3918,36,fairfuzz-0-exid4
1518,bug1518,41,fairfuzz-0-exid4
3157,bug3157,41,fairfuzz-0-exid4
3984,bug3984,43,fairfuzz-0-exid4
582,bug582,43,fairfuzz-0-exid4
1083,bug1083,45,mopt-0-exid4
1006,bug1006,50,symcc-0-exid4
2715,bug2715,50,symcc-0-exid4
3670,bug3670,50,fairfuzz-0-exid4
258,bug258,50,fairfuzz-0-exid4
90,bug90,57,mopt-0-exid4
3508,bug3508,57,mopt-0-exid4
1939,bug1939,57,mopt-0-exid4
127,bug127,57,mopt-0-exid4
450,bug450,59,fairfuzz-0-exid4
2229,bug2229,59,fairfuzz-0-exid4
4562,bug4562,61,symcc-0-exid4
1193,bug1193,61,symcc-0-exid4
1422,bug1422,62,mopt-0-exid4
3074,bug3074,62,mopt-0-exid4
4035,bug4035,67,symcc-0-exid4
634,bug634,67,symcc-0-exid4
638,bug638,69,mopt-0-exid4
4879,bug4879,69,symcc-0-exid4
1523,bug1523,69,symcc-0-exid4
271,bug271,74,symcc-0-exid4
3683,bug3683,74,symcc-0-exid4
4220,bug4220,82,aflplusplus-0-exid4
830,bug830,82,aflplusplus-0-exid4
2563,bug2563,82,aflplusplus-0-exid4
3279,bug3279,82,aflplusplus-0-exid4
5013,bug5013,82,aflplusplus-0-exid4
1659,bug1659,82,aflplusplus-0-exid4
1197,bug1197,82,aflplusplus-0-exid4
4566,bug4566,82,aflplusplus-0-exid4
3593,bug3593,87,fairfuzz-0-exid4
179,bug179,87,fairfuzz-0-exid4
1988,bug1988,87,fairfuzz-0-exid4
4262,bug4262,87,mopt-0-exid4
872,bug872,87,mopt-0-exid4
2604,bug2604,87,mopt-0-exid4
5190,bug5190,93,mopt-0-exid4
1562,bug1562,93,mopt-0-exid4
1539,bug1539,93,fairfuzz-0-exid4
255,bug255,97,symcc-0-exid4
3667,bug3667,97,symcc-0-exid4
222,bug222,99,symcc-0-exid4
3634,bug3634,99,symcc-0-exid4
1212,bug1212,106,symcc-0-exid4
4581,bug4581,106,symcc-0-exid4
3763,bug3763,106,mopt-0-exid4
355,bug355,106,mopt-0-exid4
3737,bug3737,107,symcc-0-exid4
329,bug329,107,symcc-0-exid4
4654,bug4654,107,symcc-0-exid4
1289,bug1289,107,symcc-0-exid4
4437,bug4437,108,fairfuzz-0-exid4
1059,bug1059,108,fairfuzz-0-exid4
3632,bug3632,108,mopt-0-exid4
220,bug220,108,mopt-0-exid4
288,bug288,109,symcc-0-exid4
3700,bug3700,109,symcc-0-exid4
4787,bug4787,127,fairfuzz-0-exid4
917,bug917,131,mopt-0-exid4
2640,bug2640,131,mopt-0-exid4
3241,bug3241,137,mopt-0-exid4
1618,bug1618,137,mopt-0-exid4
1158,bug1158,140,symcc-0-exid4
4529,bug4529,140,symcc-0-exid4
1741,bug1741,151,fairfuzz-0-exid4
3347,bug3347,151,fairfuzz-0-exid4
626,bug626,178,symcc-0-exid4
2384,bug2384,178,symcc-0-exid4
3888,bug3888,190,fairfuzz-0-exid4
484,bug484,190,fairfuzz-0-exid4
868,bug868,204,symcc-0-exid4
4258,bug4258,204,symcc-0-exid4
1883,bug1883,217,aflplusplus-0-exid4
66,bug66,217,aflplusplus-0-exid4
1860,bug1860,218,fairfuzz-0-exid4
42,bug42,218,fairfuzz-0-exid4
3989,bug3989,228,symcc-0-exid4
2351,bug2351,228,symcc-0-exid4
587,bug587,228,symcc-0-exid4
2089,bug2089,228,symcc-0-exid4
291,bug291,228,symcc-0-exid4
4677,bug4677,237,fairfuzz-0-exid4
1314,bug1314,237,fairfuzz-0-exid4
2982,bug2982,237,fairfuzz-0-exid4
4458,bug4458,256,mopt-0-exid4
1084,bug1084,256,mopt-0-exid4
4289,bug4289,274,aflplusplus-0-exid4
901,bug901,274,aflplusplus-0-exid4
145,bug145,280,aflplusplus-0-exid4
3559,bug3559,280,aflplusplus-0-exid4
1730,bug1730,299,mopt-0-exid4
5080,bug5080,299,mopt-0-exid4
305,bug305,308,mopt-0-exid4
624,bug624,309,mopt-0-exid4
971,bug971,315,mopt-0-exid4
2685,bug2685,315,mopt-0-exid4
1481,bug1481,402,fairfuzz-0-exid4
4840,bug4840,402,fairfuzz-0-exid4
4567,bug4567,413,symcc-0-exid4
1198,bug1198,413,symcc-0-exid4
810,bug810,417,fairfuzz-0-exid4
4202,bug4202,417,fairfuzz-0-exid4
4734,bug4734,424,fairfuzz-0-exid4
1372,bug1372,424,fairfuzz-0-exid4
45,bug45,461,symcc-0-exid4
3463,bug3463,461,symcc-0-exid4
3193,bug3193,463,symcc-0-exid4
1563,bug1563,463,symcc-0-exid4
4918,bug4918,463,symcc-0-exid4
3999,bug3999,491,symcc-0-exid4
597,bug597,491,symcc-0-exid4
2411,bug2411,491,mopt-0-exid4
4056,bug4056,491,mopt-0-exid4
1573,bug1573,494,mopt-0-exid4
4928,bug4928,494,mopt-0-exid4
526,bug526,494,mopt-0-exid4
2296,bug2296,494,mopt-0-exid4
818,bug818,510,mopt-0-exid4
1142,bug1142,545,fairfuzz-0-exid4
1338,bug1338,570,mopt-0-exid4
2190,bug2190,599,symcc-0-exid4
1490,bug1490,801,fairfuzz-0-exid4
4848,bug4848,801,fairfuzz-0-exid4
