,crash_id,discovery_time,fuzzer
3422,bug3422,7,fairfuzz-0-exid23
877,bug877,7,fairfuzz-0-exid23
3146,bug3146,12,fairfuzz-0-exid23
587,bug587,12,fairfuzz-0-exid23
1817,bug1817,13,aflfast-0-exid23
522,bug522,13,aflfast-0-exid23
819,bug819,14,fairfuzz-0-exid23
3367,bug3367,14,fairfuzz-0-exid23
2657,bug2657,14,fairfuzz-0-exid23
80,bug80,14,fairfuzz-0-exid23
3265,bug3265,14,fairfuzz-0-exid23
716,bug716,14,fairfuzz-0-exid23
749,bug749,16,fairfuzz-0-exid23
2036,bug2036,16,fairfuzz-0-exid23
2636,bug2636,22,aflfast-0-exid23
58,bug58,22,aflfast-0-exid23
126,bug126,23,afl-0-exid23
2702,bug2702,23,afl-0-exid23
1439,bug1439,23,afl-0-exid23
17,bug17,23,afl-0-exid23
2597,bug2597,23,afl-0-exid23
275,bug275,25,afl-0-exid23
2848,bug2848,25,afl-0-exid23
1774,bug1774,28,fairfuzz-0-exid23
476,bug476,28,fairfuzz-0-exid23
1036,bug1036,33,afl-0-exid23
2309,bug2309,33,afl-0-exid23
1180,bug1180,36,afl-0-exid23
3712,bug3712,36,afl-0-exid23
125,bug125,38,fairfuzz-0-exid23
1438,bug1438,38,fairfuzz-0-exid23
78,bug78,40,fairfuzz-0-exid23
2655,bug2655,40,fairfuzz-0-exid23
1234,bug1234,42,afl-0-exid23
3765,bug3765,42,afl-0-exid23
555,bug555,43,afl-0-exid23
1849,bug1849,43,afl-0-exid23
3310,bug3310,48,aflplusplus-0-exid23
761,bug761,48,aflplusplus-0-exid23
2047,bug2047,48,aflplusplus-0-exid23
308,bug308,56,afl-0-exid23
2880,bug2880,56,afl-0-exid23
438,bug438,72,aflfast-0-exid23
3004,bug3004,72,aflfast-0-exid23
394,bug394,74,aflfast-0-exid23
2963,bug2963,74,aflfast-0-exid23
1208,bug1208,75,aflfast-0-exid23
3740,bug3740,75,aflfast-0-exid23
2621,bug2621,99,fairfuzz-0-exid23
42,bug42,99,fairfuzz-0-exid23
674,bug674,103,afl-0-exid23
3226,bug3226,103,afl-0-exid23
3770,bug3770,107,fairfuzz-0-exid23
1239,bug1239,107,fairfuzz-0-exid23
412,bug412,108,fairfuzz-0-exid23
2980,bug2980,108,fairfuzz-0-exid23
2827,bug2827,112,afl-0-exid23
253,bug253,112,afl-0-exid23
1216,bug1216,113,fairfuzz-0-exid23
3748,bug3748,113,fairfuzz-0-exid23
3469,bug3469,114,aflplusplus-0-exid23
925,bug925,114,aflplusplus-0-exid23
580,bug580,117,fairfuzz-0-exid23
3139,bug3139,117,fairfuzz-0-exid23
2590,bug2590,121,afl-0-exid23
10,bug10,121,afl-0-exid23
1099,bug1099,122,aflplusplus-0-exid23
2372,bug2372,122,aflplusplus-0-exid23
2652,bug2652,123,fairfuzz-0-exid23
75,bug75,123,fairfuzz-0-exid23
278,bug278,131,afl-0-exid23
1585,bug1585,131,afl-0-exid23
3113,bug3113,148,aflfast-0-exid23
553,bug553,148,aflfast-0-exid23
2716,bug2716,154,fairfuzz-0-exid23
140,bug140,154,fairfuzz-0-exid23
876,bug876,156,afl-0-exid23
3421,bug3421,156,afl-0-exid23
2397,bug2397,161,afl-0-exid23
3858,bug3858,161,afl-0-exid23
3660,bug3660,161,afl-0-exid23
1125,bug1125,161,afl-0-exid23
1479,bug1479,173,aflplusplus-0-exid23
166,bug166,173,aflplusplus-0-exid23
1298,bug1298,173,aflplusplus-0-exid23
2564,bug2564,173,aflplusplus-0-exid23
1053,bug1053,174,aflplusplus-0-exid23
2326,bug2326,174,aflplusplus-0-exid23
89,bug89,174,aflplusplus-0-exid23
1403,bug1403,174,aflplusplus-0-exid23
2134,bug2134,175,aflplusplus-0-exid23
849,bug849,175,aflplusplus-0-exid23
