,crash_id,discovery_time,fuzzer
243,bug243,12,afl-0-exid20
2608,bug2608,12,afl-0-exid20
1483,bug1483,12,afl-0-exid20
2504,bug2504,13,afl-0-exid20
72,bug72,15,fairfuzz-0-exid20
2459,bug2459,15,fairfuzz-0-exid20
2489,bug2489,15,aflfast-0-exid20
109,bug109,15,aflfast-0-exid20
791,bug791,16,fairfuzz-0-exid20
3106,bug3106,16,fairfuzz-0-exid20
678,bug678,17,afl-0-exid20
3005,bug3005,17,afl-0-exid20
838,bug838,20,fairfuzz-0-exid20
2021,bug2021,20,fairfuzz-0-exid20
596,bug596,20,fairfuzz-0-exid20
1805,bug1805,20,fairfuzz-0-exid20
1398,bug1398,21,afl-0-exid20
145,bug145,21,afl-0-exid20
2142,bug2142,21,afl-0-exid20
983,bug983,21,afl-0-exid20
1156,bug1156,21,afl-0-exid20
2293,bug2293,21,afl-0-exid20
433,bug433,22,afl-0-exid20
2779,bug2779,22,afl-0-exid20
344,bug344,22,fairfuzz-0-exid20
1575,bug1575,22,fairfuzz-0-exid20
2419,bug2419,23,aflfast-0-exid20
28,bug28,23,aflfast-0-exid20
213,bug213,23,aflplusplus-0-exid20
1458,bug1458,23,aflplusplus-0-exid20
3322,bug3322,28,aflfast-0-exid20
1043,bug1043,28,aflfast-0-exid20
172,bug172,31,afl-0-exid20
1423,bug1423,31,afl-0-exid20
2940,bug2940,36,aflfast-0-exid20
607,bug607,36,aflfast-0-exid20
1815,bug1815,36,aflfast-0-exid20
414,bug414,37,afl-0-exid20
1638,bug1638,37,afl-0-exid20
2762,bug2762,37,afl-0-exid20
352,bug352,43,fairfuzz-0-exid20
2707,bug2707,43,fairfuzz-0-exid20
2531,bug2531,43,afl-0-exid20
156,bug156,43,afl-0-exid20
1061,bug1061,48,afl-0-exid20
3340,bug3340,48,afl-0-exid20
706,bug706,48,afl-0-exid20
3031,bug3031,48,afl-0-exid20
906,bug906,51,fairfuzz-0-exid20
3203,bug3203,51,fairfuzz-0-exid20
597,bug597,62,aflfast-0-exid20
2931,bug2931,62,aflfast-0-exid20
443,bug443,62,fairfuzz-0-exid20
306,bug306,73,fairfuzz-0-exid20
1541,bug1541,73,fairfuzz-0-exid20
502,bug502,73,fairfuzz-0-exid20
1719,bug1719,73,fairfuzz-0-exid20
1453,bug1453,74,fairfuzz-0-exid20
207,bug207,74,fairfuzz-0-exid20
2577,bug2577,74,fairfuzz-0-exid20
2706,bug2706,77,aflplusplus-0-exid20
351,bug351,77,aflplusplus-0-exid20
1582,bug1582,77,aflplusplus-0-exid20
1059,bug1059,78,fairfuzz-0-exid20
2208,bug2208,78,fairfuzz-0-exid20
509,bug509,78,aflplusplus-0-exid20
1725,bug1725,78,aflplusplus-0-exid20
2455,bug2455,79,aflplusplus-0-exid20
1332,bug1332,79,aflplusplus-0-exid20
68,bug68,79,aflplusplus-0-exid20
1034,bug1034,79,aflplusplus-0-exid20
2184,bug2184,79,aflplusplus-0-exid20
55,bug55,83,fairfuzz-0-exid20
2442,bug2442,83,fairfuzz-0-exid20
623,bug623,84,afl-0-exid20
2954,bug2954,84,afl-0-exid20
154,bug154,86,fairfuzz-0-exid20
3299,bug3299,98,aflfast-0-exid20
1017,bug1017,98,aflfast-0-exid20
3160,bug3160,101,afl-0-exid20
851,bug851,101,afl-0-exid20
3435,bug3435,102,afl-0-exid20
1168,bug1168,102,afl-0-exid20
2395,bug2395,104,aflplusplus-0-exid20
3,bug3,104,aflplusplus-0-exid20
2746,bug2746,108,fairfuzz-0-exid20
397,bug397,108,fairfuzz-0-exid20
3503,bug3503,109,aflfast-0-exid20
1247,bug1247,109,aflfast-0-exid20
2625,bug2625,109,fairfuzz-0-exid20
262,bug262,109,fairfuzz-0-exid20
58,bug58,112,fairfuzz-0-exid20
169,bug169,127,afl-0-exid20
845,bug845,133,aflfast-0-exid20
3155,bug3155,133,aflfast-0-exid20
796,bug796,154,fairfuzz-0-exid20
3111,bug3111,154,fairfuzz-0-exid20
976,bug976,177,aflfast-0-exid20
3263,bug3263,177,aflfast-0-exid20
2171,bug2171,177,aflfast-0-exid20
1018,bug1018,177,aflfast-0-exid20
2115,bug2115,181,aflfast-0-exid20
952,bug952,181,aflfast-0-exid20
1227,bug1227,183,aflfast-0-exid20
