,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
705,3561,3082024549,fairfuzz-0-exid24,fairfuzz,1283,71444276d8eea5ea5585381bbf9babf467bf7cfb59b28375430c9dcd63ebbbd6,crash,705,SEGV,5ae32016c91ba99ef4545e0f2a6c42dd,asan
2271,3561,3082024549,fairfuzz-0-exid24,fairfuzz,1283,71444276d8eea5ea5585381bbf9babf467bf7cfb59b28375430c9dcd63ebbbd6,crash,2271,SEGV,e47d8c0bac54f00eadd6e1e2e3662c65,msan
854,3562,3082024549,fairfuzz-0-exid24,fairfuzz,1283,4d76d6159ead3b192913ac2596bb047d83a7c47742020ad07ec5ca81a17afae2,crash,854,SEGV,76963e8d3021a3a3740288656624dc7e,asan
2409,3562,3082024549,fairfuzz-0-exid24,fairfuzz,1283,4d76d6159ead3b192913ac2596bb047d83a7c47742020ad07ec5ca81a17afae2,crash,2409,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan
1308,3566,3063924159,afl-0-exid24,afl,1284,5cb3e149138f985d1bf72215a61a5e3313a67c99ee0bb41d1d926494a552b844,crash,1308,SEGV,5ae32016c91ba99ef4545e0f2a6c42dd,asan
2834,3566,3063924159,afl-0-exid24,afl,1284,5cb3e149138f985d1bf72215a61a5e3313a67c99ee0bb41d1d926494a552b844,crash,2834,SEGV,e47d8c0bac54f00eadd6e1e2e3662c65,msan
1517,3567,3063924159,afl-0-exid24,afl,1286,381f3be96f7d588c0fe78a47b196682026ab7b2595af8e9ded3c6cd9abd62ebb,crash,1517,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
3035,3567,3063924159,afl-0-exid24,afl,1286,381f3be96f7d588c0fe78a47b196682026ab7b2595af8e9ded3c6cd9abd62ebb,crash,3035,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
598,3570,3082024549,fairfuzz-0-exid24,fairfuzz,1291,1d460a117ba89ec3a8e2f29876f2f68ebc2de84e7b3e8f3c632206de91d1ab6e,crash,598,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan
2171,3570,3082024549,fairfuzz-0-exid24,fairfuzz,1291,1d460a117ba89ec3a8e2f29876f2f68ebc2de84e7b3e8f3c632206de91d1ab6e,crash,2171,SEGV,884ec7d3390930225f967542efadb816,msan
497,3572,3082024549,fairfuzz-0-exid24,fairfuzz,1292,7b7e557e79929b4a403d01c6ccc3b7f0cae875eb6e01c9dc15a1408470854c15,crash,497,SEGV,32792956b9c80ab5079b134198ca61b8,asan
2076,3572,3082024549,fairfuzz-0-exid24,fairfuzz,1292,7b7e557e79929b4a403d01c6ccc3b7f0cae875eb6e01c9dc15a1408470854c15,crash,2076,SEGV,5130600714e96c95bd2bccd69d07f496,msan
1382,3582,3082024549,fairfuzz-0-exid24,fairfuzz,1300,bdf0aae81d0449a024a3f640010d8ced0189f445a0cba59730378f3010721a30,crash,1382,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
4494,3582,3082024549,fairfuzz-0-exid24,fairfuzz,1300,bdf0aae81d0449a024a3f640010d8ced0189f445a0cba59730378f3010721a30,crash,4494,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan
2263,3708,3082024549,fairfuzz-0-exid24,fairfuzz,1378,386254ce4a03e945097c31942b414862fc6c988a579d62c445e337da227f3353,crash,2263,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
697,3708,3082024549,fairfuzz-0-exid24,fairfuzz,1378,386254ce4a03e945097c31942b414862fc6c988a579d62c445e337da227f3353,crash,697,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
642,4135,3063924159,afl-0-exid24,afl,1615,d76bea2621cc7d5731cd03b96d46cabd7a6156a5f7fdaad582a84cce0c54a908,crash,642,SEGV,036970cadbf3539a826ad22b62f77d20,asan
2210,4135,3063924159,afl-0-exid24,afl,1615,d76bea2621cc7d5731cd03b96d46cabd7a6156a5f7fdaad582a84cce0c54a908,crash,2210,SEGV,0ab214692ecb89468e279d02fe53320c,msan
2095,4162,3063924159,afl-0-exid24,afl,1632,c60d4838f6d29803d73d6f7a1dba47391e1ecfa8e3c783d53a69c228048adaba,crash,2095,SEGV,0646f8dc98605131cbd13c096e45cad3,msan
516,4162,3063924159,afl-0-exid24,afl,1632,c60d4838f6d29803d73d6f7a1dba47391e1ecfa8e3c783d53a69c228048adaba,crash,516,SEGV,e962321310000bd8f0df569f7feedb44,asan
2923,4217,3063924159,afl-0-exid24,afl,1678,d71eb17de12a8868576c3a0b53dc277b6998ca9b247f47792599701ea934c475,crash,2923,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
1403,4217,3063924159,afl-0-exid24,afl,1678,d71eb17de12a8868576c3a0b53dc277b6998ca9b247f47792599701ea934c475,crash,1403,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
1066,4226,3063924159,afl-0-exid24,afl,1681,ea0d30a71eb3d2e192d970300ebbd2068c1bc27b7b8a7341ab8fe99bd9684310,crash,1066,SEGV,32792956b9c80ab5079b134198ca61b8,asan
2605,4226,3063924159,afl-0-exid24,afl,1681,ea0d30a71eb3d2e192d970300ebbd2068c1bc27b7b8a7341ab8fe99bd9684310,crash,2605,SEGV,5130600714e96c95bd2bccd69d07f496,msan
174,4232,3063924159,afl-0-exid24,afl,1684,78d004bb8c7d2644b4d0a44853096ae90a6103c433e381edbfc0fc4cf028be46,crash,174,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan
1777,4232,3063924159,afl-0-exid24,afl,1684,78d004bb8c7d2644b4d0a44853096ae90a6103c433e381edbfc0fc4cf028be46,crash,1777,SEGV,884ec7d3390930225f967542efadb816,msan
754,4380,3880102995,aflfast-0-exid24,aflfast,1747,2152e05dc01f34a8ea391eb4053033e1eb9742cc8134d2093e047f9667343033,crash,754,SEGV,036970cadbf3539a826ad22b62f77d20,asan
2315,4380,3880102995,aflfast-0-exid24,aflfast,1747,2152e05dc01f34a8ea391eb4053033e1eb9742cc8134d2093e047f9667343033,crash,2315,SEGV,0ab214692ecb89468e279d02fe53320c,msan
704,4388,3880102995,aflfast-0-exid24,aflfast,1748,5569d7aebe18eab8c83bc22361bdf29833e7afdc67768694c9a1e8e6c5b5e6eb,crash,704,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan
2270,4388,3880102995,aflfast-0-exid24,aflfast,1748,5569d7aebe18eab8c83bc22361bdf29833e7afdc67768694c9a1e8e6c5b5e6eb,crash,2270,SEGV,884ec7d3390930225f967542efadb816,msan
2489,4432,3880102995,aflfast-0-exid24,aflfast,1764,2ae4ccb8924217ecd4f79f92aca9acd86ea8c3807d8cee04a253cf1b4ee13b6a,crash,2489,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
940,4432,3880102995,aflfast-0-exid24,aflfast,1764,2ae4ccb8924217ecd4f79f92aca9acd86ea8c3807d8cee04a253cf1b4ee13b6a,crash,940,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
1212,4449,3880102995,aflfast-0-exid24,aflfast,1766,a88d1254ec304416cbf6bf3ad9dbb9233e1bce4b6c52498e08ed501ad866048c,crash,1212,SEGV,32792956b9c80ab5079b134198ca61b8,asan
2743,4449,3880102995,aflfast-0-exid24,aflfast,1766,a88d1254ec304416cbf6bf3ad9dbb9233e1bce4b6c52498e08ed501ad866048c,crash,2743,SEGV,5130600714e96c95bd2bccd69d07f496,msan
126,4498,3880102995,aflfast-0-exid24,aflfast,1796,9f50fa98e06de9cc46c81c59bfcaf6c46dc0e808bb08c4f2c0a01a89ec5a4b2e,crash,126,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
1730,4498,3880102995,aflfast-0-exid24,aflfast,1796,9f50fa98e06de9cc46c81c59bfcaf6c46dc0e808bb08c4f2c0a01a89ec5a4b2e,crash,1730,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
35,4506,3880102995,aflfast-0-exid24,aflfast,1798,186ca18a164985fab28c969c8dd52e48a2cc42fd07054e774761992f294b1928,crash,35,SEGV,5ae32016c91ba99ef4545e0f2a6c42dd,asan
1646,4506,3880102995,aflfast-0-exid24,aflfast,1798,186ca18a164985fab28c969c8dd52e48a2cc42fd07054e774761992f294b1928,crash,1646,SEGV,e47d8c0bac54f00eadd6e1e2e3662c65,msan
