,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
658,1660,2319193758,mopt-0-exid0,mopt,369,0c13e79065c0596c47825ace40f4532eeaf5bb1b6ee0ba441618b098a5b4ee6c,crash,658,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan
1540,4268,3424668480,fairfuzz-0-exid0,fairfuzz,1528,fd74e2dd5cc2ccc2a286f45d2821f7d30e11126809cedbf33998b57f3927b8e8,crash,1540,SEGV,20342dca7c121d150537a553601f2cff,tsan
402,4268,3424668480,fairfuzz-0-exid0,fairfuzz,1528,fd74e2dd5cc2ccc2a286f45d2821f7d30e11126809cedbf33998b57f3927b8e8,crash,402,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan
53,4842,2025817699,symcc-0-exid0,symcc,1745,876b9d41e7551737cec2ee6658283863618e3bbb3c056a7111052231a03247e8,crash,53,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
1248,4842,2025817699,symcc-0-exid0,symcc,1745,876b9d41e7551737cec2ee6658283863618e3bbb3c056a7111052231a03247e8,crash,1248,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
415,4894,3424668480,fairfuzz-0-exid0,fairfuzz,1803,e989b26ba0225d7ab508dac1d6e036ed536424d7dd8acc58aed8c087b39f194c,crash,415,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
1552,4894,3424668480,fairfuzz-0-exid0,fairfuzz,1803,e989b26ba0225d7ab508dac1d6e036ed536424d7dd8acc58aed8c087b39f194c,crash,1552,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
1234,4971,3424668480,fairfuzz-0-exid0,fairfuzz,1869,12173becfee98fc690ea11ceb74a38f5a233c41f11b0bae8c296275ccac3a199,crash,1234,SEGV,0f44695389213eaaa9d22f82e4a1bbdc,tsan
38,4971,3424668480,fairfuzz-0-exid0,fairfuzz,1869,12173becfee98fc690ea11ceb74a38f5a233c41f11b0bae8c296275ccac3a199,crash,38,SEGV,189d3af2d351e4a957a2cdee6427f4fd,asan
177,6694,3424668480,fairfuzz-0-exid0,fairfuzz,2998,6ee241c4333f117d8d4dd6a5449727d143bd41fa26e0c42251de76006297c5b5,crash,177,negative-size-param,822aa6c6e293b6234ac2dd3610e0eaf3,asan
547,7561,2025817699,symcc-0-exid0,symcc,3473,99a7e8f92d9e8e991804ab7d7eaa60e1a467a1bae945dd7938150f3a8b5fc3fd,crash,547,negative-size-param,822aa6c6e293b6234ac2dd3610e0eaf3,asan
197,7780,3424668480,fairfuzz-0-exid0,fairfuzz,3606,89614cf3441ada14059a1ef73f51c7fee2b07ff7dfa0a0b9ec720a5e964474a6,crash,197,SEGV,1de1adfe99291fcb6fac8e9ec1a1d520,asan
1375,7780,3424668480,fairfuzz-0-exid0,fairfuzz,3606,89614cf3441ada14059a1ef73f51c7fee2b07ff7dfa0a0b9ec720a5e964474a6,crash,1375,SEGV,881c889b0d0e954fcc9098fea94bdc84,tsan
155,8014,2025817699,symcc-0-exid0,symcc,3762,078dd47a55c7bba0f96dfc1e79a0651eaf8c844cea6de8a19b131186f948715c,crash,155,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
1338,8014,2025817699,symcc-0-exid0,symcc,3762,078dd47a55c7bba0f96dfc1e79a0651eaf8c844cea6de8a19b131186f948715c,crash,1338,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan
495,8320,3424668480,fairfuzz-0-exid0,fairfuzz,3981,7d228ea20531a28f8d99f51dcc1b61d12c49f211f89da354025d8f7c44ebdb9c,crash,495,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
1052,8320,3424668480,fairfuzz-0-exid0,fairfuzz,3981,7d228ea20531a28f8d99f51dcc1b61d12c49f211f89da354025d8f7c44ebdb9c,crash,1052,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
280,8340,3424668480,fairfuzz-0-exid0,fairfuzz,3989,883a41809c9962b3dd1663cf120cf343e9c2a582a6ca80a10483cbf02a6d2101,crash,280,SEGV,32792956b9c80ab5079b134198ca61b8,asan
904,8340,3424668480,fairfuzz-0-exid0,fairfuzz,3989,883a41809c9962b3dd1663cf120cf343e9c2a582a6ca80a10483cbf02a6d2101,crash,904,SEGV,5130600714e96c95bd2bccd69d07f496,msan
42,8341,3424668480,fairfuzz-0-exid0,fairfuzz,3989,f2b6894b240e4e0299ba91e2996a1c42e50f4c938fe7522b1a09464dcaea0f59,crash,42,SEGV,675264e67bb16cf95fce8e6a3fd44284,asan
729,8341,3424668480,fairfuzz-0-exid0,fairfuzz,3989,f2b6894b240e4e0299ba91e2996a1c42e50f4c938fe7522b1a09464dcaea0f59,crash,729,SEGV,ea96565a4e012cca8889fcce4b25307e,msan
425,8346,3424668480,fairfuzz-0-exid0,fairfuzz,3991,a26bd5b3ad2e5eaa0c4640a70f39cea9ef12e399498359e9bad2d900e6889e71,crash,425,heap-buffer-overflow,d9b54c0342c3d87c68f4438f917bfd39,asan
450,8417,2025817699,symcc-0-exid0,symcc,4036,ef27d1520cd2cf27f158b1d560d3becafa5ec66310c766bda34fa8746ab1673b,crash,450,SEGV,675264e67bb16cf95fce8e6a3fd44284,asan
1020,8417,2025817699,symcc-0-exid0,symcc,4036,ef27d1520cd2cf27f158b1d560d3becafa5ec66310c766bda34fa8746ab1673b,crash,1020,SEGV,ea96565a4e012cca8889fcce4b25307e,msan
783,8810,1125373005,aflplusplus-0-exid0,aflplusplus,4327,969b969f9eece2a05169524a70fbc7b76e4ac9c2632a9ce44684eddbb25f9306,crash,783,SEGV,256ad76866adde9d37ca50311ea1abd5,msan
1302,8810,1125373005,aflplusplus-0-exid0,aflplusplus,4327,969b969f9eece2a05169524a70fbc7b76e4ac9c2632a9ce44684eddbb25f9306,crash,1302,SEGV,2d91054c9de94c5eca7ef99745635aa8,tsan
116,8810,1125373005,aflplusplus-0-exid0,aflplusplus,4327,969b969f9eece2a05169524a70fbc7b76e4ac9c2632a9ce44684eddbb25f9306,crash,116,SEGV,ce1c3f8054615abe83908e2e72ffea66,asan
728,8836,3424668480,fairfuzz-0-exid0,fairfuzz,4343,5d102249697831f668961531cd3e75fc7408195435a94b4180f8200594879249,crash,728,SEGV,256ad76866adde9d37ca50311ea1abd5,msan
1236,8836,3424668480,fairfuzz-0-exid0,fairfuzz,4343,5d102249697831f668961531cd3e75fc7408195435a94b4180f8200594879249,crash,1236,SEGV,2d91054c9de94c5eca7ef99745635aa8,tsan
