,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
842,3450,908744143,mopt-0-exid4,mopt,943,e1ded7cd6a158b0d783ace74b08937e0b3e15cf5eddd681a7276917604c203c8,crash,842,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan
2905,3922,1751882614,fairfuzz-0-exid4,fairfuzz,1057,6548bbd8f3ded2af0ab9fcddf3fb3b7f11000239a2545ce30714e6dcc72e483c,crash,2905,SEGV,2d91054c9de94c5eca7ef99745635aa8,tsan
748,3922,1751882614,fairfuzz-0-exid4,fairfuzz,1057,6548bbd8f3ded2af0ab9fcddf3fb3b7f11000239a2545ce30714e6dcc72e483c,crash,748,SEGV,b71cb45c0e69aebbecc7a064fa470eeb,asan
1812,3922,1751882614,fairfuzz-0-exid4,fairfuzz,1057,6548bbd8f3ded2af0ab9fcddf3fb3b7f11000239a2545ce30714e6dcc72e483c,crash,1812,SEGV,cd1441e8dfe39c370ba2732fdd1f4b4f,msan
1549,4134,1751882614,fairfuzz-0-exid4,fairfuzz,1126,a6fd237e3d75ca9ccd5fd7da947b67ba762c85f9383bde661231d646ac6ad55c,crash,1549,SEGV,35522d19c9712eacea77ebeb4469bb03,msan
446,4134,1751882614,fairfuzz-0-exid4,fairfuzz,1126,a6fd237e3d75ca9ccd5fd7da947b67ba762c85f9383bde661231d646ac6ad55c,crash,446,SEGV,3e6a979e87d55b0de96519a22542c3f3,asan
2605,4134,1751882614,fairfuzz-0-exid4,fairfuzz,1126,a6fd237e3d75ca9ccd5fd7da947b67ba762c85f9383bde661231d646ac6ad55c,crash,2605,SEGV,8098b7c49ec0d4f096fd1f4c8804648c,tsan
1075,4273,1751882614,fairfuzz-0-exid4,fairfuzz,1144,962aabd98bf4736012831d00e11ccdcd96a757bec1145807dfb8f3a0c09aa638,crash,1075,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
2098,4273,1751882614,fairfuzz-0-exid4,fairfuzz,1144,962aabd98bf4736012831d00e11ccdcd96a757bec1145807dfb8f3a0c09aa638,crash,2098,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
1750,4340,1751882614,fairfuzz-0-exid4,fairfuzz,1167,e048946dee2e0cc279985bf4abcc100b142125dd55e591015112d28f5a84ecf1,crash,1750,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
672,4340,1751882614,fairfuzz-0-exid4,fairfuzz,1167,e048946dee2e0cc279985bf4abcc100b142125dd55e591015112d28f5a84ecf1,crash,672,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
803,5307,1751882614,fairfuzz-0-exid4,fairfuzz,1497,ff5f43979a780b275f2d91180e5e3390ab1c863506ee3ff4af3fd17478069220,crash,803,SEGV,32792956b9c80ab5079b134198ca61b8,asan
1865,5307,1751882614,fairfuzz-0-exid4,fairfuzz,1497,ff5f43979a780b275f2d91180e5e3390ab1c863506ee3ff4af3fd17478069220,crash,1865,SEGV,5130600714e96c95bd2bccd69d07f496,msan
529,5754,1107548965,symcc-0-exid4,symcc,1683,18bf4f2b7d24b094d0f03c57f7e5796525acabd202fef5006c3a14dd70331e97,crash,529,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
1619,5754,1107548965,symcc-0-exid4,symcc,1683,18bf4f2b7d24b094d0f03c57f7e5796525acabd202fef5006c3a14dd70331e97,crash,1619,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
1091,5756,1107548965,symcc-0-exid4,symcc,1687,a595280f2732bf6923df18c56bea5cebaff54fec5ee3bbb73737fd7e093b1a98,crash,1091,SEGV,036970cadbf3539a826ad22b62f77d20,asan
2113,5756,1107548965,symcc-0-exid4,symcc,1687,a595280f2732bf6923df18c56bea5cebaff54fec5ee3bbb73737fd7e093b1a98,crash,2113,SEGV,0ab214692ecb89468e279d02fe53320c,msan
