,edges_count,time,experiment_id
0,87,0,1
1,99,1,1
2,104,2,1
3,105,3,1
4,122,4,1
5,130,5,1
6,134,6,1
7,134,7,1
8,138,8,1
9,141,9,1
10,142,10,1
11,152,11,1
12,153,12,1
13,153,13,1
14,155,14,1
15,156,15,1
16,160,16,1
17,161,17,1
18,163,18,1
19,163,19,1
20,164,20,1
21,172,21,1
22,173,22,1
23,175,23,1
24,176,24,1
25,180,25,1
26,182,26,1
27,183,27,1
28,183,28,1
29,183,29,1
30,184,30,1
31,186,31,1
32,186,32,1
33,187,33,1
34,188,34,1
35,189,35,1
36,191,36,1
37,191,37,1
38,196,38,1
39,202,39,1
40,203,40,1
41,205,41,1
42,206,42,1
43,206,43,1
44,210,44,1
45,212,45,1
46,213,46,1
47,213,47,1
48,214,48,1
49,214,49,1
50,215,50,1
51,217,51,1
52,217,52,1
53,219,53,1
54,220,54,1
55,220,55,1
56,222,56,1
57,222,57,1
58,223,58,1
59,223,59,1
60,224,60,1
61,224,61,1
62,227,62,1
63,228,63,1
64,228,64,1
65,229,65,1
66,230,66,1
67,230,67,1
68,230,68,1
69,230,69,1
70,230,70,1
71,230,71,1
72,230,72,1
73,231,73,1
74,231,74,1
75,231,75,1
76,231,76,1
77,231,77,1
78,231,78,1
79,231,79,1
80,231,80,1
81,231,81,1
82,231,82,1
83,231,83,1
84,231,84,1
85,231,85,1
86,231,86,1
87,231,87,1
88,231,88,1
89,231,89,1
90,231,90,1
91,231,91,1
92,231,92,1
93,232,93,1
94,232,94,1
95,232,95,1
96,232,96,1
97,232,97,1
98,233,98,1
99,233,99,1
100,233,100,1
101,233,101,1
102,233,102,1
103,233,103,1
104,233,104,1
105,233,105,1
106,233,106,1
107,233,107,1
108,233,108,1
109,233,109,1
110,233,110,1
111,233,111,1
112,233,112,1
113,234,113,1
114,234,114,1
115,234,115,1
116,234,116,1
117,234,117,1
118,234,118,1
119,234,119,1
120,234,120,1
121,234,121,1
122,234,122,1
123,234,123,1
124,234,124,1
125,234,125,1
126,234,126,1
127,234,127,1
128,234,128,1
129,234,129,1
130,234,130,1
131,234,131,1
132,234,132,1
133,234,133,1
134,234,134,1
135,234,135,1
136,234,136,1
137,234,137,1
138,234,138,1
139,234,139,1
140,234,140,1
141,234,141,1
142,234,142,1
143,234,143,1
144,234,144,1
145,234,145,1
146,234,146,1
147,234,147,1
148,234,148,1
149,234,149,1
150,234,150,1
151,234,151,1
152,234,152,1
153,234,153,1
154,234,154,1
155,234,155,1
156,234,156,1
157,234,157,1
158,234,158,1
159,234,159,1
160,234,160,1
161,234,161,1
162,234,162,1
163,234,163,1
164,234,164,1
165,234,165,1
166,235,166,1
167,235,167,1
168,235,168,1
169,235,169,1
170,235,170,1
171,235,171,1
172,235,172,1
173,237,173,1
174,237,174,1
175,237,175,1
176,237,176,1
177,237,177,1
178,237,178,1
179,237,179,1
180,237,180,1
181,237,181,1
182,237,182,1
183,237,183,1
184,237,184,1
185,237,185,1
186,237,186,1
187,237,187,1
188,237,188,1
189,237,189,1
190,237,190,1
191,237,191,1
192,237,192,1
193,237,193,1
194,237,194,1
195,237,195,1
196,237,196,1
197,237,197,1
198,237,198,1
199,237,199,1
200,237,200,1
201,237,201,1
202,237,202,1
203,237,203,1
204,237,204,1
205,237,205,1
206,237,206,1
207,237,207,1
208,237,208,1
209,237,209,1
210,237,210,1
211,237,211,1
212,237,212,1
213,237,213,1
214,237,214,1
215,237,215,1
216,237,216,1
217,237,217,1
218,237,218,1
219,237,219,1
220,237,220,1
221,237,221,1
222,237,222,1
223,237,223,1
224,237,224,1
225,237,225,1
226,237,226,1
227,237,227,1
228,237,228,1
229,237,229,1
230,237,230,1
231,237,231,1
232,237,232,1
233,237,233,1
234,237,234,1
235,237,235,1
236,237,236,1
237,237,237,1
238,237,238,1
239,237,239,1
240,237,240,1
241,237,241,1
242,237,242,1
243,237,243,1
244,237,244,1
245,237,245,1
246,237,246,1
247,237,247,1
248,237,248,1
249,237,249,1
250,237,250,1
251,237,251,1
252,237,252,1
253,237,253,1
254,237,254,1
255,237,255,1
256,237,256,1
257,237,257,1
258,237,258,1
259,237,259,1
260,237,260,1
261,237,261,1
262,237,262,1
263,237,263,1
264,237,264,1
265,237,265,1
266,237,266,1
267,237,267,1
268,237,268,1
269,237,269,1
270,237,270,1
271,237,271,1
272,237,272,1
273,237,273,1
274,237,274,1
275,237,275,1
276,237,276,1
277,237,277,1
278,237,278,1
279,237,279,1
280,237,280,1
281,237,281,1
282,237,282,1
283,237,283,1
284,238,284,1
285,238,285,1
286,238,286,1
287,238,287,1
288,238,288,1
289,238,289,1
290,238,290,1
291,238,291,1
292,238,292,1
293,238,293,1
294,238,294,1
295,238,295,1
296,238,296,1
297,238,297,1
298,238,298,1
299,238,299,1
300,238,300,1
301,238,301,1
302,238,302,1
303,238,303,1
304,238,304,1
305,238,305,1
306,238,306,1
307,238,307,1
308,238,308,1
309,238,309,1
310,238,310,1
311,238,311,1
312,238,312,1
313,238,313,1
314,238,314,1
315,238,315,1
316,238,316,1
317,238,317,1
318,238,318,1
319,238,319,1
320,238,320,1
321,238,321,1
322,238,322,1
323,238,323,1
324,238,324,1
325,238,325,1
326,238,326,1
327,238,327,1
328,238,328,1
329,238,329,1
330,238,330,1
331,238,331,1
332,238,332,1
333,238,333,1
334,238,334,1
335,238,335,1
336,238,336,1
337,238,337,1
338,238,338,1
339,238,339,1
340,238,340,1
341,238,341,1
342,238,342,1
343,238,343,1
344,238,344,1
345,238,345,1
346,238,346,1
347,238,347,1
348,238,348,1
349,238,349,1
350,238,350,1
351,238,351,1
352,238,352,1
353,238,353,1
354,238,354,1
355,238,355,1
356,238,356,1
357,238,357,1
358,238,358,1
359,238,359,1
360,238,360,1
361,239,361,1
362,239,362,1
363,239,363,1
364,239,364,1
365,239,365,1
366,239,366,1
367,239,367,1
368,239,368,1
369,239,369,1
370,239,370,1
371,239,371,1
372,239,372,1
373,239,373,1
374,239,374,1
375,239,375,1
376,239,376,1
377,239,377,1
378,239,378,1
379,239,379,1
380,239,380,1
381,239,381,1
382,239,382,1
383,239,383,1
384,239,384,1
385,239,385,1
386,239,386,1
387,239,387,1
388,239,388,1
389,239,389,1
390,239,390,1
391,239,391,1
392,239,392,1
393,239,393,1
394,239,394,1
395,239,395,1
396,239,396,1
397,239,397,1
398,239,398,1
399,239,399,1
400,239,400,1
401,239,401,1
402,239,402,1
403,239,403,1
404,239,404,1
405,239,405,1
406,240,406,1
407,240,407,1
408,240,408,1
409,240,409,1
410,240,410,1
411,240,411,1
412,240,412,1
413,240,413,1
414,240,414,1
415,240,415,1
416,240,416,1
417,240,417,1
418,240,418,1
419,240,419,1
420,240,420,1
421,240,421,1
422,240,422,1
423,240,423,1
424,241,424,1
425,241,425,1
426,241,426,1
427,241,427,1
428,241,428,1
429,241,429,1
430,241,430,1
431,241,431,1
432,241,432,1
433,241,433,1
434,241,434,1
435,241,435,1
436,241,436,1
437,241,437,1
438,241,438,1
439,241,439,1
440,241,440,1
441,241,441,1
442,241,442,1
443,241,443,1
444,241,444,1
445,241,445,1
446,241,446,1
447,241,447,1
448,241,448,1
449,241,449,1
450,241,450,1
451,241,451,1
452,241,452,1
453,241,453,1
454,241,454,1
455,241,455,1
456,241,456,1
457,241,457,1
458,241,458,1
459,241,459,1
460,241,460,1
461,241,461,1
462,241,462,1
463,241,463,1
464,241,464,1
465,241,465,1
466,241,466,1
467,241,467,1
468,241,468,1
469,241,469,1
470,241,470,1
471,241,471,1
472,241,472,1
473,241,473,1
474,241,474,1
475,241,475,1
476,241,476,1
477,241,477,1
478,241,478,1
479,241,479,1
480,241,480,1
481,241,481,1
482,241,482,1
483,242,483,1
484,242,484,1
485,242,485,1
486,242,486,1
487,242,487,1
488,242,488,1
489,242,489,1
490,242,490,1
491,242,491,1
492,242,492,1
493,242,493,1
494,242,494,1
495,242,495,1
496,242,496,1
497,242,497,1
498,242,498,1
499,242,499,1
500,242,500,1
501,242,501,1
502,242,502,1
503,242,503,1
