,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
298,1885,1915587846,mopt-0-exid2,mopt,559,34036e7499d017cb0a1da4bae1dc3e0476679e089bbfbffbaeadeba85723a14f,crash,298,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan,fca,nm
1043,3919,1582849864,symcc-0-exid2,symcc,1462,334c587cf76c28c017e805742fc87de27eb156e910f0a756805983a840a27e89,crash,1043,SEGV,20342dca7c121d150537a553601f2cff,tsan,fca,nm
124,3919,1582849864,symcc-0-exid2,symcc,1462,334c587cf76c28c017e805742fc87de27eb156e910f0a756805983a840a27e89,crash,124,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fca,nm
636,3919,1582849864,symcc-0-exid2,symcc,1462,334c587cf76c28c017e805742fc87de27eb156e910f0a756805983a840a27e89,crash,636,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fca,nm
374,4363,638356902,fairfuzz-0-exid2,fairfuzz,1561,f86fca8e4bb5b57f86689760a42440fcb461992d14bc7543e11d0cdcee7d081f,crash,374,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fca,nm
809,4363,638356902,fairfuzz-0-exid2,fairfuzz,1561,f86fca8e4bb5b57f86689760a42440fcb461992d14bc7543e11d0cdcee7d081f,crash,809,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fca,nm
1266,4363,638356902,fairfuzz-0-exid2,fairfuzz,1561,f86fca8e4bb5b57f86689760a42440fcb461992d14bc7543e11d0cdcee7d081f,crash,1266,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fca,nm
357,4545,638356902,fairfuzz-0-exid2,fairfuzz,1663,6f3ce14339f5b63e1be07b2009c04677cbe004cf8ec4be98eef905fc671db192,crash,357,SEGV,1bca190b178d219540d6ff4c8867dea3,asan,fca,nm
795,4545,638356902,fairfuzz-0-exid2,fairfuzz,1663,6f3ce14339f5b63e1be07b2009c04677cbe004cf8ec4be98eef905fc671db192,crash,795,SEGV,1bca190b178d219540d6ff4c8867dea3,msan,fca,nm
1250,4545,638356902,fairfuzz-0-exid2,fairfuzz,1663,6f3ce14339f5b63e1be07b2009c04677cbe004cf8ec4be98eef905fc671db192,crash,1250,SEGV,56085302a552582b954479eef827d499,tsan,fca,nm
