,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
1045,2414,3126086224,fairfuzz-0-exid2,fairfuzz,360,736a880ef52e0241f89fa796bcd3748e2ace383d7effc70e94a0fe67a64e46de,crash,1045,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
106,2414,3126086224,fairfuzz-0-exid2,fairfuzz,360,736a880ef52e0241f89fa796bcd3748e2ace383d7effc70e94a0fe67a64e46de,crash,106,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
1095,3171,502509370,symcc-0-exid2,symcc,698,bc2d7365933969198290ad0af9b843b85819e84397ed870965725d3e8c8dc7ea,crash,1095,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
387,3171,502509370,symcc-0-exid2,symcc,698,bc2d7365933969198290ad0af9b843b85819e84397ed870965725d3e8c8dc7ea,crash,387,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
596,4203,3459441912,mopt-0-exid2,mopt,1362,1b6615ce8d6d5b4f434940804cd234ee26cd61d9281cdae8affb008201522786,crash,596,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
1028,4316,3944655887,aflplusplus-0-exid2,aflplusplus,1559,093ee44e67b9da6ce3cad8bd8c029c1d51beb63ad654447dcc09faeeaadcdbad,crash,1028,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
2,4316,3944655887,aflplusplus-0-exid2,aflplusplus,1559,093ee44e67b9da6ce3cad8bd8c029c1d51beb63ad654447dcc09faeeaadcdbad,crash,2,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
1120,4551,3459441912,mopt-0-exid2,mopt,1742,2f4e333b561fcff4f22a386bf5ae643e9cafe249ddc2b4e8800c09dbd2281025,crash,1120,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
1073,5020,3126086224,fairfuzz-0-exid2,fairfuzz,2224,02ff6eb87fb8f4de3568a0adc07b549793aa1337fc8d5db18b45a7fd98aae068,crash,1073,SEGV,ba127fb63aa0f674b7835337994a5827,ubsan
250,5020,3126086224,fairfuzz-0-exid2,fairfuzz,2224,02ff6eb87fb8f4de3568a0adc07b549793aa1337fc8d5db18b45a7fd98aae068,crash,250,heap-use-after-free,d05f359b27234cc1572a4c4af1b79e43,asan
