,discovery_time,crash_frames_hash
0,16,82a52b099b0cb44ccb2ec4868c8c055f
1,16,8e3b5edd63978d4a20e0ae0d181fcd60
2,17,2d91054c9de94c5eca7ef99745635aa8
3,17,b71cb45c0e69aebbecc7a064fa470eeb
4,17,cd1441e8dfe39c370ba2732fdd1f4b4f
5,19,20342dca7c121d150537a553601f2cff
6,19,7eb8a033fb93be1a166b929b057f47e8
7,19,3b34085a6c59f7df3b1f34b996a4eacc
8,19,96f96aaa3e6be22754adfddb27164944
9,25,0646f8dc98605131cbd13c096e45cad3
10,25,e962321310000bd8f0df569f7feedb44
11,25,036970cadbf3539a826ad22b62f77d20
12,25,0ab214692ecb89468e279d02fe53320c
13,25,6128f51c6c406ea6fb7c22ab72995672
14,25,cba4c4a26a9acbe4942b5a0f31f84451
15,25,76963e8d3021a3a3740288656624dc7e
16,25,e0c7e593bb81a6ff05eb77f65af7cc7c
17,27,4a436bc2ae0b651b32668457aab5f28a
18,27,a5405891c81691e1eec2684d72a85f21
19,29,29c9bea4133ee9c945c5692f13ce2abb
20,29,fd034a6edf6c2fa2bf0cf8afe6ed5cf5
21,29,0c22f5df8527d37af8fb39cf84536a5f
22,29,eb5d682f5a89e229ebd2b7426817c68a
23,32,3b314419f1753049f9092113c476a5b4
24,32,6c94fd057732ad5590f3d2a7416e1f8d
25,34,404bda1b199064724efef5872299313a
26,34,822aa6c6e293b6234ac2dd3610e0eaf3
27,37,0c809dc479e32efbbfe3e1e2e8f86045
28,37,f51ba2c3a608d38078af9e8834755d7a
29,39,158451269c95aabc43bea3f0711dfebf
30,39,5d358e824d65a4dae55a6405dcf2eb3c
31,46,38bc48030081a627551bd409c81914db
32,46,73a9b8171fe45630b84ad75a07663828
33,48,527198ae5c79874a5feefded1f48a76c
34,48,b7cbc7c01387305c732b6767c988f3af
35,50,3f7c48601414711f9d701293708e17a0
36,50,8e2053403599632efd8950716445c346
37,53,5dbd59db9fbfa619db19e3ee161ea098
38,53,c764e6a661b1693be2e3fb7b9e59345a
39,53,66cecc259f05a8d3bfff1fc273c4224f
40,53,f8be52f2f55e4e3a6786e7a0c6d42ac4
41,55,07519e983f9c1f1f3243bd37defb96d8
42,55,6807fae1ed3d488067ae193ec01db375
43,55,ac97f97bc7c486825473741fc4d88548
44,55,f0f342bb14e9e6e68dd08d6238202490
45,56,7955604df67ffcf65427a58682b0f595
46,56,d1121efa09a3fdc4bd286ad890ebdcc3
47,57,32792956b9c80ab5079b134198ca61b8
48,57,5130600714e96c95bd2bccd69d07f496
49,58,ab82a35ef635651378049cee2e629e6a
50,58,c7d2cebfec5264147deaa0c4941e6db3
51,59,85d525a5ed697ac02f7bf45f82035839
52,59,b684b91573dd0c7ddc4935ec8f3ba6a3
53,61,40f1c3f1b305c9a217e4613dda5fe6f9
54,61,6af674ab4d03f120df5b8d533dbfba29
55,66,cbe1c75c25d6dc91f0044aa89c7fad45
56,66,e16ae318e765808295506892e6858caa
57,66,3f01be88adb1c243af288148c0858af7
58,66,77e725e3d186ca36aebeb3f7d3468501
59,75,0c0e53750432c40bb4f59a18c3dea84c
60,75,eba863f5303a116e3e406095cb9d9508
61,77,50b003deb4b331c44241db4cea752ee4
