,fuzzer,edges_count,time
0,fuzzer_global,68,0
1,fuzzer_global,74,1
2,fuzzer_global,76,2
3,fuzzer_global,85,3
4,fuzzer_global,86,4
5,fuzzer_global,88,5
6,fuzzer_global,92,6
7,fuzzer_global,93,7
8,fuzzer_global,93,8
9,fuzzer_global,94,9
10,fuzzer_global,94,10
11,fuzzer_global,103,11
12,fuzzer_global,105,12
13,fuzzer_global,105,13
14,fuzzer_global,105,14
15,fuzzer_global,105,15
16,fuzzer_global,105,16
17,fuzzer_global,105,17
18,fuzzer_global,106,18
19,fuzzer_global,107,19
20,fuzzer_global,107,20
21,fuzzer_global,108,21
22,fuzzer_global,112,22
23,fuzzer_global,112,23
24,fuzzer_global,112,24
25,fuzzer_global,112,25
26,fuzzer_global,112,26
27,fuzzer_global,112,27
28,fuzzer_global,112,28
29,fuzzer_global,112,29
30,fuzzer_global,113,30
31,fuzzer_global,114,31
32,fuzzer_global,115,32
33,fuzzer_global,115,33
34,fuzzer_global,115,34
35,fuzzer_global,116,35
36,fuzzer_global,117,36
37,fuzzer_global,118,37
38,fuzzer_global,118,38
39,fuzzer_global,118,39
40,fuzzer_global,118,40
41,fuzzer_global,118,41
42,fuzzer_global,118,42
43,fuzzer_global,118,43
44,fuzzer_global,118,44
45,fuzzer_global,118,45
46,fuzzer_global,118,46
47,fuzzer_global,118,47
48,fuzzer_global,118,48
49,fuzzer_global,119,49
50,fuzzer_global,119,50
51,fuzzer_global,119,51
52,fuzzer_global,119,52
53,fuzzer_global,119,53
54,fuzzer_global,119,54
55,fuzzer_global,119,55
56,fuzzer_global,119,56
57,fuzzer_global,120,57
58,fuzzer_global,121,58
59,fuzzer_global,121,59
60,fuzzer_global,121,60
61,fuzzer_global,121,61
62,fuzzer_global,121,62
63,fuzzer_global,121,63
64,fuzzer_global,121,64
65,fuzzer_global,121,65
66,fuzzer_global,121,66
67,fuzzer_global,121,67
68,fuzzer_global,121,68
69,fuzzer_global,122,69
70,fuzzer_global,122,70
71,fuzzer_global,122,71
72,fuzzer_global,122,72
73,fuzzer_global,122,73
74,fuzzer_global,122,74
75,fuzzer_global,122,75
76,fuzzer_global,122,76
77,fuzzer_global,123,77
78,fuzzer_global,124,78
79,fuzzer_global,126,79
80,fuzzer_global,126,80
81,fuzzer_global,126,81
82,fuzzer_global,126,82
83,fuzzer_global,126,83
84,fuzzer_global,126,84
85,fuzzer_global,126,85
86,fuzzer_global,126,86
87,fuzzer_global,126,87
88,fuzzer_global,126,88
89,fuzzer_global,127,89
90,fuzzer_global,128,90
91,fuzzer_global,128,91
92,fuzzer_global,128,92
93,fuzzer_global,128,93
94,fuzzer_global,128,94
95,fuzzer_global,129,95
96,fuzzer_global,130,96
97,fuzzer_global,130,97
98,fuzzer_global,138,98
99,fuzzer_global,139,99
100,fuzzer_global,140,100
101,fuzzer_global,140,101
102,fuzzer_global,141,102
103,fuzzer_global,141,103
104,fuzzer_global,141,104
105,fuzzer_global,141,105
106,fuzzer_global,141,106
107,fuzzer_global,141,107
108,fuzzer_global,141,108
109,fuzzer_global,142,109
110,fuzzer_global,142,110
111,fuzzer_global,142,111
112,fuzzer_global,142,112
113,fuzzer_global,142,113
114,fuzzer_global,142,114
115,fuzzer_global,142,115
116,fuzzer_global,142,116
117,fuzzer_global,142,117
118,fuzzer_global,143,118
119,fuzzer_global,143,119
120,fuzzer_global,143,120
121,fuzzer_global,143,121
122,fuzzer_global,143,122
123,fuzzer_global,143,123
124,fuzzer_global,143,124
125,fuzzer_global,143,125
126,fuzzer_global,143,126
127,fuzzer_global,143,127
128,fuzzer_global,143,128
129,fuzzer_global,143,129
130,fuzzer_global,143,130
131,fuzzer_global,143,131
132,fuzzer_global,143,132
133,fuzzer_global,143,133
134,fuzzer_global,143,134
135,fuzzer_global,143,135
136,fuzzer_global,143,136
137,fuzzer_global,143,137
138,fuzzer_global,143,138
139,fuzzer_global,143,139
140,fuzzer_global,143,140
141,fuzzer_global,143,141
142,fuzzer_global,143,142
143,fuzzer_global,143,143
144,fuzzer_global,143,144
145,fuzzer_global,143,145
146,fuzzer_global,143,146
147,fuzzer_global,143,147
148,fuzzer_global,143,148
149,fuzzer_global,143,149
150,fuzzer_global,144,150
151,fuzzer_global,144,151
152,fuzzer_global,144,152
153,fuzzer_global,144,153
154,fuzzer_global,144,154
155,fuzzer_global,144,155
156,fuzzer_global,144,156
157,fuzzer_global,144,157
158,fuzzer_global,144,158
159,fuzzer_global,144,159
160,fuzzer_global,144,160
161,fuzzer_global,145,161
162,fuzzer_global,145,162
163,fuzzer_global,145,163
164,fuzzer_global,145,164
165,fuzzer_global,145,165
166,fuzzer_global,145,166
167,fuzzer_global,145,167
168,fuzzer_global,145,168
169,fuzzer_global,145,169
170,fuzzer_global,145,170
171,fuzzer_global,145,171
172,fuzzer_global,145,172
173,fuzzer_global,145,173
174,fuzzer_global,145,174
175,fuzzer_global,145,175
176,fuzzer_global,145,176
177,fuzzer_global,145,177
178,fuzzer_global,145,178
179,fuzzer_global,145,179
180,fuzzer_global,145,180
181,fuzzer_global,145,181
182,fuzzer_global,146,182
183,fuzzer_global,146,183
184,fuzzer_global,146,184
185,fuzzer_global,147,185
186,fuzzer_global,147,186
187,fuzzer_global,147,187
188,fuzzer_global,147,188
189,fuzzer_global,147,189
190,fuzzer_global,147,190
191,fuzzer_global,147,191
192,fuzzer_global,147,192
193,fuzzer_global,149,193
194,fuzzer_global,149,194
195,fuzzer_global,149,195
196,fuzzer_global,150,196
197,fuzzer_global,150,197
198,fuzzer_global,151,198
199,fuzzer_global,151,199
200,fuzzer_global,151,200
201,fuzzer_global,151,201
202,fuzzer_global,151,202
203,fuzzer_global,151,203
204,fuzzer_global,151,204
205,fuzzer_global,151,205
206,fuzzer_global,151,206
207,fuzzer_global,151,207
208,fuzzer_global,151,208
209,fuzzer_global,151,209
210,fuzzer_global,151,210
211,fuzzer_global,151,211
212,fuzzer_global,152,212
213,fuzzer_global,152,213
214,fuzzer_global,152,214
215,fuzzer_global,152,215
216,fuzzer_global,152,216
217,fuzzer_global,152,217
218,fuzzer_global,152,218
219,fuzzer_global,152,219
220,fuzzer_global,152,220
221,fuzzer_global,152,221
222,fuzzer_global,152,222
223,fuzzer_global,152,223
224,fuzzer_global,152,224
225,fuzzer_global,152,225
226,fuzzer_global,152,226
227,fuzzer_global,152,227
228,fuzzer_global,152,228
229,fuzzer_global,152,229
230,fuzzer_global,152,230
231,fuzzer_global,152,231
232,fuzzer_global,152,232
233,fuzzer_global,153,233
234,fuzzer_global,154,234
235,fuzzer_global,154,235
236,fuzzer_global,154,236
237,fuzzer_global,154,237
238,fuzzer_global,154,238
239,fuzzer_global,154,239
240,fuzzer_global,154,240
241,fuzzer_global,154,241
242,fuzzer_global,154,242
243,fuzzer_global,154,243
244,fuzzer_global,154,244
245,fuzzer_global,154,245
246,fuzzer_global,155,246
247,fuzzer_global,155,247
248,fuzzer_global,155,248
249,fuzzer_global,155,249
250,fuzzer_global,155,250
251,fuzzer_global,155,251
252,fuzzer_global,155,252
253,fuzzer_global,155,253
254,fuzzer_global,155,254
255,fuzzer_global,155,255
256,fuzzer_global,155,256
257,fuzzer_global,155,257
258,fuzzer_global,155,258
259,fuzzer_global,155,259
260,fuzzer_global,155,260
261,fuzzer_global,155,261
262,fuzzer_global,155,262
263,fuzzer_global,155,263
264,fuzzer_global,155,264
265,fuzzer_global,155,265
266,fuzzer_global,155,266
267,fuzzer_global,155,267
268,fuzzer_global,155,268
269,fuzzer_global,155,269
270,fuzzer_global,155,270
271,fuzzer_global,155,271
272,fuzzer_global,155,272
273,fuzzer_global,155,273
274,fuzzer_global,155,274
275,fuzzer_global,155,275
276,fuzzer_global,155,276
277,fuzzer_global,155,277
278,fuzzer_global,155,278
279,fuzzer_global,155,279
280,fuzzer_global,155,280
281,fuzzer_global,155,281
282,fuzzer_global,155,282
283,fuzzer_global,155,283
284,fuzzer_global,155,284
285,fuzzer_global,155,285
286,fuzzer_global,155,286
287,fuzzer_global,155,287
288,fuzzer_global,156,288
289,fuzzer_global,156,289
290,fuzzer_global,156,290
291,fuzzer_global,156,291
292,fuzzer_global,156,292
293,fuzzer_global,156,293
294,fuzzer_global,156,294
295,fuzzer_global,156,295
296,fuzzer_global,156,296
297,fuzzer_global,156,297
298,fuzzer_global,156,298
299,fuzzer_global,156,299
300,fuzzer_global,156,300
301,fuzzer_global,156,301
302,fuzzer_global,156,302
303,fuzzer_global,156,303
304,fuzzer_global,156,304
305,fuzzer_global,156,305
306,fuzzer_global,156,306
307,fuzzer_global,156,307
308,fuzzer_global,156,308
309,fuzzer_global,156,309
310,fuzzer_global,156,310
311,fuzzer_global,156,311
312,fuzzer_global,157,312
313,fuzzer_global,157,313
314,fuzzer_global,157,314
315,fuzzer_global,157,315
316,fuzzer_global,157,316
317,fuzzer_global,157,317
318,fuzzer_global,157,318
319,fuzzer_global,157,319
320,fuzzer_global,157,320
321,fuzzer_global,157,321
322,fuzzer_global,157,322
323,fuzzer_global,157,323
324,fuzzer_global,157,324
325,fuzzer_global,157,325
326,fuzzer_global,157,326
327,fuzzer_global,157,327
328,fuzzer_global,157,328
329,fuzzer_global,157,329
330,fuzzer_global,157,330
331,fuzzer_global,157,331
332,fuzzer_global,157,332
333,fuzzer_global,157,333
334,fuzzer_global,157,334
335,fuzzer_global,157,335
336,fuzzer_global,157,336
337,fuzzer_global,157,337
338,fuzzer_global,157,338
339,fuzzer_global,157,339
340,fuzzer_global,157,340
341,fuzzer_global,157,341
342,fuzzer_global,157,342
343,fuzzer_global,157,343
344,fuzzer_global,157,344
345,fuzzer_global,157,345
346,fuzzer_global,157,346
347,fuzzer_global,157,347
348,fuzzer_global,157,348
349,fuzzer_global,157,349
350,fuzzer_global,157,350
351,fuzzer_global,157,351
352,fuzzer_global,157,352
353,fuzzer_global,157,353
354,fuzzer_global,157,354
355,fuzzer_global,157,355
356,fuzzer_global,157,356
357,fuzzer_global,157,357
358,fuzzer_global,158,358
359,fuzzer_global,158,359
360,fuzzer_global,158,360
361,fuzzer_global,158,361
362,fuzzer_global,158,362
363,fuzzer_global,158,363
364,fuzzer_global,158,364
365,fuzzer_global,158,365
366,fuzzer_global,158,366
367,fuzzer_global,158,367
368,fuzzer_global,158,368
369,fuzzer_global,158,369
370,fuzzer_global,158,370
371,fuzzer_global,158,371
372,fuzzer_global,158,372
373,fuzzer_global,158,373
374,fuzzer_global,158,374
375,fuzzer_global,158,375
376,fuzzer_global,158,376
377,fuzzer_global,158,377
378,fuzzer_global,158,378
379,fuzzer_global,158,379
380,fuzzer_global,158,380
381,fuzzer_global,158,381
382,fuzzer_global,158,382
383,fuzzer_global,158,383
384,fuzzer_global,158,384
385,fuzzer_global,158,385
386,fuzzer_global,158,386
387,fuzzer_global,158,387
388,fuzzer_global,158,388
389,fuzzer_global,158,389
390,fuzzer_global,158,390
391,fuzzer_global,158,391
392,fuzzer_global,158,392
393,fuzzer_global,158,393
394,fuzzer_global,158,394
395,fuzzer_global,158,395
396,fuzzer_global,158,396
397,fuzzer_global,158,397
398,fuzzer_global,158,398
399,fuzzer_global,158,399
400,fuzzer_global,158,400
401,fuzzer_global,158,401
402,fuzzer_global,158,402
403,fuzzer_global,158,403
404,fuzzer_global,158,404
405,fuzzer_global,158,405
406,fuzzer_global,158,406
407,fuzzer_global,158,407
408,fuzzer_global,158,408
409,fuzzer_global,158,409
410,fuzzer_global,158,410
411,fuzzer_global,158,411
412,fuzzer_global,158,412
413,fuzzer_global,158,413
414,fuzzer_global,158,414
415,fuzzer_global,158,415
416,fuzzer_global,158,416
417,fuzzer_global,158,417
418,fuzzer_global,158,418
419,fuzzer_global,158,419
420,fuzzer_global,158,420
421,fuzzer_global,158,421
422,fuzzer_global,158,422
423,fuzzer_global,158,423
424,fuzzer_global,158,424
425,fuzzer_global,158,425
426,fuzzer_global,158,426
427,fuzzer_global,158,427
428,fuzzer_global,158,428
429,fuzzer_global,158,429
430,fuzzer_global,158,430
431,fuzzer_global,158,431
432,fuzzer_global,158,432
433,fuzzer_global,158,433
434,fuzzer_global,158,434
435,fuzzer_global,158,435
436,fuzzer_global,158,436
437,fuzzer_global,158,437
438,fuzzer_global,158,438
439,fuzzer_global,158,439
440,fuzzer_global,158,440
441,fuzzer_global,158,441
442,fuzzer_global,159,442
443,fuzzer_global,159,443
444,fuzzer_global,159,444
445,fuzzer_global,159,445
446,fuzzer_global,159,446
447,fuzzer_global,159,447
448,fuzzer_global,159,448
449,fuzzer_global,159,449
450,fuzzer_global,159,450
451,fuzzer_global,159,451
452,fuzzer_global,159,452
453,fuzzer_global,159,453
454,fuzzer_global,159,454
455,fuzzer_global,159,455
456,fuzzer_global,159,456
457,fuzzer_global,159,457
458,fuzzer_global,159,458
459,fuzzer_global,159,459
460,fuzzer_global,159,460
461,fuzzer_global,159,461
462,fuzzer_global,159,462
463,fuzzer_global,159,463
464,fuzzer_global,159,464
465,fuzzer_global,159,465
466,fuzzer_global,159,466
467,fuzzer_global,159,467
468,fuzzer_global,159,468
469,fuzzer_global,159,469
470,fuzzer_global,159,470
471,fuzzer_global,159,471
472,fuzzer_global,159,472
473,fuzzer_global,159,473
474,fuzzer_global,159,474
475,fuzzer_global,159,475
476,fuzzer_global,159,476
477,fuzzer_global,159,477
478,fuzzer_global,159,478
479,fuzzer_global,159,479
480,fuzzer_global,159,480
481,fuzzer_global,159,481
482,fuzzer_global,159,482
483,fuzzer_global,159,483
484,fuzzer_global,159,484
485,fuzzer_global,159,485
486,fuzzer_global,159,486
487,fuzzer_global,159,487
488,fuzzer_global,159,488
489,fuzzer_global,159,489
490,fuzzer_global,159,490
491,fuzzer_global,159,491
492,fuzzer_global,159,492
493,fuzzer_global,159,493
494,fuzzer_global,159,494
495,fuzzer_global,159,495
496,fuzzer_global,159,496
497,fuzzer_global,159,497
498,fuzzer_global,159,498
499,fuzzer_global,159,499
500,fuzzer_global,159,500
501,fuzzer_global,159,501
