,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
243,3114,1721967571,afl-0-exid20,afl,771,4b32c86d45c0771c7d4fb0b690c502bb496ff7bcd24116491a5a16cc16fa6702,crash,243,SEGV,31fdadb70cea93ae8e5fc42f7429577c,asan,fcb,nm
2608,3114,1721967571,afl-0-exid20,afl,771,4b32c86d45c0771c7d4fb0b690c502bb496ff7bcd24116491a5a16cc16fa6702,crash,2608,SEGV,3eb5851e990e6e543e3861801339bdd6,tsan,fcb,nm
1483,3114,1721967571,afl-0-exid20,afl,771,4b32c86d45c0771c7d4fb0b690c502bb496ff7bcd24116491a5a16cc16fa6702,crash,1483,SEGV,f0f342bb14e9e6e68dd08d6238202490,msan,fcb,nm
2504,3264,1721967571,afl-0-exid20,afl,838,ceffb76192b1fdaffbc725b1d5e1403d2e71cceed2861fcd8219332c13762bec,crash,2504,SEGV,ac97f97bc7c486825473741fc4d88548,tsan,fcb,nm
127,3264,1721967571,afl-0-exid20,afl,838,ceffb76192b1fdaffbc725b1d5e1403d2e71cceed2861fcd8219332c13762bec,crash,127,SEGV,f0f342bb14e9e6e68dd08d6238202490,asan,fcb,nm
72,3457,4284486373,fairfuzz-0-exid20,fairfuzz,911,eefad172d8e07b0d27692c732678f92d2478a2ce6c65e5986bfaa92d09373205,crash,72,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan,fcb,nm
1336,3457,4284486373,fairfuzz-0-exid20,fairfuzz,911,eefad172d8e07b0d27692c732678f92d2478a2ce6c65e5986bfaa92d09373205,crash,1336,SEGV,0c22f5df8527d37af8fb39cf84536a5f,msan,fcb,nm
2459,3457,4284486373,fairfuzz-0-exid20,fairfuzz,911,eefad172d8e07b0d27692c732678f92d2478a2ce6c65e5986bfaa92d09373205,crash,2459,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan,fcb,nm
2489,3475,2648902940,aflfast-0-exid20,aflfast,924,488f08ab0c07a36ea725290b5bd6c8fd2c4e983e174e878ff99cb5f7a8fccc5a,crash,2489,SEGV,20342dca7c121d150537a553601f2cff,tsan,fcb,nm
109,3475,2648902940,aflfast-0-exid20,aflfast,924,488f08ab0c07a36ea725290b5bd6c8fd2c4e983e174e878ff99cb5f7a8fccc5a,crash,109,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fcb,nm
1366,3475,2648902940,aflfast-0-exid20,aflfast,924,488f08ab0c07a36ea725290b5bd6c8fd2c4e983e174e878ff99cb5f7a8fccc5a,crash,1366,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fcb,nm
791,3738,4284486373,fairfuzz-0-exid20,fairfuzz,1011,823bd89d16f1da2245a8147f61ed1fedbabb304b266cdaa10befe730948c1e71,crash,791,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,asan,fcb,nm
1980,3738,4284486373,fairfuzz-0-exid20,fairfuzz,1011,823bd89d16f1da2245a8147f61ed1fedbabb304b266cdaa10befe730948c1e71,crash,1980,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,msan,fcb,nm
3666,3738,4284486373,fairfuzz-0-exid20,fairfuzz,1011,823bd89d16f1da2245a8147f61ed1fedbabb304b266cdaa10befe730948c1e71,crash,3666,SEGV,217e3f6c0ab4aacc1417e41707b79cd2,ubsan,fcb,nm
3106,3738,4284486373,fairfuzz-0-exid20,fairfuzz,1011,823bd89d16f1da2245a8147f61ed1fedbabb304b266cdaa10befe730948c1e71,crash,3106,SEGV,d68ef8a660bb62fd4346463a27e8b6bb,tsan,fcb,nm
678,3846,1721967571,afl-0-exid20,afl,1033,032d8f077385e7223fbf65d8c81d0b3c4d361526db264cb1c612313a4a39e160,crash,678,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fcb,nm
1879,3846,1721967571,afl-0-exid20,afl,1033,032d8f077385e7223fbf65d8c81d0b3c4d361526db264cb1c612313a4a39e160,crash,1879,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fcb,nm
3005,3846,1721967571,afl-0-exid20,afl,1033,032d8f077385e7223fbf65d8c81d0b3c4d361526db264cb1c612313a4a39e160,crash,3005,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fcb,nm
838,4356,4284486373,fairfuzz-0-exid20,fairfuzz,1228,a9505b605c30fa112333dbedb373d7f6192b0240ba930b38b4237a721291a013,crash,838,SEGV,38437eee2d9c701de96336291632678f,asan,fcb,nm
2021,4356,4284486373,fairfuzz-0-exid20,fairfuzz,1228,a9505b605c30fa112333dbedb373d7f6192b0240ba930b38b4237a721291a013,crash,2021,SEGV,e6d7a1d059817b81e9924cd15c91399b,msan,fcb,nm
3148,4356,4284486373,fairfuzz-0-exid20,fairfuzz,1228,a9505b605c30fa112333dbedb373d7f6192b0240ba930b38b4237a721291a013,crash,3148,SEGV,e6d7a1d059817b81e9924cd15c91399b,tsan,fcb,nm
596,4360,4284486373,fairfuzz-0-exid20,fairfuzz,1231,fdedb79986fd660500bd15ba91f3f40ada2d5b599a789a411bf80fefda7cad0b,crash,596,SEGV,32792956b9c80ab5079b134198ca61b8,asan,fcb,nm
1805,4360,4284486373,fairfuzz-0-exid20,fairfuzz,1231,fdedb79986fd660500bd15ba91f3f40ada2d5b599a789a411bf80fefda7cad0b,crash,1805,SEGV,5130600714e96c95bd2bccd69d07f496,msan,fcb,nm
2930,4360,4284486373,fairfuzz-0-exid20,fairfuzz,1231,fdedb79986fd660500bd15ba91f3f40ada2d5b599a789a411bf80fefda7cad0b,crash,2930,SEGV,5130600714e96c95bd2bccd69d07f496,tsan,fcb,nm
1398,4503,1721967571,afl-0-exid20,afl,1291,d3783f0a727954d069ce9282778936988a5c2a6ffb0f802ba00bd02784b1b488,crash,1398,SEGV,78c5fe1e9fea41710ccf42d74a3642be,msan,fcb,nm
2522,4503,1721967571,afl-0-exid20,afl,1291,d3783f0a727954d069ce9282778936988a5c2a6ffb0f802ba00bd02784b1b488,crash,2522,SEGV,78c5fe1e9fea41710ccf42d74a3642be,tsan,fcb,nm
145,4503,1721967571,afl-0-exid20,afl,1291,d3783f0a727954d069ce9282778936988a5c2a6ffb0f802ba00bd02784b1b488,crash,145,SEGV,8590b2ad25e44c36b8c6d6080ee36a39,asan,fcb,nm
2142,4506,1721967571,afl-0-exid20,afl,1292,48b9dbd8859db0aee72a8c54b524805ef252b3c102e4906586991ff1b2c04589,crash,2142,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan,fcb,nm
3270,4506,1721967571,afl-0-exid20,afl,1292,48b9dbd8859db0aee72a8c54b524805ef252b3c102e4906586991ff1b2c04589,crash,3270,SEGV,6128f51c6c406ea6fb7c22ab72995672,tsan,fcb,nm
983,4506,1721967571,afl-0-exid20,afl,1292,48b9dbd8859db0aee72a8c54b524805ef252b3c102e4906586991ff1b2c04589,crash,983,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan,fcb,nm
1156,4511,1721967571,afl-0-exid20,afl,1294,00b1f1c17f6059693de0d35e90523790ffbb4d3669aceb1c54df47e779aba0e8,crash,1156,SEGV,76963e8d3021a3a3740288656624dc7e,asan,fcb,nm
2293,4511,1721967571,afl-0-exid20,afl,1294,00b1f1c17f6059693de0d35e90523790ffbb4d3669aceb1c54df47e779aba0e8,crash,2293,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan,fcb,nm
3424,4511,1721967571,afl-0-exid20,afl,1294,00b1f1c17f6059693de0d35e90523790ffbb4d3669aceb1c54df47e779aba0e8,crash,3424,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,tsan,fcb,nm
433,4805,1721967571,afl-0-exid20,afl,1367,9b47c602bdf73c4e1200c8ad26be7d77ecf2bcaf6cd3341d6d7de3f28c34f721,crash,433,SEGV,0c0e53750432c40bb4f59a18c3dea84c,asan,fcb,nm
1655,4805,1721967571,afl-0-exid20,afl,1367,9b47c602bdf73c4e1200c8ad26be7d77ecf2bcaf6cd3341d6d7de3f28c34f721,crash,1655,SEGV,0c0e53750432c40bb4f59a18c3dea84c,msan,fcb,nm
2779,4805,1721967571,afl-0-exid20,afl,1367,9b47c602bdf73c4e1200c8ad26be7d77ecf2bcaf6cd3341d6d7de3f28c34f721,crash,2779,SEGV,eba863f5303a116e3e406095cb9d9508,tsan,fcb,nm
344,4808,4284486373,fairfuzz-0-exid20,fairfuzz,1368,82b3ed381e93ca2b465c71df6f6e15b31d5742505c127fa5e347b388a8123814,crash,344,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fcb,nm
1575,4808,4284486373,fairfuzz-0-exid20,fairfuzz,1368,82b3ed381e93ca2b465c71df6f6e15b31d5742505c127fa5e347b388a8123814,crash,1575,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fcb,nm
2699,4808,4284486373,fairfuzz-0-exid20,fairfuzz,1368,82b3ed381e93ca2b465c71df6f6e15b31d5742505c127fa5e347b388a8123814,crash,2699,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fcb,nm
2419,4958,2648902940,aflfast-0-exid20,aflfast,1411,2e96bf74f1f404f8d99db6152e13c145ad604630fbb1bce7c2f2f5da6d0d6ef9,crash,2419,SEGV,82a52b099b0cb44ccb2ec4868c8c055f,tsan,fcb,nm
28,4958,2648902940,aflfast-0-exid20,aflfast,1411,2e96bf74f1f404f8d99db6152e13c145ad604630fbb1bce7c2f2f5da6d0d6ef9,crash,28,SEGV,8e3b5edd63978d4a20e0ae0d181fcd60,asan,fcb,nm
1296,4958,2648902940,aflfast-0-exid20,aflfast,1411,2e96bf74f1f404f8d99db6152e13c145ad604630fbb1bce7c2f2f5da6d0d6ef9,crash,1296,SEGV,8e3b5edd63978d4a20e0ae0d181fcd60,msan,fcb,nm
213,5042,2605799613,aflplusplus-0-exid20,aflplusplus,1436,79e7ba9d42e6e27578022990fdf891b3c99bb3959e4da2972c3fe2cdff426c38,crash,213,SEGV,675264e67bb16cf95fce8e6a3fd44284,asan,fcb,nm
1458,5042,2605799613,aflplusplus-0-exid20,aflplusplus,1436,79e7ba9d42e6e27578022990fdf891b3c99bb3959e4da2972c3fe2cdff426c38,crash,1458,SEGV,ea96565a4e012cca8889fcce4b25307e,msan,fcb,nm
2582,5042,2605799613,aflplusplus-0-exid20,aflplusplus,1436,79e7ba9d42e6e27578022990fdf891b3c99bb3959e4da2972c3fe2cdff426c38,crash,2582,SEGV,ea96565a4e012cca8889fcce4b25307e,tsan,fcb,nm
621,5337,4284486373,fairfuzz-0-exid20,fairfuzz,1559,608fbf357e4768812dc449bd161498baef2cab1c915fc44d311c5916161cd3de,crash,621,heap-buffer-overflow,d68ef8a660bb62fd4346463a27e8b6bb,asan,fcb,nm
3322,5697,2648902940,aflfast-0-exid20,aflfast,1702,21d1b6146852efba6c04b095ab16169a9c2204adc8ffb83628166d71b69336dd,crash,3322,SEGV,87aaa85249fb7e63506af5d72c3f26c5,tsan,fcb,nm
1043,5697,2648902940,aflfast-0-exid20,aflfast,1702,21d1b6146852efba6c04b095ab16169a9c2204adc8ffb83628166d71b69336dd,crash,1043,SEGV,c66b2c326db349ab6561d6b782d2ab8f,asan,fcb,nm
2193,5697,2648902940,aflfast-0-exid20,aflfast,1702,21d1b6146852efba6c04b095ab16169a9c2204adc8ffb83628166d71b69336dd,crash,2193,SEGV,c66b2c326db349ab6561d6b782d2ab8f,msan,fcb,nm
3704,5697,2648902940,aflfast-0-exid20,aflfast,1702,21d1b6146852efba6c04b095ab16169a9c2204adc8ffb83628166d71b69336dd,crash,3704,SEGV,c66b2c326db349ab6561d6b782d2ab8f,ubsan,fcb,nm
