,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
658,1660,2319193758,mopt-0-exid0,mopt,369,0c13e79065c0596c47825ace40f4532eeaf5bb1b6ee0ba441618b098a5b4ee6c,crash,658,heap-buffer-overflow,8c74227eed4bf13418aa08e7cfce2860,asan,fca,nm
1540,4268,3424668480,fairfuzz-0-exid0,fairfuzz,1528,fd74e2dd5cc2ccc2a286f45d2821f7d30e11126809cedbf33998b57f3927b8e8,crash,1540,SEGV,20342dca7c121d150537a553601f2cff,tsan,fca,nm
402,4268,3424668480,fairfuzz-0-exid0,fairfuzz,1528,fd74e2dd5cc2ccc2a286f45d2821f7d30e11126809cedbf33998b57f3927b8e8,crash,402,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fca,nm
987,4268,3424668480,fairfuzz-0-exid0,fairfuzz,1528,fd74e2dd5cc2ccc2a286f45d2821f7d30e11126809cedbf33998b57f3927b8e8,crash,987,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fca,nm
53,4842,2025817699,symcc-0-exid0,symcc,1745,876b9d41e7551737cec2ee6658283863618e3bbb3c056a7111052231a03247e8,crash,53,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fca,nm
737,4842,2025817699,symcc-0-exid0,symcc,1745,876b9d41e7551737cec2ee6658283863618e3bbb3c056a7111052231a03247e8,crash,737,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fca,nm
1248,4842,2025817699,symcc-0-exid0,symcc,1745,876b9d41e7551737cec2ee6658283863618e3bbb3c056a7111052231a03247e8,crash,1248,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fca,nm
1234,4971,3424668480,fairfuzz-0-exid0,fairfuzz,1869,12173becfee98fc690ea11ceb74a38f5a233c41f11b0bae8c296275ccac3a199,crash,1234,SEGV,0f44695389213eaaa9d22f82e4a1bbdc,tsan,fca,nm
38,4971,3424668480,fairfuzz-0-exid0,fairfuzz,1869,12173becfee98fc690ea11ceb74a38f5a233c41f11b0bae8c296275ccac3a199,crash,38,SEGV,189d3af2d351e4a957a2cdee6427f4fd,asan,fca,nm
726,4971,3424668480,fairfuzz-0-exid0,fairfuzz,1869,12173becfee98fc690ea11ceb74a38f5a233c41f11b0bae8c296275ccac3a199,crash,726,SEGV,189d3af2d351e4a957a2cdee6427f4fd,msan,fca,nm
