,crash_id,discovery_time,fuzzer
1076,bug1076,10,fairfuzz-0-exid21
3450,bug3450,10,fairfuzz-0-exid21
408,bug408,17,afl-0-exid21
1686,bug1686,17,afl-0-exid21
2549,bug2549,22,fairfuzz-0-exid21
73,bug73,22,fairfuzz-0-exid21
154,bug154,22,fairfuzz-0-exid21
2623,bug2623,22,fairfuzz-0-exid21
1837,bug1837,24,afl-0-exid21
584,bug584,24,afl-0-exid21
152,bug152,24,afl-0-exid21
1454,bug1454,24,afl-0-exid21
444,bug444,29,fairfuzz-0-exid21
2887,bug2887,29,fairfuzz-0-exid21
895,bug895,29,fairfuzz-0-exid21
3289,bug3289,29,fairfuzz-0-exid21
561,bug561,31,fairfuzz-0-exid21
2993,bug2993,31,fairfuzz-0-exid21
3194,bug3194,31,afl-0-exid21
787,bug787,31,afl-0-exid21
510,bug510,34,afl-0-exid21
1774,bug1774,34,afl-0-exid21
151,bug151,49,afl-0-exid21
2620,bug2620,49,afl-0-exid21
620,bug620,50,fairfuzz-0-exid21
3045,bug3045,50,fairfuzz-0-exid21
37,bug37,51,fairfuzz-0-exid21
1346,bug1346,51,fairfuzz-0-exid21
517,bug517,51,fairfuzz-0-exid21
1781,bug1781,51,fairfuzz-0-exid21
2103,bug2103,57,afl-0-exid21
886,bug886,57,afl-0-exid21
470,bug470,64,afl-0-exid21
2909,bug2909,64,afl-0-exid21
998,bug998,68,fairfuzz-0-exid21
3377,bug3377,68,fairfuzz-0-exid21
327,bug327,70,fairfuzz-0-exid21
2780,bug2780,70,fairfuzz-0-exid21
471,bug471,70,fairfuzz-0-exid21
2910,bug2910,70,fairfuzz-0-exid21
3251,bug3251,72,afl-0-exid21
851,bug851,72,afl-0-exid21
3021,bug3021,76,afl-0-exid21
594,bug594,76,afl-0-exid21
3214,bug3214,77,fairfuzz-0-exid21
813,bug813,77,fairfuzz-0-exid21
2661,bug2661,78,aflplusplus-0-exid21
194,bug194,78,aflplusplus-0-exid21
1194,bug1194,88,afl-0-exid21
3555,bug3555,88,afl-0-exid21
2711,bug2711,89,afl-0-exid21
249,bug249,89,afl-0-exid21
320,bug320,90,fairfuzz-0-exid21
2775,bug2775,90,fairfuzz-0-exid21
3493,bug3493,95,aflplusplus-0-exid21
1123,bug1123,95,aflplusplus-0-exid21
74,bug74,100,afl-0-exid21
2550,bug2550,100,afl-0-exid21
1382,bug1382,100,afl-0-exid21
127,bug127,108,fairfuzz-0-exid21
2599,bug2599,108,fairfuzz-0-exid21
274,bug274,111,afl-0-exid21
2735,bug2735,111,afl-0-exid21
509,bug509,116,fairfuzz-0-exid21
2945,bug2945,116,fairfuzz-0-exid21
2355,bug2355,128,afl-0-exid21
1170,bug1170,128,afl-0-exid21
2811,bug2811,129,aflfast-0-exid21
358,bug358,129,aflfast-0-exid21
578,bug578,145,aflfast-0-exid21
1834,bug1834,145,aflfast-0-exid21
2150,bug2150,145,fairfuzz-0-exid21
940,bug940,145,fairfuzz-0-exid21
1805,bug1805,145,aflfast-0-exid21
545,bug545,145,aflfast-0-exid21
1470,bug1470,146,aflfast-0-exid21
168,bug168,146,aflfast-0-exid21
2526,bug2526,153,fairfuzz-0-exid21
49,bug49,153,fairfuzz-0-exid21
632,bug632,161,afl-0-exid21
3056,bug3056,161,afl-0-exid21
2961,bug2961,162,afl-0-exid21
526,bug526,162,afl-0-exid21
2985,bug2985,184,afl-0-exid21
553,bug553,184,afl-0-exid21
2509,bug2509,186,fairfuzz-0-exid21
32,bug32,186,fairfuzz-0-exid21
1529,bug1529,193,aflplusplus-0-exid21
232,bug232,193,aflplusplus-0-exid21
2874,bug2874,198,afl-0-exid21
428,bug428,198,afl-0-exid21
2626,bug2626,221,fairfuzz-0-exid21
157,bug157,221,fairfuzz-0-exid21
79,bug79,247,afl-0-exid21
2554,bug2554,247,afl-0-exid21
1760,bug1760,260,fairfuzz-0-exid21
495,bug495,260,fairfuzz-0-exid21
824,bug824,270,fairfuzz-0-exid21
2046,bug2046,270,fairfuzz-0-exid21
3357,bug3357,296,fairfuzz-0-exid21
976,bug976,296,fairfuzz-0-exid21
3118,bug3118,323,fairfuzz-0-exid21
699,bug699,323,fairfuzz-0-exid21
1941,bug1941,323,fairfuzz-0-exid21
2973,bug2973,327,aflplusplus-0-exid21
539,bug539,327,aflplusplus-0-exid21
2707,bug2707,328,afl-0-exid21
244,bug244,328,afl-0-exid21
902,bug902,368,afl-0-exid21
2538,bug2538,370,afl-0-exid21
1370,bug1370,370,afl-0-exid21
3216,bug3216,434,aflfast-0-exid21
816,bug816,434,aflfast-0-exid21
282,bug282,478,aflfast-0-exid21
2743,bug2743,478,aflfast-0-exid21
1575,bug1575,478,aflfast-0-exid21
1150,bug1150,478,aflfast-0-exid21
2340,bug2340,478,aflfast-0-exid21
3519,bug3519,478,aflfast-0-exid21
2790,bug2790,544,aflplusplus-0-exid21
337,bug337,544,aflplusplus-0-exid21
214,bug214,613,afl-0-exid21
2680,bug2680,613,afl-0-exid21
532,bug532,904,aflplusplus-0-exid21
890,bug890,987,fairfuzz-0-exid21
2107,bug2107,987,fairfuzz-0-exid21
3285,bug3285,987,fairfuzz-0-exid21
838,bug838,987,fairfuzz-0-exid21
2059,bug2059,987,fairfuzz-0-exid21
1520,bug1520,987,fairfuzz-0-exid21
119,bug119,998,afl-0-exid21
2592,bug2592,998,afl-0-exid21
2123,bug2123,1003,afl-0-exid21
911,bug911,1003,afl-0-exid21
1643,bug1643,1003,afl-0-exid21
1708,bug1708,1003,afl-0-exid21
2501,bug2501,1070,fairfuzz-0-exid21
24,bug24,1070,fairfuzz-0-exid21
