,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
1220,3263,1653007214,fairfuzz-0-exid4,fairfuzz,532,bd96d321bb1631586dcb5cffe8e05754c6818c401458fe4dc51b2819fae58a9c,crash,1220,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
32,3263,1653007214,fairfuzz-0-exid4,fairfuzz,532,bd96d321bb1631586dcb5cffe8e05754c6818c401458fe4dc51b2819fae58a9c,crash,32,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
1244,3504,975115099,symcc-0-exid4,symcc,629,4ddad3876232d283787a83f86603b9877b4b0b139cc276c38b8c8f986d03e271,crash,1244,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
462,3504,975115099,symcc-0-exid4,symcc,629,4ddad3876232d283787a83f86603b9877b4b0b139cc276c38b8c8f986d03e271,crash,462,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
283,7203,2911578578,mopt-0-exid4,mopt,6295,555168dbe32956f50357ad3b6cb67096c8e1c3cf125a19c82d4dba3b6921dc7e,crash,283,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
886,7228,2911578578,mopt-0-exid4,mopt,6630,6f540751c4859b8988562586800f50ce23555454542d828a4128045bef0ec1b9,crash,886,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
280,7510,1653007214,fairfuzz-0-exid4,fairfuzz,8366,a77b4c9b60f344e2955ff6e679f9ac54378cf9676ee0774842d13113d2cf7035,crash,280,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
708,7517,1653007214,fairfuzz-0-exid4,fairfuzz,8400,2fb93284e6a82da0b6dc3617b8f2bf0475ba2f619eb89f9e5f71f46ae88f7aa5,crash,708,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
982,7755,975115099,symcc-0-exid4,symcc,10162,98667efbcf509cc6d58393c722580efbfb182f8ecfee29437b563ddf6a2e5d10,crash,982,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
383,7755,975115099,symcc-0-exid4,symcc,10162,98667efbcf509cc6d58393c722580efbfb182f8ecfee29437b563ddf6a2e5d10,crash,383,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
940,8607,975115099,symcc-0-exid4,symcc,14046,8532e8ece88591e5c796b5b028f3797df7ac6b4ca856d1a78833fcce3c7e5f44,crash,940,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
1210,9276,2911578578,mopt-0-exid4,mopt,21112,270964697162e2c351c96a530a7352e741ba5f45ca4785ba99923e3e9dc943b0,crash,1210,SEGV,2240f99b7364454196a6e7fac2028d2b,tsan
1251,9285,2911578578,mopt-0-exid4,mopt,21177,13352f4fee2d11e1fafb248fa1abb0a5dc8be1a72fa273a3e4eba721b542575f,crash,1251,SEGV,dc932f8b8003795cf9d4cf9e58604b99,ubsan
612,9285,2911578578,mopt-0-exid4,mopt,21177,13352f4fee2d11e1fafb248fa1abb0a5dc8be1a72fa273a3e4eba721b542575f,crash,612,heap-use-after-free,9c74ce5d00fb534a6644db103f1bfe0b,asan
966,9334,975115099,symcc-0-exid4,symcc,21705,f212c07e6ef71234fc3dd2caf405685fe5af539379cd954d821647b1f54c1c5c,crash,966,SEGV,2240f99b7364454196a6e7fac2028d2b,tsan
557,10948,2911578578,mopt-0-exid4,mopt,49014,8ff706c4175540c6da85558016dc559ee230f3fa8ee141126c72e4949ca40a47,crash,557,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
1166,11278,1653007214,fairfuzz-0-exid4,fairfuzz,59900,ea1027a2882be674ae2a9a0090b9c0f56dbb1a848b4a28cab85e34700393eac1,crash,1166,SEGV,ef18311e55235156d43317cf16f5eb92,tsan
1226,11536,1653007214,fairfuzz-0-exid4,fairfuzz,70933,5361344d620d8ec14cf1179a3b4813c36a56f3637c4f745e67dcfe47fe4afd4d,crash,1226,SEGV,b6805236842427b48c7aaccd83dca7b7,ubsan
155,11558,1653007214,fairfuzz-0-exid4,fairfuzz,71517,ead8cc713dc9d8131b11d7ab7334975b234a0b018cb35d75ca3e74133fe7debb,crash,155,heap-use-after-free,bf39470c4385d389d7814248ff4d17c1,asan
909,11618,2980642572,aflplusplus-0-exid4,aflplusplus,73516,0508ddd2edebd93e4316f4f66bafc2a0b1a6f0c571fdc1c7b55d240ce621a5bd,crash,909,SEGV,242466f34bd61f7c5b79a168dbd25c63,tsan
300,11618,2980642572,aflplusplus-0-exid4,aflplusplus,73516,0508ddd2edebd93e4316f4f66bafc2a0b1a6f0c571fdc1c7b55d240ce621a5bd,crash,300,heap-buffer-overflow,99fad7a3b490f7d3d7fc13b4db848e11,asan
