,crash_id,discovery_time,fuzzer
2743,bug2743,6,fairfuzz-0-exid23
1277,bug1277,6,fairfuzz-0-exid23
2773,bug2773,6,fairfuzz-0-exid23
1307,bug1307,6,fairfuzz-0-exid23
772,bug772,6,fairfuzz-0-exid23
2258,bug2258,6,fairfuzz-0-exid23
1009,bug1009,6,fairfuzz-0-exid23
2483,bug2483,6,fairfuzz-0-exid23
497,bug497,6,fairfuzz-0-exid23
2001,bug2001,6,fairfuzz-0-exid23
179,bug179,6,fairfuzz-0-exid23
1692,bug1692,6,fairfuzz-0-exid23
1313,bug1313,8,aflplusplus-0-exid23
2779,bug2779,8,aflplusplus-0-exid23
1756,bug1756,10,fairfuzz-0-exid23
245,bug245,10,fairfuzz-0-exid23
1284,bug1284,13,afl-0-exid23
2750,bug2750,13,afl-0-exid23
4139,bug4139,18,aflfast-0-exid23
1181,bug1181,18,aflfast-0-exid23
167,bug167,19,fairfuzz-0-exid23
3148,bug3148,19,fairfuzz-0-exid23
570,bug570,21,fairfuzz-0-exid23
3539,bug3539,21,fairfuzz-0-exid23
4459,bug4459,25,fairfuzz-0-exid23
1513,bug1513,25,fairfuzz-0-exid23
3438,bug3438,26,fairfuzz-0-exid23
465,bug465,26,fairfuzz-0-exid23
1970,bug1970,26,fairfuzz-0-exid23
111,bug111,26,fairfuzz-0-exid23
1626,bug1626,26,fairfuzz-0-exid23
859,bug859,32,fairfuzz-0-exid23
3822,bug3822,32,fairfuzz-0-exid23
349,bug349,35,afl-0-exid23
3325,bug3325,35,afl-0-exid23
486,bug486,36,fairfuzz-0-exid23
324,bug324,39,fairfuzz-0-exid23
3300,bug3300,39,fairfuzz-0-exid23
885,bug885,39,fairfuzz-0-exid23
2363,bug2363,39,fairfuzz-0-exid23
3210,bug3210,40,afl-0-exid23
1745,bug1745,40,afl-0-exid23
3034,bug3034,40,afl-0-exid23
1570,bug1570,40,afl-0-exid23
51,bug51,40,afl-0-exid23
317,bug317,40,fairfuzz-0-exid23
3293,bug3293,40,fairfuzz-0-exid23
677,bug677,53,fairfuzz-0-exid23
3643,bug3643,53,fairfuzz-0-exid23
3650,bug3650,54,afl-0-exid23
684,bug684,54,afl-0-exid23
2176,bug2176,54,afl-0-exid23
1335,bug1335,56,fairfuzz-0-exid23
4287,bug4287,56,fairfuzz-0-exid23
4222,bug4222,59,afl-0-exid23
1267,bug1267,59,afl-0-exid23
3920,bug3920,67,aflplusplus-0-exid23
959,bug959,67,aflplusplus-0-exid23
131,bug131,68,aflfast-0-exid23
3112,bug3112,68,aflfast-0-exid23
379,bug379,68,afl-0-exid23
3354,bug3354,68,afl-0-exid23
1885,bug1885,68,afl-0-exid23
4479,bug4479,68,afl-0-exid23
3367,bug3367,88,afl-0-exid23
394,bug394,88,afl-0-exid23
4000,bug4000,92,fairfuzz-0-exid23
1040,bug1040,92,fairfuzz-0-exid23
3135,bug3135,120,fairfuzz-0-exid23
3566,bug3566,122,fairfuzz-0-exid23
597,bug597,122,fairfuzz-0-exid23
3633,bug3633,126,fairfuzz-0-exid23
838,bug838,126,afl-0-exid23
3801,bug3801,126,afl-0-exid23
543,bug543,133,aflplusplus-0-exid23
2045,bug2045,133,aflplusplus-0-exid23
2787,bug2787,142,afl-0-exid23
4276,bug4276,142,afl-0-exid23
4307,bug4307,148,fairfuzz-0-exid23
1355,bug1355,148,fairfuzz-0-exid23
164,bug164,151,afl-0-exid23
3145,bug3145,151,afl-0-exid23
3189,bug3189,153,afl-0-exid23
209,bug209,153,afl-0-exid23
822,bug822,157,afl-0-exid23
3787,bug3787,157,afl-0-exid23
3337,bug3337,160,afl-0-exid23
361,bug361,160,afl-0-exid23
4012,bug4012,174,fairfuzz-0-exid23
1053,bug1053,174,fairfuzz-0-exid23
726,bug726,176,afl-0-exid23
3692,bug3692,176,afl-0-exid23
4477,bug4477,207,fairfuzz-0-exid23
1739,bug1739,207,fairfuzz-0-exid23
226,bug226,207,fairfuzz-0-exid23
1026,bug1026,219,afl-0-exid23
3987,bug3987,219,afl-0-exid23
3515,bug3515,233,aflplusplus-0-exid23
2048,bug2048,233,aflplusplus-0-exid23
1327,bug1327,233,afl-0-exid23
1207,bug1207,248,aflplusplus-0-exid23
2674,bug2674,248,aflplusplus-0-exid23
139,bug139,271,aflplusplus-0-exid23
3120,bug3120,271,aflplusplus-0-exid23
52,bug52,284,aflfast-0-exid23
3035,bug3035,284,aflfast-0-exid23
3658,bug3658,285,aflfast-0-exid23
692,bug692,285,aflfast-0-exid23
1220,bug1220,291,afl-0-exid23
4176,bug4176,291,afl-0-exid23
1142,bug1142,299,aflplusplus-0-exid23
4101,bug4101,299,aflplusplus-0-exid23
1742,bug1742,317,aflplusplus-0-exid23
229,bug229,317,aflplusplus-0-exid23
1089,bug1089,330,aflplusplus-0-exid23
4048,bug4048,330,aflplusplus-0-exid23
4428,bug4428,339,afl-0-exid23
2944,bug2944,339,afl-0-exid23
1482,bug1482,339,afl-0-exid23
4190,bug4190,352,fairfuzz-0-exid23
1234,bug1234,352,fairfuzz-0-exid23
1260,bug1260,352,fairfuzz-0-exid23
4215,bug4215,352,fairfuzz-0-exid23
495,bug495,392,afl-0-exid23
3467,bug3467,392,afl-0-exid23
252,bug252,457,afl-0-exid23
3229,bug3229,457,afl-0-exid23
56,bug56,486,aflplusplus-0-exid23
3039,bug3039,486,aflplusplus-0-exid23
3706,bug3706,562,afl-0-exid23
741,bug741,562,afl-0-exid23
4427,bug4427,564,fairfuzz-0-exid23
1481,bug1481,564,fairfuzz-0-exid23
398,bug398,585,aflfast-0-exid23
1904,bug1904,585,aflfast-0-exid23
2659,bug2659,586,aflfast-0-exid23
1191,bug1191,586,aflfast-0-exid23
1744,bug1744,593,afl-0-exid23
3818,bug3818,672,fairfuzz-0-exid23
3203,bug3203,736,afl-0-exid23
223,bug223,736,afl-0-exid23
446,bug446,738,fairfuzz-0-exid23
3419,bug3419,738,fairfuzz-0-exid23
3443,bug3443,741,aflplusplus-0-exid23
470,bug470,741,aflplusplus-0-exid23
2749,bug2749,857,afl-0-exid23
1283,bug1283,857,afl-0-exid23
3592,bug3592,927,afl-0-exid23
623,bug623,927,afl-0-exid23
1422,bug1422,968,fairfuzz-0-exid23
4374,bug4374,968,fairfuzz-0-exid23
760,bug760,1014,fairfuzz-0-exid23
4445,bug4445,1049,fairfuzz-0-exid23
1499,bug1499,1049,fairfuzz-0-exid23
2005,bug2005,1059,fairfuzz-0-exid23
4130,bug4130,1059,fairfuzz-0-exid23
3769,bug3769,1194,aflfast-0-exid23
3391,bug3391,1223,fairfuzz-0-exid23
418,bug418,1223,fairfuzz-0-exid23
2533,bug2533,1300,fairfuzz-0-exid23
4018,bug4018,1300,fairfuzz-0-exid23
