,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer
711,2045,2898845386,fairfuzz-0-exid22,fairfuzz,620,1889582c3c973dcfb82dde5f526189de9c7ee3eb1d64cee630f440e287eb14cd,crash,711,SEGV,036970cadbf3539a826ad22b62f77d20,asan
2027,2045,2898845386,fairfuzz-0-exid22,fairfuzz,620,1889582c3c973dcfb82dde5f526189de9c7ee3eb1d64cee630f440e287eb14cd,crash,2027,SEGV,0ab214692ecb89468e279d02fe53320c,msan
1305,2249,2898845386,fairfuzz-0-exid22,fairfuzz,688,c07ff58331a8f1f9b5401ce9fe48f7799e3444f2513d8c9cc5ef42f203cf856b,crash,1305,SEGV,51ea19cf3cdd0032322d439a97abf293,asan
2537,2249,2898845386,fairfuzz-0-exid22,fairfuzz,688,c07ff58331a8f1f9b5401ce9fe48f7799e3444f2513d8c9cc5ef42f203cf856b,crash,2537,SEGV,64f3eee2c7b2e4594b050aa702a3f154,msan
633,3275,206683456,afl-0-exid22,afl,1123,68c2f6545cb806170347d917900d5673df15c63a0a2a781b91915c034ad98585,crash,633,SEGV,036970cadbf3539a826ad22b62f77d20,asan
1963,3275,206683456,afl-0-exid22,afl,1123,68c2f6545cb806170347d917900d5673df15c63a0a2a781b91915c034ad98585,crash,1963,SEGV,0ab214692ecb89468e279d02fe53320c,msan
2259,3277,206683456,afl-0-exid22,afl,1123,498f547cef21dc7d507facdc19e0406a4ec2385e6e81094ca2f529ef9220e147,crash,2259,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
982,3277,206683456,afl-0-exid22,afl,1123,498f547cef21dc7d507facdc19e0406a4ec2385e6e81094ca2f529ef9220e147,crash,982,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
805,3280,206683456,afl-0-exid22,afl,1124,a2aa8a9b2a93d182ce0812e032bfa1551272191a27914ce455a6d4dad39e0b03,crash,805,SEGV,5ae32016c91ba99ef4545e0f2a6c42dd,asan
2102,3280,206683456,afl-0-exid22,afl,1124,a2aa8a9b2a93d182ce0812e032bfa1551272191a27914ce455a6d4dad39e0b03,crash,2102,SEGV,e47d8c0bac54f00eadd6e1e2e3662c65,msan
594,3287,206683456,afl-0-exid22,afl,1125,02c39176708214fcd771c7d40eae2a0d2a82817fa34f1dc3e6902df4b8d96489,crash,594,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan
1925,3287,206683456,afl-0-exid22,afl,1125,02c39176708214fcd771c7d40eae2a0d2a82817fa34f1dc3e6902df4b8d96489,crash,1925,SEGV,884ec7d3390930225f967542efadb816,msan
2149,3291,206683456,afl-0-exid22,afl,1126,12f9021e54a242c62f0f327443f77f58e088dddbd993cc1a735b2d574db3c297,crash,2149,SEGV,0646f8dc98605131cbd13c096e45cad3,msan
856,3291,206683456,afl-0-exid22,afl,1126,12f9021e54a242c62f0f327443f77f58e088dddbd993cc1a735b2d574db3c297,crash,856,SEGV,e962321310000bd8f0df569f7feedb44,asan
1938,3295,206683456,afl-0-exid22,afl,1128,6d434325a05fc86a5cf62c11af347c0ded6a6fb8b3ecd871cd7a438a9deb33b5,crash,1938,SEGV,5fb56ce37a439067b9539a8d112d1a01,msan
607,3295,206683456,afl-0-exid22,afl,1128,6d434325a05fc86a5cf62c11af347c0ded6a6fb8b3ecd871cd7a438a9deb33b5,crash,607,SEGV,e69464d29edee748e3495be97bafe20e,asan
1227,3528,2898845386,fairfuzz-0-exid22,fairfuzz,1219,615b89befceb2bbefb2dd5371d2c47b29a843b120b19c703b67fa54c0cf059e9,crash,1227,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
3710,3528,2898845386,fairfuzz-0-exid22,fairfuzz,1219,615b89befceb2bbefb2dd5371d2c47b29a843b120b19c703b67fa54c0cf059e9,crash,3710,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
71,4016,1657863402,aflfast-0-exid22,aflfast,1338,cca5a5d382c505fdfe811a0b2e4b763bfaef514cb3f58043893e6dcf7203ffe2,crash,71,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan
2705,4016,1657863402,aflfast-0-exid22,aflfast,1338,cca5a5d382c505fdfe811a0b2e4b763bfaef514cb3f58043893e6dcf7203ffe2,crash,2705,SEGV,96f96aaa3e6be22754adfddb27164944,tsan
184,4199,206683456,afl-0-exid22,afl,1453,1cb5123648af123ef3607b71e8da6e3ee3ae62ff01a386e3a58de42b0f3760d2,crash,184,SEGV,32792956b9c80ab5079b134198ca61b8,asan
1579,4199,206683456,afl-0-exid22,afl,1453,1cb5123648af123ef3607b71e8da6e3ee3ae62ff01a386e3a58de42b0f3760d2,crash,1579,SEGV,5130600714e96c95bd2bccd69d07f496,msan
2288,4289,2898845386,fairfuzz-0-exid22,fairfuzz,1512,47d332c87dfab2b7785cfbd6ac599b5eadbe4495729aa02732948f3d3db8efbe,crash,2288,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan
1017,4289,2898845386,fairfuzz-0-exid22,fairfuzz,1512,47d332c87dfab2b7785cfbd6ac599b5eadbe4495729aa02732948f3d3db8efbe,crash,1017,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan
2092,4292,2898845386,fairfuzz-0-exid22,fairfuzz,1513,278f7ae2df5788ad71938575cbcd41c43e9cec2eebc786ee008126199d49cccd,crash,2092,SEGV,0646f8dc98605131cbd13c096e45cad3,msan
790,4292,2898845386,fairfuzz-0-exid22,fairfuzz,1513,278f7ae2df5788ad71938575cbcd41c43e9cec2eebc786ee008126199d49cccd,crash,790,SEGV,e962321310000bd8f0df569f7feedb44,asan
1102,4297,2898845386,fairfuzz-0-exid22,fairfuzz,1518,e1a017037de849ce7604a8bdf5eaaeb35ecf9e0de747f13be72bc20ee11a3392,crash,1102,SEGV,85d525a5ed697ac02f7bf45f82035839,asan
2361,4297,2898845386,fairfuzz-0-exid22,fairfuzz,1518,e1a017037de849ce7604a8bdf5eaaeb35ecf9e0de747f13be72bc20ee11a3392,crash,2361,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan
682,4299,2898845386,fairfuzz-0-exid22,fairfuzz,1519,3c56e3080e6ee2673e887bb809b618e884217f2c28ae68b6452579aa2827f7c4,crash,682,SEGV,6cd47e5aebb4297df5acaba2b6b80a23,asan
