,fuzzer,edges_count,time
0,fuzzer_global,117,0
1,fuzzer_global,161,1
2,fuzzer_global,176,2
3,fuzzer_global,217,3
4,fuzzer_global,233,4
5,fuzzer_global,241,5
6,fuzzer_global,257,6
7,fuzzer_global,266,7
8,fuzzer_global,271,8
9,fuzzer_global,283,9
10,fuzzer_global,285,10
11,fuzzer_global,296,11
12,fuzzer_global,311,12
13,fuzzer_global,311,13
14,fuzzer_global,311,14
15,fuzzer_global,311,15
16,fuzzer_global,311,16
17,fuzzer_global,314,17
18,fuzzer_global,315,18
19,fuzzer_global,317,19
20,fuzzer_global,319,20
21,fuzzer_global,319,21
22,fuzzer_global,321,22
23,fuzzer_global,321,23
24,fuzzer_global,322,24
25,fuzzer_global,322,25
26,fuzzer_global,324,26
27,fuzzer_global,325,27
28,fuzzer_global,325,28
29,fuzzer_global,326,29
30,fuzzer_global,326,30
31,fuzzer_global,326,31
32,fuzzer_global,326,32
33,fuzzer_global,326,33
34,fuzzer_global,326,34
35,fuzzer_global,326,35
36,fuzzer_global,337,36
37,fuzzer_global,340,37
38,fuzzer_global,340,38
39,fuzzer_global,341,39
40,fuzzer_global,341,40
41,fuzzer_global,341,41
42,fuzzer_global,341,42
43,fuzzer_global,341,43
44,fuzzer_global,341,44
45,fuzzer_global,343,45
46,fuzzer_global,344,46
47,fuzzer_global,344,47
48,fuzzer_global,344,48
49,fuzzer_global,344,49
50,fuzzer_global,344,50
51,fuzzer_global,344,51
52,fuzzer_global,344,52
53,fuzzer_global,345,53
54,fuzzer_global,345,54
55,fuzzer_global,345,55
56,fuzzer_global,345,56
57,fuzzer_global,347,57
58,fuzzer_global,347,58
59,fuzzer_global,348,59
60,fuzzer_global,348,60
61,fuzzer_global,348,61
62,fuzzer_global,348,62
63,fuzzer_global,348,63
64,fuzzer_global,348,64
65,fuzzer_global,348,65
66,fuzzer_global,348,66
67,fuzzer_global,349,67
68,fuzzer_global,349,68
69,fuzzer_global,349,69
