,crash_id,discovery_time,fuzzer
2431,bug2431,7,fairfuzz-0-exid3
1108,bug1108,7,fairfuzz-0-exid3
364,bug364,7,fairfuzz-0-exid3
1748,bug1748,7,fairfuzz-0-exid3
1059,bug1059,11,mopt-0-exid3
1478,bug1478,17,symcc-0-exid3
73,bug73,17,symcc-0-exid3
3302,bug3302,19,symcc-0-exid3
647,bug647,19,symcc-0-exid3
1316,bug1316,23,fairfuzz-0-exid3
3907,bug3907,23,fairfuzz-0-exid3
1024,bug1024,23,fairfuzz-0-exid3
3639,bug3639,23,fairfuzz-0-exid3
3899,bug3899,31,fairfuzz-0-exid3
1308,bug1308,31,fairfuzz-0-exid3
240,bug240,34,symcc-0-exid3
1633,bug1633,34,symcc-0-exid3
121,bug121,38,symcc-0-exid3
2817,bug2817,38,symcc-0-exid3
1171,bug1171,40,symcc-0-exid3
2487,bug2487,40,symcc-0-exid3
9,bug9,44,fairfuzz-0-exid3
2721,bug2721,44,fairfuzz-0-exid3
1423,bug1423,44,fairfuzz-0-exid3
1414,bug1414,46,fairfuzz-0-exid3
2712,bug2712,46,fairfuzz-0-exid3
207,bug207,47,mopt-0-exid3
1138,bug1138,48,fairfuzz-0-exid3
3742,bug3742,48,fairfuzz-0-exid3
3868,bug3868,52,fairfuzz-0-exid3
1276,bug1276,52,fairfuzz-0-exid3
2418,bug2418,63,fairfuzz-0-exid3
1095,bug1095,63,fairfuzz-0-exid3
46,bug46,65,fairfuzz-0-exid3
2754,bug2754,65,fairfuzz-0-exid3
1177,bug1177,71,fairfuzz-0-exid3
3778,bug3778,71,fairfuzz-0-exid3
1290,bug1290,76,fairfuzz-0-exid3
3882,bug3882,76,fairfuzz-0-exid3
36,bug36,76,fairfuzz-0-exid3
2745,bug2745,76,fairfuzz-0-exid3
458,bug458,78,fairfuzz-0-exid3
3129,bug3129,78,fairfuzz-0-exid3
492,bug492,83,fairfuzz-0-exid3
3160,bug3160,83,fairfuzz-0-exid3
1011,bug1011,87,mopt-0-exid3
2479,bug2479,92,fairfuzz-0-exid3
1162,bug1162,92,fairfuzz-0-exid3
203,bug203,93,mopt-0-exid3
1599,bug1599,93,mopt-0-exid3
214,bug214,94,fairfuzz-0-exid3
1608,bug1608,94,fairfuzz-0-exid3
2777,bug2777,96,symcc-0-exid3
