,edges_count,time,experiment_id
0,223,0,1
1,228,1,1
2,480,2,1
3,608,3,1
4,731,4,1
5,778,5,1
6,847,6,1
7,895,7,1
8,942,8,1
9,963,9,1
10,979,10,1
11,988,11,1
12,1015,12,1
13,1032,13,1
14,1062,14,1
15,1078,15,1
16,1102,16,1
17,1138,17,1
18,1157,18,1
19,1169,19,1
20,1187,20,1
21,1214,21,1
22,1230,22,1
23,1242,23,1
24,1248,24,1
25,1249,25,1
26,1261,26,1
27,1269,27,1
28,1278,28,1
29,1290,29,1
30,1296,30,1
31,1304,31,1
32,1316,32,1
33,1321,33,1
34,1328,34,1
35,1335,35,1
36,1341,36,1
37,1343,37,1
38,1353,38,1
39,1360,39,1
40,1375,40,1
41,1386,41,1
42,1387,42,1
43,1391,43,1
44,1393,44,1
45,1397,45,1
46,1399,46,1
47,1403,47,1
48,1408,48,1
49,1416,49,1
50,1422,50,1
51,1425,51,1
52,1431,52,1
53,1433,53,1
54,1436,54,1
55,1442,55,1
56,1456,56,1
57,1461,57,1
58,1463,58,1
59,1469,59,1
60,1474,60,1
61,1475,61,1
62,1480,62,1
63,1484,63,1
64,1486,64,1
65,1488,65,1
66,1489,66,1
67,1491,67,1
68,1496,68,1
69,1499,69,1
70,1502,70,1
71,1513,71,1
72,1520,72,1
73,1526,73,1
74,1530,74,1
75,1530,75,1
76,1532,76,1
77,1540,77,1
78,1540,78,1
79,1542,79,1
80,1543,80,1
81,1546,81,1
82,1548,82,1
83,1551,83,1
84,1551,84,1
85,1553,85,1
86,1557,86,1
87,1557,87,1
88,1560,88,1
89,1560,89,1
90,1561,90,1
91,1562,91,1
92,1563,92,1
93,1565,93,1
94,1566,94,1
95,1566,95,1
96,1567,96,1
97,1568,97,1
98,1571,98,1
99,1571,99,1
100,1571,100,1
101,1573,101,1
102,1575,102,1
103,1577,103,1
104,1577,104,1
105,1577,105,1
106,1582,106,1
107,1592,107,1
108,1600,108,1
109,1601,109,1
110,1602,110,1
111,1605,111,1
112,1608,112,1
113,1609,113,1
114,1609,114,1
115,1610,115,1
116,1611,116,1
117,1613,117,1
118,1616,118,1
119,1617,119,1
120,1620,120,1
121,1623,121,1
122,1623,122,1
123,1626,123,1
124,1626,124,1
125,1626,125,1
126,1627,126,1
127,1627,127,1
128,1628,128,1
129,1628,129,1
130,1629,130,1
131,1629,131,1
132,1630,132,1
133,1632,133,1
134,1632,134,1
135,1633,135,1
136,1633,136,1
137,1633,137,1
138,1633,138,1
139,1633,139,1
140,1634,140,1
141,1635,141,1
142,1638,142,1
143,1638,143,1
144,1638,144,1
145,1638,145,1
146,1638,146,1
147,1641,147,1
148,1643,148,1
149,1644,149,1
150,1646,150,1
151,1646,151,1
152,1649,152,1
153,1651,153,1
154,1652,154,1
155,1652,155,1
156,1652,156,1
157,1653,157,1
158,1654,158,1
159,1656,159,1
160,1657,160,1
161,1659,161,1
162,1659,162,1
163,1659,163,1
164,1661,164,1
165,1662,165,1
166,1662,166,1
167,1662,167,1
168,1663,168,1
169,1664,169,1
170,1665,170,1
171,1666,171,1
172,1666,172,1
173,1666,173,1
174,1667,174,1
175,1667,175,1
176,1671,176,1
177,1671,177,1
178,1672,178,1
179,1672,179,1
180,1672,180,1
181,1672,181,1
182,1672,182,1
183,1672,183,1
184,1672,184,1
185,1672,185,1
186,1672,186,1
187,1672,187,1
188,1672,188,1
189,1672,189,1
190,1672,190,1
191,1672,191,1
192,1672,192,1
193,1672,193,1
194,1674,194,1
195,1674,195,1
196,1675,196,1
197,1675,197,1
198,1675,198,1
199,1675,199,1
200,1675,200,1
201,1675,201,1
202,1676,202,1
203,1676,203,1
204,1676,204,1
205,1676,205,1
206,1676,206,1
207,1676,207,1
208,1676,208,1
209,1676,209,1
210,1677,210,1
211,1677,211,1
212,1679,212,1
213,1679,213,1
214,1679,214,1
215,1679,215,1
216,1679,216,1
217,1680,217,1
218,1680,218,1
219,1680,219,1
220,1680,220,1
221,1681,221,1
222,1681,222,1
223,1681,223,1
224,1682,224,1
225,1682,225,1
226,1683,226,1
227,1684,227,1
228,1684,228,1
229,1684,229,1
230,1685,230,1
231,1686,231,1
232,1686,232,1
233,1686,233,1
234,1687,234,1
235,1687,235,1
236,1687,236,1
237,1687,237,1
238,1687,238,1
239,1687,239,1
240,1687,240,1
241,1687,241,1
242,1687,242,1
243,1687,243,1
244,1687,244,1
245,1687,245,1
246,1687,246,1
247,1687,247,1
248,1687,248,1
249,1687,249,1
250,1687,250,1
251,1687,251,1
252,1687,252,1
253,1688,253,1
254,1688,254,1
255,1689,255,1
256,1689,256,1
257,1689,257,1
258,1689,258,1
259,1689,259,1
260,1689,260,1
261,1689,261,1
262,1689,262,1
263,1689,263,1
264,1689,264,1
265,1689,265,1
266,1689,266,1
267,1689,267,1
268,1689,268,1
269,1689,269,1
270,1689,270,1
271,1689,271,1
272,1689,272,1
273,1689,273,1
274,1689,274,1
275,1689,275,1
276,1689,276,1
277,1689,277,1
278,1689,278,1
279,1690,279,1
280,1691,280,1
281,1691,281,1
282,1691,282,1
283,1691,283,1
284,1691,284,1
285,1691,285,1
286,1691,286,1
287,1691,287,1
288,1691,288,1
289,1691,289,1
290,1691,290,1
291,1691,291,1
292,1691,292,1
293,1691,293,1
294,1691,294,1
295,1691,295,1
296,1691,296,1
297,1691,297,1
298,1691,298,1
299,1691,299,1
300,1691,300,1
301,1691,301,1
302,1692,302,1
303,1694,303,1
304,1694,304,1
305,1694,305,1
306,1694,306,1
307,1695,307,1
308,1695,308,1
309,1695,309,1
310,1695,310,1
311,1695,311,1
312,1696,312,1
313,1696,313,1
314,1697,314,1
315,1697,315,1
316,1697,316,1
317,1697,317,1
318,1697,318,1
319,1697,319,1
320,1697,320,1
321,1698,321,1
322,1698,322,1
323,1698,323,1
324,1698,324,1
325,1700,325,1
326,1701,326,1
327,1701,327,1
328,1701,328,1
329,1701,329,1
330,1702,330,1
331,1702,331,1
332,1702,332,1
333,1702,333,1
334,1702,334,1
335,1702,335,1
336,1703,336,1
337,1703,337,1
338,1703,338,1
339,1703,339,1
340,1703,340,1
341,1703,341,1
342,1703,342,1
343,1703,343,1
344,1703,344,1
345,1703,345,1
346,1705,346,1
347,1705,347,1
348,1705,348,1
349,1705,349,1
350,1705,350,1
351,1706,351,1
352,1707,352,1
353,1708,353,1
354,1708,354,1
355,1708,355,1
356,1708,356,1
357,1708,357,1
358,1708,358,1
359,1708,359,1
360,1708,360,1
361,1708,361,1
362,1708,362,1
363,1710,363,1
364,1710,364,1
365,1710,365,1
366,1710,366,1
367,1710,367,1
368,1710,368,1
369,1710,369,1
370,1710,370,1
371,1710,371,1
372,1710,372,1
373,1710,373,1
374,1710,374,1
375,1710,375,1
376,1710,376,1
377,1710,377,1
378,1710,378,1
379,1710,379,1
380,1710,380,1
381,1710,381,1
382,1710,382,1
383,1710,383,1
384,1711,384,1
385,1711,385,1
386,1711,386,1
387,1711,387,1
388,1711,388,1
389,1711,389,1
390,1711,390,1
391,1711,391,1
392,1711,392,1
393,1711,393,1
394,1711,394,1
395,1711,395,1
396,1711,396,1
397,1711,397,1
398,1711,398,1
399,1711,399,1
400,1711,400,1
401,1711,401,1
402,1712,402,1
403,1712,403,1
404,1712,404,1
405,1713,405,1
406,1713,406,1
407,1713,407,1
408,1713,408,1
409,1713,409,1
410,1713,410,1
411,1713,411,1
412,1713,412,1
413,1713,413,1
414,1713,414,1
415,1713,415,1
416,1713,416,1
417,1713,417,1
418,1713,418,1
419,1714,419,1
420,1714,420,1
421,1714,421,1
422,1714,422,1
423,1714,423,1
424,1714,424,1
425,1714,425,1
426,1714,426,1
427,1714,427,1
428,1714,428,1
429,1715,429,1
430,1715,430,1
431,1715,431,1
432,1715,432,1
433,1715,433,1
434,1715,434,1
435,1715,435,1
436,1715,436,1
437,1715,437,1
438,1715,438,1
439,1715,439,1
440,1715,440,1
441,1715,441,1
442,1715,442,1
443,1715,443,1
444,1716,444,1
