,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
3254,2669,1988249409,fairfuzz-0-exid24,fairfuzz,1010,9a9995b5a5a0bc6eb92941f94c79ce6c34c496d66ef285f16ce4ebbf1a87e924,crash,3254,SEGV,82a52b099b0cb44ccb2ec4868c8c055f,tsan,fcb,nm
255,2669,1988249409,fairfuzz-0-exid24,fairfuzz,1010,9a9995b5a5a0bc6eb92941f94c79ce6c34c496d66ef285f16ce4ebbf1a87e924,crash,255,SEGV,8e3b5edd63978d4a20e0ae0d181fcd60,asan,fcb,nm
1790,2669,1988249409,fairfuzz-0-exid24,fairfuzz,1010,9a9995b5a5a0bc6eb92941f94c79ce6c34c496d66ef285f16ce4ebbf1a87e924,crash,1790,SEGV,8e3b5edd63978d4a20e0ae0d181fcd60,msan,fcb,nm
3545,2753,908186144,afl-0-exid24,afl,1048,8d3ecf50f76a690ce8b8bb2ba8d559c873197a4582595ea00b04dbfca820d8cb,crash,3545,SEGV,2d91054c9de94c5eca7ef99745635aa8,tsan,fcb,nm
557,2753,908186144,afl-0-exid24,afl,1048,8d3ecf50f76a690ce8b8bb2ba8d559c873197a4582595ea00b04dbfca820d8cb,crash,557,SEGV,b71cb45c0e69aebbecc7a064fa470eeb,asan,fcb,nm
2079,2753,908186144,afl-0-exid24,afl,1048,8d3ecf50f76a690ce8b8bb2ba8d559c873197a4582595ea00b04dbfca820d8cb,crash,2079,SEGV,cd1441e8dfe39c370ba2732fdd1f4b4f,msan,fcb,nm
3869,3018,908186144,afl-0-exid24,afl,1169,e28e87f670a97806f3b7f769b7ffe0a3cb1aeae86ffced52378184fbec392af4,crash,3869,SEGV,20342dca7c121d150537a553601f2cff,tsan,fcb,nm
896,3018,908186144,afl-0-exid24,afl,1169,e28e87f670a97806f3b7f769b7ffe0a3cb1aeae86ffced52378184fbec392af4,crash,896,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fcb,nm
2402,3018,908186144,afl-0-exid24,afl,1169,e28e87f670a97806f3b7f769b7ffe0a3cb1aeae86ffced52378184fbec392af4,crash,2402,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fcb,nm
1045,3073,908186144,afl-0-exid24,afl,1178,4866198e62033b4df7a37a8f84678ae064ef86b1ace748650875ca715d3b40e2,crash,1045,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fcb,nm
2538,3073,908186144,afl-0-exid24,afl,1178,4866198e62033b4df7a37a8f84678ae064ef86b1ace748650875ca715d3b40e2,crash,2538,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fcb,nm
4002,3073,908186144,afl-0-exid24,afl,1178,4866198e62033b4df7a37a8f84678ae064ef86b1ace748650875ca715d3b40e2,crash,4002,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fcb,nm
2742,3864,1988249409,fairfuzz-0-exid24,fairfuzz,1506,4a85d565bb48e526e590606bbba3d3759b02a6f590ab832deec87a19a268a7a3,crash,2742,SEGV,0646f8dc98605131cbd13c096e45cad3,msan,fcb,nm
4203,3864,1988249409,fairfuzz-0-exid24,fairfuzz,1506,4a85d565bb48e526e590606bbba3d3759b02a6f590ab832deec87a19a268a7a3,crash,4203,SEGV,0646f8dc98605131cbd13c096e45cad3,tsan,fcb,nm
1256,3864,1988249409,fairfuzz-0-exid24,fairfuzz,1506,4a85d565bb48e526e590606bbba3d3759b02a6f590ab832deec87a19a268a7a3,crash,1256,SEGV,e962321310000bd8f0df569f7feedb44,asan,fcb,nm
370,3869,1988249409,fairfuzz-0-exid24,fairfuzz,1509,6b662cdb91945d79d0e6b3d9cfbfd497501780341f9093432d44c6a16ec1cbba,crash,370,SEGV,036970cadbf3539a826ad22b62f77d20,asan,fcb,nm
1898,3869,1988249409,fairfuzz-0-exid24,fairfuzz,1509,6b662cdb91945d79d0e6b3d9cfbfd497501780341f9093432d44c6a16ec1cbba,crash,1898,SEGV,0ab214692ecb89468e279d02fe53320c,msan,fcb,nm
3363,3869,1988249409,fairfuzz-0-exid24,fairfuzz,1509,6b662cdb91945d79d0e6b3d9cfbfd497501780341f9093432d44c6a16ec1cbba,crash,3363,SEGV,0ab214692ecb89468e279d02fe53320c,tsan,fcb,nm
2947,3904,1988249409,fairfuzz-0-exid24,fairfuzz,1516,6cecf9ee4ba361c1b965b9a3e30124186fcf7b58a43bc49b469d1c9d04cf04cf,crash,2947,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan,fcb,nm
4411,3904,1988249409,fairfuzz-0-exid24,fairfuzz,1516,6cecf9ee4ba361c1b965b9a3e30124186fcf7b58a43bc49b469d1c9d04cf04cf,crash,4411,SEGV,6128f51c6c406ea6fb7c22ab72995672,tsan,fcb,nm
1475,3904,1988249409,fairfuzz-0-exid24,fairfuzz,1516,6cecf9ee4ba361c1b965b9a3e30124186fcf7b58a43bc49b469d1c9d04cf04cf,crash,1475,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan,fcb,nm
1089,3905,1988249409,fairfuzz-0-exid24,fairfuzz,1516,3d53bf71112b6dd025272fc2c854188626c733a56c10ef45684a7289ad777036,crash,1089,SEGV,76963e8d3021a3a3740288656624dc7e,asan,fcb,nm
2581,3905,1988249409,fairfuzz-0-exid24,fairfuzz,1516,3d53bf71112b6dd025272fc2c854188626c733a56c10ef45684a7289ad777036,crash,2581,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan,fcb,nm
4044,3905,1988249409,fairfuzz-0-exid24,fairfuzz,1516,3d53bf71112b6dd025272fc2c854188626c733a56c10ef45684a7289ad777036,crash,4044,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,tsan,fcb,nm
5,4161,1988249409,fairfuzz-0-exid24,fairfuzz,1653,ebdd9b79929b2f7141fe07a478c6b02c831ba7bc04d2b8ec2fc422d598f942ac,crash,5,SEGV,4a436bc2ae0b651b32668457aab5f28a,asan,fcb,nm
1555,4161,1988249409,fairfuzz-0-exid24,fairfuzz,1653,ebdd9b79929b2f7141fe07a478c6b02c831ba7bc04d2b8ec2fc422d598f942ac,crash,1555,SEGV,4a436bc2ae0b651b32668457aab5f28a,msan,fcb,nm
3023,4161,1988249409,fairfuzz-0-exid24,fairfuzz,1653,ebdd9b79929b2f7141fe07a478c6b02c831ba7bc04d2b8ec2fc422d598f942ac,crash,3023,SEGV,a5405891c81691e1eec2684d72a85f21,tsan,fcb,nm
3490,4629,908186144,afl-0-exid24,afl,1752,0f417f163c72ed88d6d6b4b3d8fcb94c4b17f0e083a67b06531676a8613ad29b,crash,3490,SEGV,29c9bea4133ee9c945c5692f13ce2abb,tsan,fcb,nm
500,4629,908186144,afl-0-exid24,afl,1752,0f417f163c72ed88d6d6b4b3d8fcb94c4b17f0e083a67b06531676a8613ad29b,crash,500,SEGV,fd034a6edf6c2fa2bf0cf8afe6ed5cf5,asan,fcb,nm
2025,4629,908186144,afl-0-exid24,afl,1752,0f417f163c72ed88d6d6b4b3d8fcb94c4b17f0e083a67b06531676a8613ad29b,crash,2025,SEGV,fd034a6edf6c2fa2bf0cf8afe6ed5cf5,msan,fcb,nm
430,4711,252339739,aflfast-0-exid24,aflfast,1796,aa43111f68cfcfc3427580e1828947a959969d8536e9d61dcf30f0c57fd8783b,crash,430,SEGV,0c22f5df8527d37af8fb39cf84536a5f,asan,fcb,nm
1955,4711,252339739,aflfast-0-exid24,aflfast,1796,aa43111f68cfcfc3427580e1828947a959969d8536e9d61dcf30f0c57fd8783b,crash,1955,SEGV,0c22f5df8527d37af8fb39cf84536a5f,msan,fcb,nm
3420,4711,252339739,aflfast-0-exid24,aflfast,1796,aa43111f68cfcfc3427580e1828947a959969d8536e9d61dcf30f0c57fd8783b,crash,3420,SEGV,eb5d682f5a89e229ebd2b7426817c68a,tsan,fcb,nm
3182,4977,252339739,aflfast-0-exid24,aflfast,1942,5a61bdd1d3998ebbb2e4314bb0378373f013ae367307e07e70aa25007bc11208,crash,3182,SEGV,3b314419f1753049f9092113c476a5b4,tsan,fcb,nm
