,crash_id,discovery_time,fuzzer
132,bug132,10,mopt-0-exid3
2916,bug2916,16,symcc-0-exid3
1722,bug1722,16,symcc-0-exid3
1846,bug1846,16,symcc-0-exid3
133,bug133,16,symcc-0-exid3
809,bug809,16,symcc-0-exid3
2313,bug2313,16,symcc-0-exid3
791,bug791,16,symcc-0-exid3
2302,bug2302,16,symcc-0-exid3
1090,bug1090,16,symcc-0-exid3
2501,bug2501,16,symcc-0-exid3
1676,bug1676,18,fairfuzz-0-exid3
2889,bug2889,18,fairfuzz-0-exid3
1052,bug1052,18,symcc-0-exid3
3734,bug3734,18,symcc-0-exid3
3298,bug3298,23,symcc-0-exid3
480,bug480,23,symcc-0-exid3
1261,bug1261,23,mopt-0-exid3
2605,bug2605,25,fairfuzz-0-exid3
1244,bug1244,25,fairfuzz-0-exid3
549,bug549,31,fairfuzz-0-exid3
2127,bug2127,31,fairfuzz-0-exid3
1173,bug1173,32,fairfuzz-0-exid3
2557,bug2557,32,fairfuzz-0-exid3
239,bug239,38,symcc-0-exid3
1918,bug1918,38,symcc-0-exid3
1500,bug1500,40,fairfuzz-0-exid3
4074,bug4074,40,fairfuzz-0-exid3
236,bug236,42,fairfuzz-0-exid3
1916,bug1916,42,fairfuzz-0-exid3
2071,bug2071,44,symcc-0-exid3
461,bug461,44,symcc-0-exid3
3284,bug3284,44,symcc-0-exid3
34,bug34,45,symcc-0-exid3
2962,bug2962,45,symcc-0-exid3
947,bug947,46,fairfuzz-0-exid3
3660,bug3660,46,fairfuzz-0-exid3
3312,bug3312,55,symcc-0-exid3
500,bug500,55,symcc-0-exid3
4248,bug4248,55,fairfuzz-0-exid3
1737,bug1737,55,fairfuzz-0-exid3
1490,bug1490,58,symcc-0-exid3
4066,bug4066,58,symcc-0-exid3
1682,bug1682,59,mopt-0-exid3
4148,bug4148,59,fairfuzz-0-exid3
1596,bug1596,59,fairfuzz-0-exid3
3309,bug3309,59,symcc-0-exid3
496,bug496,59,symcc-0-exid3
4194,bug4194,59,fairfuzz-0-exid3
1664,bug1664,59,fairfuzz-0-exid3
1022,bug1022,60,fairfuzz-0-exid3
3710,bug3710,60,fairfuzz-0-exid3
1209,bug1209,60,symcc-0-exid3
3857,bug3857,60,symcc-0-exid3
3658,bug3658,61,symcc-0-exid3
944,bug944,61,symcc-0-exid3
3391,bug3391,62,symcc-0-exid3
599,bug599,62,symcc-0-exid3
1241,bug1241,62,fairfuzz-0-exid3
3883,bug3883,62,fairfuzz-0-exid3
892,bug892,65,symcc-0-exid3
3618,bug3618,65,symcc-0-exid3
3024,bug3024,68,symcc-0-exid3
113,bug113,68,symcc-0-exid3
177,bug177,69,symcc-0-exid3
3076,bug3076,69,symcc-0-exid3
1201,bug1201,73,symcc-0-exid3
2575,bug2575,73,symcc-0-exid3
866,bug866,74,symcc-0-exid3
3598,bug3598,74,symcc-0-exid3
2355,bug2355,74,symcc-0-exid3
1640,bug1640,78,fairfuzz-0-exid3
3898,bug3898,79,aflplusplus-0-exid3
