,discovery_id,discovery_fuzzer,discovery_fuzzer_name,fuzzer_type_description,discovery_time,testcase_hash,testcase_type_description,crash_id,crash_type,crash_frames_hash,sanitizer,fuzzer_combination,benchmark
286,670,100210144,fairfuzz-0-exid20,fairfuzz,158,d4814493bb3479831367d430e827e9793294149d7da197f5967d25dd3e38616a,crash,286,SEGV,76963e8d3021a3a3740288656624dc7e,asan,fcb,nm
1626,670,100210144,fairfuzz-0-exid20,fairfuzz,158,d4814493bb3479831367d430e827e9793294149d7da197f5967d25dd3e38616a,crash,1626,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,msan,fcb,nm
2769,670,100210144,fairfuzz-0-exid20,fairfuzz,158,d4814493bb3479831367d430e827e9793294149d7da197f5967d25dd3e38616a,crash,2769,SEGV,e0c7e593bb81a6ff05eb77f65af7cc7c,tsan,fcb,nm
250,975,1210753891,afl-0-exid20,afl,242,db768a8e040de946afc93cb75d5edd0f324bdb469474b72ce6ac11e3e20fdbed,crash,250,SEGV,ac97f97bc7c486825473741fc4d88548,asan,fcb,nm
2734,975,1210753891,afl-0-exid20,afl,242,db768a8e040de946afc93cb75d5edd0f324bdb469474b72ce6ac11e3e20fdbed,crash,2734,SEGV,cd65f36d3a2669d55a4f7c4695ddb7cf,tsan,fcb,nm
1596,975,1210753891,afl-0-exid20,afl,242,db768a8e040de946afc93cb75d5edd0f324bdb469474b72ce6ac11e3e20fdbed,crash,1596,SEGV,f0f342bb14e9e6e68dd08d6238202490,msan,fcb,nm
3340,2065,1830181032,aflfast-0-exid20,aflfast,406,51c2585e7a62061617002c4912ce4bf8d13eb2a514f5e3d4732ed89ed3647383,crash,3340,SEGV,0f44695389213eaaa9d22f82e4a1bbdc,tsan,fcb,nm
871,2065,1830181032,aflfast-0-exid20,aflfast,406,51c2585e7a62061617002c4912ce4bf8d13eb2a514f5e3d4732ed89ed3647383,crash,871,SEGV,189d3af2d351e4a957a2cdee6427f4fd,asan,fcb,nm
2079,2065,1830181032,aflfast-0-exid20,aflfast,406,51c2585e7a62061617002c4912ce4bf8d13eb2a514f5e3d4732ed89ed3647383,crash,2079,SEGV,189d3af2d351e4a957a2cdee6427f4fd,msan,fcb,nm
3159,2864,1830181032,aflfast-0-exid20,aflfast,688,8c2eb848ebcbee593ed4bcd4e4583f9dc29a0f3ee3e2adcc0ebc9d62a563e0d4,crash,3159,SEGV,20342dca7c121d150537a553601f2cff,tsan,fcb,nm
687,2864,1830181032,aflfast-0-exid20,aflfast,688,8c2eb848ebcbee593ed4bcd4e4583f9dc29a0f3ee3e2adcc0ebc9d62a563e0d4,crash,687,SEGV,7eb8a033fb93be1a166b929b057f47e8,asan,fcb,nm
1925,2864,1830181032,aflfast-0-exid20,aflfast,688,8c2eb848ebcbee593ed4bcd4e4583f9dc29a0f3ee3e2adcc0ebc9d62a563e0d4,crash,1925,SEGV,7eb8a033fb93be1a166b929b057f47e8,msan,fcb,nm
1144,2909,100210144,fairfuzz-0-exid20,fairfuzz,709,c5fd7564862348eb5af4f3e6ab36e84cda84524ff0b4ab1c0bd757f0a5cc0810,crash,1144,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,asan,fcb,nm
2301,2909,100210144,fairfuzz-0-exid20,fairfuzz,709,c5fd7564862348eb5af4f3e6ab36e84cda84524ff0b4ab1c0bd757f0a5cc0810,crash,2301,SEGV,3b34085a6c59f7df3b1f34b996a4eacc,msan,fcb,nm
3607,2909,100210144,fairfuzz-0-exid20,fairfuzz,709,c5fd7564862348eb5af4f3e6ab36e84cda84524ff0b4ab1c0bd757f0a5cc0810,crash,3607,SEGV,96f96aaa3e6be22754adfddb27164944,tsan,fcb,nm
1985,3360,100210144,fairfuzz-0-exid20,fairfuzz,832,bb23597fd395c55ae56d7dbf580bd17fed8dd4b42bf04b3f42cc27bde322e53f,crash,1985,SEGV,0646f8dc98605131cbd13c096e45cad3,msan,fcb,nm
3226,3360,100210144,fairfuzz-0-exid20,fairfuzz,832,bb23597fd395c55ae56d7dbf580bd17fed8dd4b42bf04b3f42cc27bde322e53f,crash,3226,SEGV,0646f8dc98605131cbd13c096e45cad3,tsan,fcb,nm
755,3360,100210144,fairfuzz-0-exid20,fairfuzz,832,bb23597fd395c55ae56d7dbf580bd17fed8dd4b42bf04b3f42cc27bde322e53f,crash,755,SEGV,e962321310000bd8f0df569f7feedb44,asan,fcb,nm
1270,3364,100210144,fairfuzz-0-exid20,fairfuzz,833,3027af8640f4c165a5225fd068abea18b4f4d0810f7ba86435321f05f851029f,crash,1270,SEGV,32792956b9c80ab5079b134198ca61b8,asan,fcb,nm
2399,3364,100210144,fairfuzz-0-exid20,fairfuzz,833,3027af8640f4c165a5225fd068abea18b4f4d0810f7ba86435321f05f851029f,crash,2399,SEGV,5130600714e96c95bd2bccd69d07f496,msan,fcb,nm
3732,3364,100210144,fairfuzz-0-exid20,fairfuzz,833,3027af8640f4c165a5225fd068abea18b4f4d0810f7ba86435321f05f851029f,crash,3732,SEGV,5130600714e96c95bd2bccd69d07f496,tsan,fcb,nm
422,3908,1210753891,afl-0-exid20,afl,1085,12f41fa6d7210ab981d2a7ad9e6e922de9e0adbb2d47cb618d391f21ce546b27,crash,422,SEGV,ab82a35ef635651378049cee2e629e6a,asan,fcb,nm
1726,3908,1210753891,afl-0-exid20,afl,1085,12f41fa6d7210ab981d2a7ad9e6e922de9e0adbb2d47cb618d391f21ce546b27,crash,1726,SEGV,c7d2cebfec5264147deaa0c4941e6db3,msan,fcb,nm
2901,3908,1210753891,afl-0-exid20,afl,1085,12f41fa6d7210ab981d2a7ad9e6e922de9e0adbb2d47cb618d391f21ce546b27,crash,2901,SEGV,c7d2cebfec5264147deaa0c4941e6db3,tsan,fcb,nm
1399,3911,1210753891,afl-0-exid20,afl,1087,901cc503176bf53cc458cb3c3ddcc0563060bdc93487051198055e4beb0f7f86,crash,1399,SEGV,6128f51c6c406ea6fb7c22ab72995672,msan,fcb,nm
2498,3911,1210753891,afl-0-exid20,afl,1087,901cc503176bf53cc458cb3c3ddcc0563060bdc93487051198055e4beb0f7f86,crash,2498,SEGV,6128f51c6c406ea6fb7c22ab72995672,tsan,fcb,nm
4,3911,1210753891,afl-0-exid20,afl,1087,901cc503176bf53cc458cb3c3ddcc0563060bdc93487051198055e4beb0f7f86,crash,4,SEGV,cba4c4a26a9acbe4942b5a0f31f84451,asan,fcb,nm
971,4461,1210753891,afl-0-exid20,afl,1264,bc095db9261b74d5d00a2224f66b00c5ca5037e920d4380b32688fa2e5b4bde9,crash,971,SEGV,036970cadbf3539a826ad22b62f77d20,asan,fcb,nm
2161,4461,1210753891,afl-0-exid20,afl,1264,bc095db9261b74d5d00a2224f66b00c5ca5037e920d4380b32688fa2e5b4bde9,crash,2161,SEGV,0ab214692ecb89468e279d02fe53320c,msan,fcb,nm
3436,4461,1210753891,afl-0-exid20,afl,1264,bc095db9261b74d5d00a2224f66b00c5ca5037e920d4380b32688fa2e5b4bde9,crash,3436,SEGV,0ab214692ecb89468e279d02fe53320c,tsan,fcb,nm
2080,5206,100210144,fairfuzz-0-exid20,fairfuzz,1571,b977de848daa6ce7b2c73fea8c2eab3bbec7a0cb91d3ac153ccde2f3973bb0dc,crash,2080,SEGV,5ffff55bb70ca93a6d1ea49c23161e9c,msan,fcb,nm
3341,5206,100210144,fairfuzz-0-exid20,fairfuzz,1571,b977de848daa6ce7b2c73fea8c2eab3bbec7a0cb91d3ac153ccde2f3973bb0dc,crash,3341,SEGV,5ffff55bb70ca93a6d1ea49c23161e9c,tsan,fcb,nm
872,5206,100210144,fairfuzz-0-exid20,fairfuzz,1571,b977de848daa6ce7b2c73fea8c2eab3bbec7a0cb91d3ac153ccde2f3973bb0dc,crash,872,SEGV,b8f4aa699bfd494b786506c1a27acebf,asan,fcb,nm
3638,6213,1830181032,aflfast-0-exid20,aflfast,2040,7ca9458becffcde95cb71a849217ef45ccda05d8c3323c613bafbe4134aeedb3,crash,3638,SEGV,31fdadb70cea93ae8e5fc42f7429577c,tsan,fcb,nm
1175,6213,1830181032,aflfast-0-exid20,aflfast,2040,7ca9458becffcde95cb71a849217ef45ccda05d8c3323c613bafbe4134aeedb3,crash,1175,SEGV,f0f342bb14e9e6e68dd08d6238202490,asan,fcb,nm
1795,6305,1210753891,afl-0-exid20,afl,2088,5460569a76ba4702e63a816129a30198088bf7d9f0456755ed6f7ed11e3f5200,crash,1795,SEGV,404bda1b199064724efef5872299313a,msan,fcb,nm
513,6305,1210753891,afl-0-exid20,afl,2088,5460569a76ba4702e63a816129a30198088bf7d9f0456755ed6f7ed11e3f5200,crash,513,negative-size-param,822aa6c6e293b6234ac2dd3610e0eaf3,asan,fcb,nm
623,7179,2082307403,aflplusplus-0-exid20,aflplusplus,2508,b9e83d814fa76f0d463a16c2737fadd4d7c9cd2ecbf955e1c96c4fb433dfcb67,crash,623,SEGV,85d525a5ed697ac02f7bf45f82035839,asan,fcb,nm
1881,7179,2082307403,aflplusplus-0-exid20,aflplusplus,2508,b9e83d814fa76f0d463a16c2737fadd4d7c9cd2ecbf955e1c96c4fb433dfcb67,crash,1881,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,msan,fcb,nm
3096,7179,2082307403,aflplusplus-0-exid20,aflplusplus,2508,b9e83d814fa76f0d463a16c2737fadd4d7c9cd2ecbf955e1c96c4fb433dfcb67,crash,3096,SEGV,b684b91573dd0c7ddc4935ec8f3ba6a3,tsan,fcb,nm
3082,7495,1830181032,aflfast-0-exid20,aflfast,2645,a4a5550b7ab681a413b567a96de72fb4ba60e5753c6b4071367bc123129cbe99,crash,3082,SEGV,2df8fce84ecca91f20883283f177a682,tsan,fcb,nm
609,7495,1830181032,aflfast-0-exid20,aflfast,2645,a4a5550b7ab681a413b567a96de72fb4ba60e5753c6b4071367bc123129cbe99,crash,609,SEGV,aaf3961ef15af564de22890df357e555,asan,fcb,nm
1871,7495,1830181032,aflfast-0-exid20,aflfast,2645,a4a5550b7ab681a413b567a96de72fb4ba60e5753c6b4071367bc123129cbe99,crash,1871,SEGV,aaf3961ef15af564de22890df357e555,msan,fcb,nm
